,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BATS LN,British American Tobacco,,,,,,,,,,44%,58%,$4.572,00,$   2.509,13,$  3.565,39,$      5.643,00,$  7.233,62,10.34%,3.30%,6.48%,10.18%,101.68%,101.68%,111%,,,,,,,NO,,,10.17%,3.14%,7.03%,0.10%,70
,,,,,,,,,,,,,,,,,,2018,7/9/2018,3.959,50,,,,,,,,,,4.80%,3.959,50,190.00,5.749,13,1.994,21,2.833,70,52%,45%,3.30%,9.53%,5.83%,15.47%,25.35%,391.05,6.71%,-29.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,3.931,50,,,,,,,,,,4.83%,3.931,50,190.00,5.749,13,1.994,21,2.833,70,52%,46%,3.30%,9.53%,5.87%,16.29%,26.24%,391.05,6.71%,-30.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,3.880,00,,,,,,,,,,4.90%,3.880,00,190.00,5.749,13,1.994,21,2.833,70,50%,48%,3.30%,9.53%,5.95%,17.84%,27.91%,391.05,6.71%,-31.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,3.927,00,,,,,,,,,,4.84%,3.927,00,190.00,5.749,13,1.994,21,2.833,70,51%,46%,3.30%,9.53%,5.88%,16.42%,26.38%,391.05,6.71%,-30.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,3.925,50,,,,,,,,,,4.84%,3.925,50,190.00,5.749,13,1.994,21,2.833,70,51%,46%,3.30%,9.53%,5.88%,16.47%,26.43%,391.05,6.71%,-30.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,3.872,50,,,,,,,,,,4.91%,3.872,50,190.00,5.749,13,1.994,21,2.833,70,50%,48%,3.30%,9.53%,5.96%,18.06%,28.16%,391.05,6.71%,-31.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,3.820,50,,,,,,,,,,4.97%,3.820,50,190.00,5.749,13,1.994,21,2.833,70,49%,50%,3.30%,9.53%,6.04%,19.67%,29.91%,391.05,6.71%,-32.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,3.838,00,,,,,,,,,,4.95%,3.838,00,190.00,5.749,13,1.994,21,2.833,70,49%,50%,3.30%,9.53%,6.02%,19.12%,29.31%,391.05,6.71%,-31.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,3.862,00,,,,,,,,,,4.92%,3.862,00,190.00,5.749,13,1.994,21,2.833,70,50%,49%,3.30%,9.53%,5.98%,18.38%,28.51%,391.05,6.71%,-31.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,3.960,00,,,,,,,,,,4.80%,3.960,00,190.00,5.749,13,1.994,21,2.833,70,52%,45%,3.30%,9.53%,5.83%,15.45%,25.33%,391.05,6.71%,-29.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,3.921,50,,,,,,,,,,4.85%,3.921,50,190.00,5.749,13,1.994,21,2.833,70,51%,47%,3.30%,9.53%,5.89%,16.59%,26.56%,391.05,6.71%,-30.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,3.949,50,,,,,,,,,,4.81%,3.949,50,190.00,5.749,13,1.994,21,2.833,70,52%,46%,3.30%,9.53%,5.85%,15.76%,25.66%,391.05,6.71%,-30.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,3.973,00,,,,,,,,,,4.78%,3.973,00,190.00,5.749,13,1.994,21,2.833,70,53%,45%,3.30%,9.53%,5.81%,15.08%,24.92%,391.05,6.71%,-29.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,4.177,00,,,,,,,,,,4.55%,4.177,00,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.53%,9.46%,18.82%,391.05,6.71%,-25.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,4.115,00,,,,,,,,,,4.62%,4.115,00,190.00,5.749,13,1.994,21,2.833,70,56%,40%,3.30%,9.53%,5.61%,11.11%,20.61%,391.05,6.71%,-27.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,4.152,50,,,,,,,,,,4.58%,4.152,50,190.00,5.749,13,1.994,21,2.833,70,57%,38%,3.30%,9.53%,5.56%,10.10%,19.52%,391.05,6.71%,-26.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/31/2018,4.201,00,,,,,,,,,,4.52%,4.201,00,190.00,5.749,13,1.994,21,2.833,70,59%,37%,3.30%,9.53%,5.50%,8.83%,18.14%,391.05,6.71%,-25.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/1/2018,4.181,50,,,,,,,,,,4.54%,4.181,50,190.00,5.749,13,1.994,21,2.833,70,58%,37%,3.30%,9.53%,5.52%,9.34%,18.69%,391.05,6.71%,-25.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/2/2018,4.150,00,,,,,,,,,,4.58%,4.150,00,190.00,5.749,13,1.994,21,2.833,70,57%,39%,3.30%,9.53%,5.56%,10.17%,19.59%,391.05,6.71%,-26.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/3/2018,4.189,50,,,,,,,,,,4.54%,4.189,50,190.00,5.749,13,1.994,21,2.833,70,58%,37%,3.30%,9.53%,5.51%,9.13%,18.46%,391.05,6.71%,-25.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/6/2018,4.172,50,,,,,,,,,,4.55%,4.172,50,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.53%,9.57%,18.95%,391.05,6.71%,-26.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/7/2018,4.170,50,,,,,,,,,,4.56%,4.170,50,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.54%,9.63%,19.00%,391.05,6.71%,-26.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/8/2018,4.212,00,,,,,,,,,,4.51%,4.212,00,190.00,5.749,13,1.994,21,2.833,70,59%,36%,3.30%,9.53%,5.48%,8.55%,17.83%,391.05,6.71%,-25.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/9/2018,4.194,00,,,,,,,,,,4.53%,4.194,00,190.00,5.749,13,1.994,21,2.833,70,59%,37%,3.30%,9.53%,5.51%,9.01%,18.34%,391.05,6.71%,-25.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/10/2018,4.154,50,,,,,,,,,,4.57%,4.154,50,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.56%,10.05%,19.46%,391.05,6.71%,-26.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/13/2018,4.149,00,,,,,,,,,,4.58%,4.149,00,190.00,5.749,13,1.994,21,2.833,70,57%,39%,3.30%,9.53%,5.56%,10.20%,19.62%,391.05,6.71%,-26.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/14/2018,4.172,00,,,,,,,,,,4.55%,4.172,00,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.53%,9.59%,18.96%,391.05,6.71%,-26.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/15/2018,4.088,00,,,,,,,,,,4.65%,4.088,00,190.00,5.749,13,1.994,21,2.833,70,56%,41%,3.30%,9.53%,5.65%,11.84%,21.41%,391.05,6.71%,-27.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/16/2018,4.158,00,,,,,,,,,,4.57%,4.158,00,190.00,5.749,13,1.994,21,2.833,70,58%,38%,3.30%,9.53%,5.55%,9.96%,19.36%,391.05,6.71%,-26.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/17/2018,4.203,00,,,,,,,,,,4.52%,4.203,00,190.00,5.749,13,1.994,21,2.833,70,59%,37%,3.30%,9.53%,5.49%,8.78%,18.08%,391.05,6.71%,-25.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/20/2018,4.222,50,,,,,,,,,,4.50%,4.222,50,190.00,5.749,13,1.994,21,2.833,70,59%,36%,3.30%,9.53%,5.47%,8.28%,17.54%,391.05,6.71%,-25.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/21/2018,4.122,50,,,,,,,,,,4.61%,4.122,50,190.00,5.749,13,1.994,21,2.833,70,57%,39%,3.30%,9.53%,5.60%,10.90%,20.39%,391.05,6.71%,-26.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/22/2018,4.086,50,,,,,,,,,,4.65%,4.086,50,190.00,5.749,13,1.994,21,2.833,70,56%,41%,3.30%,9.53%,5.65%,11.88%,21.45%,391.05,6.71%,-27.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/23/2018,4.047,50,,,,,,,,,,4.69%,4.047,50,190.00,5.749,13,1.994,21,2.833,70,55%,42%,3.30%,9.53%,5.70%,12.96%,22.62%,391.05,6.71%,-28.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/24/2018,3.909,00,,,,,,,,,,4.86%,3.909,00,190.00,5.749,13,1.994,21,2.833,70,51%,47%,3.30%,9.53%,5.91%,16.96%,26.96%,391.05,6.71%,-30.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/28/2018,3.892,00,,,,,,,,,,4.88%,3.892,00,190.00,5.749,13,1.994,21,2.833,70,51%,48%,3.30%,9.53%,5.93%,17.47%,27.52%,391.05,6.71%,-31.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/29/2018,3.837,00,,,,,,,,,,4.95%,3.837,00,190.00,5.749,13,1.994,21,2.833,70,49%,50%,3.30%,9.53%,6.02%,19.16%,29.35%,391.05,6.71%,-32.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/30/2018,3.778,50,,,,,,,,,,5.03%,3.778,50,190.00,5.749,13,1.994,21,2.833,70,48%,52%,3.30%,9.53%,6.11%,21.00%,31.35%,391.05,6.71%,-33.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/31/2018,3.721,50,,,,,,,,,,5.11%,3.721,50,190.00,5.749,13,1.994,21,2.833,70,46%,54%,3.30%,9.53%,6.20%,22.85%,33.36%,391.05,6.71%,-34.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/3/2018,3.729,00,,,,,,,,,,5.10%,3.729,00,190.00,5.749,13,1.994,21,2.833,70,46%,54%,3.30%,9.53%,6.19%,22.61%,33.09%,391.05,6.71%,-33.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/4/2018,3.743,00,,,,,,,,,,5.08%,3.743,00,190.00,5.749,13,1.994,21,2.833,70,47%,54%,3.30%,9.53%,6.17%,22.15%,32.60%,391.05,6.71%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/5/2018,3.712,50,,,,,,,,,,5.12%,3.712,50,190.00,5.749,13,1.994,21,2.833,70,46%,55%,3.30%,9.53%,6.22%,23.15%,33.68%,391.05,6.71%,-34.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/6/2018,3.682,50,,,,,,,,,,5.16%,3.682,50,190.00,5.749,13,1.994,21,2.833,70,45%,56%,3.30%,9.53%,6.27%,24.15%,34.77%,391.05,6.71%,-34.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/7/2018,3.685,00,,,,,,,,,,5.16%,3.685,00,190.00,5.749,13,1.994,21,2.833,70,45%,56%,3.30%,9.53%,6.27%,24.07%,34.68%,391.05,6.71%,-34.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/10/2018,3.653,50,,,,,,,,,,5.20%,3.653,50,190.00,5.749,13,1.994,21,2.833,70,44%,57%,3.30%,9.53%,6.32%,25.14%,35.84%,391.05,6.71%,-35.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/11/2018,3.554,50,,,,,,,,,,5.35%,3.554,50,190.00,5.749,13,1.994,21,2.833,70,42%,62%,3.30%,9.53%,6.50%,28.63%,39.63%,391.05,6.71%,-37.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/12/2018,3.763,00,,,,,,,,,,5.05%,3.763,00,190.00,5.749,13,1.994,21,2.833,70,47%,53%,3.30%,9.53%,6.14%,21.50%,31.89%,391.05,6.71%,-33.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/13/2018,3.691,50,,,,,,,,,,5.15%,3.691,50,190.00,5.749,13,1.994,21,2.833,70,45%,56%,3.30%,9.53%,6.25%,23.85%,34.45%,391.05,6.71%,-34.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/14/2018,3.659,50,,,,,,,,,,5.19%,3.659,50,190.00,5.749,13,1.994,21,2.833,70,44%,57%,3.30%,9.53%,6.31%,24.94%,35.62%,391.05,6.71%,-35.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/17/2018,3.669,00,,,,,,,,,,5.18%,3.669,00,190.00,5.749,13,1.994,21,2.833,70,45%,57%,3.30%,9.53%,6.29%,24.61%,35.27%,391.05,6.71%,-34.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/18/2018,3.600,00,,,,,,,,,,5.28%,3.600,00,190.00,5.749,13,1.994,21,2.833,70,43%,60%,3.30%,9.53%,6.41%,27.00%,37.86%,391.05,6.71%,-36.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/19/2018,3.560,00,,,,,,,,,,5.34%,3.560,00,190.00,5.749,13,1.994,21,2.833,70,42%,61%,3.30%,9.53%,6.49%,28.43%,39.41%,391.05,6.71%,-36.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/20/2018,3.521,00,,,,,,,,,,5.40%,3.521,00,190.00,5.749,13,1.994,21,2.833,70,41%,63%,3.30%,9.53%,6.56%,29.85%,40.96%,391.05,6.71%,-37.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/21/2018,3.617,00,,,,,,,,,,5.25%,3.617,00,190.00,5.749,13,1.994,21,2.833,70,43%,59%,3.30%,9.53%,6.38%,26.40%,37.21%,391.05,6.71%,-35.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/24/2018,3.544,00,,,,,,,,,,5.36%,3.544,00,190.00,5.749,13,1.994,21,2.833,70,41%,62%,3.30%,9.53%,6.51%,29.01%,40.04%,391.05,6.71%,-37.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/25/2018,3.540,00,,,,,,,,,,5.37%,3.540,00,190.00,5.749,13,1.994,21,2.833,70,41%,62%,3.30%,9.53%,6.52%,29.15%,40.20%,391.05,6.71%,-37.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/26/2018,3.552,00,,,,,,,,,,5.35%,3.552,00,190.00,5.749,13,1.994,21,2.833,70,41%,62%,3.30%,9.53%,6.50%,28.72%,39.73%,391.05,6.71%,-37.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/27/2018,3.614,50,,,,,,,,,,5.26%,3.614,50,190.00,5.749,13,1.994,21,2.833,70,43%,59%,3.30%,9.53%,6.39%,26.49%,37.31%,391.05,6.71%,-35.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/28/2018,3.584,50,,,,,,,,,,5.30%,3.584,50,190.00,5.749,13,1.994,21,2.833,70,42%,60%,3.30%,9.53%,6.44%,27.55%,38.46%,391.05,6.71%,-36.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/1/2018,3.503,00,,,,,,,,,,5.42%,3.503,00,190.00,5.749,13,1.994,21,2.833,70,40%,64%,3.30%,9.53%,6.59%,30.52%,41.68%,391.05,6.71%,-37.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/2/2018,3.557,00,,,,,,,,,,5.34%,3.557,00,190.00,5.749,13,1.994,21,2.833,70,42%,62%,3.30%,9.53%,6.49%,28.54%,39.53%,391.05,6.71%,-36.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/3/2018,3.570,00,,,,,,,,,,5.32%,3.570,00,190.00,5.749,13,1.994,21,2.833,70,42%,61%,3.30%,9.53%,6.47%,28.07%,39.02%,391.05,6.71%,-36.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/4/2018,3.450,00,,,,,,,,,,5.51%,3.450,00,190.00,5.749,13,1.994,21,2.833,70,39%,67%,3.30%,9.53%,6.69%,32.52%,43.86%,391.05,6.71%,-38.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/5/2018,3.424,50,,,,,,,,,,5.55%,3.424,50,190.00,5.749,13,1.994,21,2.833,70,38%,68%,3.30%,9.53%,6.74%,33.51%,44.93%,391.05,6.71%,-39.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/8/2018,3.422,00,,,,,,,,,,5.55%,3.422,00,190.00,5.749,13,1.994,21,2.833,70,38%,68%,3.30%,9.53%,6.75%,33.61%,45.03%,391.05,6.71%,-39.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/9/2018,3.417,50,,,,,,,,,,5.56%,3.417,50,190.00,5.749,13,1.994,21,2.833,70,38%,68%,3.30%,9.53%,6.76%,33.78%,45.22%,391.05,6.71%,-39.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/10/2018,3.450,00,,,,,,,,,,5.51%,3.450,00,190.00,5.749,13,1.994,21,2.833,70,39%,67%,3.30%,9.53%,6.69%,32.52%,43.86%,391.05,6.71%,-38.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/11/2018,3.405,00,,,,,,,,,,5.58%,3.405,00,190.00,5.749,13,1.994,21,2.833,70,38%,69%,3.30%,9.53%,6.78%,34.27%,45.76%,391.05,6.71%,-39.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/12/2018,3.272,00,,,,,,,,,,5.81%,3.272,00,190.00,5.749,13,1.994,21,2.833,70,34%,76%,3.30%,9.53%,7.06%,39.73%,51.68%,391.05,6.71%,-42.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/15/2018,3.331,00,,,,,,,,,,5.70%,3.331,00,190.00,5.749,13,1.994,21,2.833,70,36%,73%,3.30%,9.53%,6.93%,37.26%,49.00%,391.05,6.71%,-40.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/16/2018,3.176,50,,,,,,,,,,5.98%,3.176,50,190.00,5.749,13,1.994,21,2.833,70,31%,81%,3.30%,9.53%,7.27%,43.93%,56.24%,391.05,6.71%,-43.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/17/2018,3.284,00,,,,,,,,,,5.79%,3.284,00,190.00,5.749,13,1.994,21,2.833,70,34%,75%,3.30%,9.53%,7.03%,39.22%,51.13%,391.05,6.71%,-41.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/18/2018,3.275,00,,,,,,,,,,5.80%,3.275,00,190.00,5.749,13,1.994,21,2.833,70,34%,76%,3.30%,9.53%,7.05%,39.60%,51.54%,391.05,6.71%,-41.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/19/2018,3.299,50,,,,,,,,,,5.76%,3.299,50,190.00,5.749,13,1.994,21,2.833,70,35%,74%,3.30%,9.53%,7.00%,38.57%,50.42%,391.05,6.71%,-41.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/22/2018,3.362,00,,,,,,,,,,5.65%,3.362,00,190.00,5.749,13,1.994,21,2.833,70,36%,71%,3.30%,9.53%,6.87%,35.99%,47.62%,391.05,6.71%,-40.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/23/2018,3.504,50,,,,,,,,,,5.42%,3.504,50,190.00,5.749,13,1.994,21,2.833,70,40%,64%,3.30%,9.53%,6.59%,30.46%,41.62%,391.05,6.71%,-37.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/24/2018,3.527,50,,,,,,,,,,5.39%,3.527,50,190.00,5.749,13,1.994,21,2.833,70,41%,63%,3.30%,9.53%,6.55%,29.61%,40.70%,391.05,6.71%,-37.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/25/2018,3.608,00,,,,,,,,,,5.27%,3.608,00,190.00,5.749,13,1.994,21,2.833,70,43%,59%,3.30%,9.53%,6.40%,26.72%,37.56%,391.05,6.71%,-36.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/26/2018,3.619,00,,,,,,,,,,5.25%,3.619,00,190.00,5.749,13,1.994,21,2.833,70,43%,59%,3.30%,9.53%,6.38%,26.33%,37.14%,391.05,6.71%,-35.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/29/2018,3.549,00,,,,,,,,,,5.35%,3.549,00,190.00,5.749,13,1.994,21,2.833,70,41%,62%,3.30%,9.53%,6.51%,28.83%,39.84%,391.05,6.71%,-37.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/30/2018,3.448,00,,,,,,,,,,5.51%,3.448,00,190.00,5.749,13,1.994,21,2.833,70,39%,67%,3.30%,9.53%,6.70%,32.60%,43.94%,391.05,6.71%,-38.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/31/2018,3.393,50,,,,,,,,,,5.60%,3.393,50,190.00,5.749,13,1.994,21,2.833,70,37%,69%,3.30%,9.53%,6.80%,34.73%,46.25%,391.05,6.71%,-39.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/1/2018,3.417,50,,,,,,,,,,5.56%,3.417,50,190.00,5.749,13,1.994,21,2.833,70,38%,68%,3.30%,9.53%,6.76%,33.78%,45.22%,391.05,6.71%,-39.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/2/2018,3.342,50,,,,,,,,,,5.68%,3.342,50,190.00,5.749,13,1.994,21,2.833,70,36%,72%,3.30%,9.53%,6.91%,36.78%,48.48%,391.05,6.71%,-40.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/5/2018,3.407,00,,,,,,,,,,5.58%,3.407,00,190.00,5.749,13,1.994,21,2.833,70,38%,69%,3.30%,9.53%,6.78%,34.19%,45.67%,391.05,6.71%,-39.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/6/2018,3.343,00,,,,,,,,,,5.68%,3.343,00,190.00,5.749,13,1.994,21,2.833,70,36%,72%,3.30%,9.53%,6.91%,36.76%,48.46%,391.05,6.71%,-40.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/7/2018,3.426,00,,,,,,,,,,5.55%,3.426,00,190.00,5.749,13,1.994,21,2.833,70,38%,68%,3.30%,9.53%,6.74%,33.45%,44.86%,391.05,6.71%,-39.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/8/2018,3.371,50,,,,,,,,,,5.64%,3.371,50,190.00,5.749,13,1.994,21,2.833,70,37%,71%,3.30%,9.53%,6.85%,35.61%,47.21%,391.05,6.71%,-40.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/9/2018,3.314,50,,,,,,,,,,5.73%,3.314,50,190.00,5.749,13,1.994,21,2.833,70,35%,73%,3.30%,9.53%,6.97%,37.94%,49.74%,391.05,6.71%,-41.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/12/2018,2.962,50,,,,,,,,,,6.41%,2.962,50,190.00,5.749,13,1.994,21,2.833,70,26%,94%,3.30%,9.53%,7.79%,54.33%,67.53%,391.05,6.71%,-47.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/13/2018,2.836,50,,,,,,,,,,6.70%,2.836,50,190.00,5.749,13,1.994,21,2.833,70,22%,103%,3.30%,9.53%,8.14%,61.18%,74.97%,391.05,6.71%,-49.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/14/2018,2.818,00,,,,,,,,,,6.74%,2.818,00,190.00,5.749,13,1.994,21,2.833,70,22%,104%,3.30%,9.53%,8.19%,62.24%,76.12%,391.05,6.71%,-50.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/15/2018,2.775,00,,,,,,,,,,6.85%,2.775,00,190.00,5.749,13,1.994,21,2.833,70,21%,107%,3.30%,9.53%,8.32%,64.76%,78.85%,391.05,6.71%,-50.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/16/2018,2.707,00,,,,,,,,,,7.02%,2.707,00,190.00,5.749,13,1.994,21,2.833,70,19%,112%,3.30%,9.53%,8.53%,68.90%,83.34%,391.05,6.71%,-52.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/19/2018,2.722,00,,,,,,,,,,6.98%,2.722,00,190.00,5.749,13,1.994,21,2.833,70,19%,111%,3.30%,9.53%,8.48%,67.96%,82.33%,391.05,6.71%,-51.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/20/2018,2.726,50,,,,,,,,,,6.97%,2.726,50,190.00,5.749,13,1.994,21,2.833,70,20%,111%,3.30%,9.53%,8.47%,67.69%,82.03%,391.05,6.71%,-51.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/21/2018,2.723,00,,,,,,,,,,6.98%,2.723,00,190.00,5.749,13,1.994,21,2.833,70,19%,111%,3.30%,9.53%,8.48%,67.90%,82.26%,391.05,6.71%,-51.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/22/2018,2.670,00,,,,,,,,,,7.12%,2.670,00,190.00,5.749,13,1.994,21,2.833,70,18%,115%,3.30%,9.53%,8.65%,71.24%,85.88%,391.05,6.71%,-52.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/23/2018,2.731,50,,,,,,,,,,6.96%,2.731,50,190.00,5.749,13,1.994,21,2.833,70,20%,110%,3.30%,9.53%,8.45%,67.38%,81.70%,391.05,6.71%,-51.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/26/2018,2.717,00,,,,,,,,,,6.99%,2.717,00,190.00,5.749,13,1.994,21,2.833,70,19%,112%,3.30%,9.53%,8.50%,68.27%,82.67%,391.05,6.71%,-51.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/27/2018,2.724,50,,,,,,,,,,6.97%,2.724,50,190.00,5.749,13,1.994,21,2.833,70,19%,111%,3.30%,9.53%,8.47%,67.81%,82.16%,391.05,6.71%,-51.72%,,,,,,,,,,,,
