,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BATS LN,British American Tobacco,,,,,,,,,,44%,58%,$4.572,00,$   2.509,13,$  3.565,39,$      5.643,00,$  7.233,62,10.34%,3.30%,6.48%,10.18%,101.68%,101.68%,111%,,,,,,,NO,,,10.17%,3.14%,7.03%,0.10%,70
,,,,,,,,,,,,,,,,,,2018,11/28/2018,2.737,00,,,,,,,,,,6.94%,2.737,00,190.00,5.749,13,1.994,21,2.833,70,20%,110%,3.30%,9.53%,8.44%,67.04%,81.33%,391.05,6.71%,-51.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/29/2018,2.781,00,,,,,,,,,,6.83%,2.781,00,190.00,5.749,13,1.994,21,2.833,70,21%,107%,3.30%,9.53%,8.30%,64.40%,78.46%,391.05,6.71%,-50.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/30/2018,2.750,00,,,,,,,,,,6.91%,2.750,00,190.00,5.749,13,1.994,21,2.833,70,20%,109%,3.30%,9.53%,8.40%,66.25%,80.47%,391.05,6.71%,-51.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/3/2018,2.783,00,,,,,,,,,,6.83%,2.783,00,190.00,5.749,13,1.994,21,2.833,70,21%,107%,3.30%,9.53%,8.30%,64.28%,78.33%,391.05,6.71%,-50.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/4/2018,2.747,00,,,,,,,,,,6.92%,2.747,00,190.00,5.749,13,1.994,21,2.833,70,20%,109%,3.30%,9.53%,8.40%,66.44%,80.67%,391.05,6.71%,-51.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/5/2018,2.727,00,,,,,,,,,,6.97%,2.727,00,190.00,5.749,13,1.994,21,2.833,70,20%,111%,3.30%,9.53%,8.47%,67.66%,82.00%,391.05,6.71%,-51.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/6/2018,2.680,50,,,,,,,,,,7.09%,2.680,50,190.00,5.749,13,1.994,21,2.833,70,18%,114%,3.30%,9.53%,8.61%,70.57%,85.15%,391.05,6.71%,-52.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/7/2018,2.663,50,,,,,,,,,,7.13%,2.663,50,190.00,5.749,13,1.994,21,2.833,70,18%,116%,3.30%,9.53%,8.67%,71.65%,86.34%,391.05,6.71%,-52.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/10/2018,2.721,00,,,,,,,,,,6.98%,2.721,00,190.00,5.749,13,1.994,21,2.833,70,19%,111%,3.30%,9.53%,8.49%,68.03%,82.40%,391.05,6.71%,-51.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/11/2018,2.725,00,,,,,,,,,,6.97%,2.725,00,190.00,5.749,13,1.994,21,2.833,70,19%,111%,3.30%,9.53%,8.47%,67.78%,82.13%,391.05,6.71%,-51.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/12/2018,2.739,50,,,,,,,,,,6.94%,2.739,50,190.00,5.749,13,1.994,21,2.833,70,20%,110%,3.30%,9.53%,8.43%,66.89%,81.17%,391.05,6.71%,-51.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/13/2018,2.701,50,,,,,,,,,,7.03%,2.701,50,190.00,5.749,13,1.994,21,2.833,70,19%,113%,3.30%,9.53%,8.55%,69.24%,83.71%,391.05,6.71%,-52.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/14/2018,2.660,00,,,,,,,,,,7.14%,2.660,00,190.00,5.749,13,1.994,21,2.833,70,18%,116%,3.30%,9.53%,8.68%,71.88%,86.58%,391.05,6.71%,-52.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/17/2018,2.628,00,,,,,,,,,,7.23%,2.628,00,190.00,5.749,13,1.994,21,2.833,70,17%,119%,3.30%,9.53%,8.79%,73.97%,88.85%,391.05,6.71%,-53.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/18/2018,2.574,00,,,,,,,,,,7.38%,2.574,00,190.00,5.749,13,1.994,21,2.833,70,15%,123%,3.30%,9.53%,8.97%,77.62%,92.81%,391.05,6.71%,-54.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/19/2018,2.550,50,,,,,,,,,,7.45%,2.550,50,190.00,5.749,13,1.994,21,2.833,70,15%,125%,3.30%,9.53%,9.05%,79.26%,94.59%,391.05,6.71%,-54.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/20/2018,2.553,00,,,,,,,,,,7.44%,2.553,00,190.00,5.749,13,1.994,21,2.833,70,15%,125%,3.30%,9.53%,9.04%,79.08%,94.40%,391.05,6.71%,-54.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/21/2018,2.533,00,,,,,,,,,,7.50%,2.533,00,190.00,5.749,13,1.994,21,2.833,70,14%,127%,3.30%,9.53%,9.11%,80.50%,95.94%,391.05,6.71%,-55.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/24/2018,2.519,00,,,,,,,,,,7.54%,2.519,00,190.00,5.749,13,1.994,21,2.833,70,14%,128%,3.30%,9.53%,9.17%,81.50%,97.02%,391.05,6.71%,-55.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/27/2018,2.462,50,,,,,,,,,,7.72%,2.462,50,190.00,5.749,13,1.994,21,2.833,70,12%,133%,3.30%,9.53%,9.38%,85.66%,101.55%,391.05,6.71%,-56.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/28/2018,2.569,00,,,,,,,,,,7.40%,2.569,00,190.00,5.749,13,1.994,21,2.833,70,15%,124%,3.30%,9.53%,8.99%,77.97%,93.19%,391.05,6.71%,-54.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/31/2018,2.500,00,,,,,,,,,,7.60%,2.500,00,190.00,5.749,13,1.994,21,2.833,70,13%,130%,3.30%,9.53%,9.24%,82.88%,98.52%,391.05,6.71%,-55.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/2/2019,2.479,00,,,,,,,,,,8.11%,2.479,00,201.05,6.083,49,2.110,18,2.998,50,9%,145%,3.30%,9.53%,9.31%,84.43%,92.54%,201.05,6.71%,-56.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/3/2019,2.485,00,,,,,,,,,,8.09%,2.485,00,201.05,6.083,49,2.110,18,2.998,50,9%,145%,3.30%,9.53%,9.29%,83.98%,92.07%,201.05,6.71%,-55.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/4/2019,2.583,00,,,,,,,,,,7.78%,2.583,00,201.05,6.083,49,2.110,18,2.998,50,12%,136%,3.30%,9.53%,8.94%,77.00%,84.79%,201.05,6.71%,-54.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/7/2019,2.474,50,,,,,,,,,,8.12%,2.474,50,201.05,6.083,49,2.110,18,2.998,50,9%,146%,3.30%,9.53%,9.33%,84.76%,92.89%,201.05,6.71%,-56.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/8/2019,2.506,50,,,,,,,,,,8.02%,2.506,50,201.05,6.083,49,2.110,18,2.998,50,10%,143%,3.30%,9.53%,9.21%,82.41%,90.43%,201.05,6.71%,-55.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/9/2019,2.497,00,,,,,,,,,,8.05%,2.497,00,201.05,6.083,49,2.110,18,2.998,50,10%,144%,3.30%,9.53%,9.25%,83.10%,91.15%,201.05,6.71%,-55.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/10/2019,2.505,00,,,,,,,,,,8.03%,2.505,00,201.05,6.083,49,2.110,18,2.998,50,10%,143%,3.30%,9.53%,9.22%,82.51%,90.54%,201.05,6.71%,-55.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/11/2019,2.547,00,,,,,,,,,,7.89%,2.547,00,201.05,6.083,49,2.110,18,2.998,50,11%,139%,3.30%,9.53%,9.06%,79.51%,87.40%,201.05,6.71%,-54.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/14/2019,2.500,00,,,,,,,,,,8.04%,2.500,00,201.05,6.083,49,2.110,18,2.998,50,10%,143%,3.30%,9.53%,9.24%,82.88%,90.92%,201.05,6.71%,-55.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/15/2019,2.504,00,,,,,,,,,,8.03%,2.504,00,201.05,6.083,49,2.110,18,2.998,50,10%,143%,3.30%,9.53%,9.22%,82.59%,90.62%,201.05,6.71%,-55.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/16/2019,2.472,00,,,,,,,,,,8.13%,2.472,00,201.05,6.083,49,2.110,18,2.998,50,9%,146%,3.30%,9.53%,9.34%,84.95%,93.08%,201.05,6.71%,-56.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/17/2019,2.512,50,,,,,,,,,,8.00%,2.512,50,201.05,6.083,49,2.110,18,2.998,50,10%,142%,3.30%,9.53%,9.19%,81.97%,89.97%,201.05,6.71%,-55.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/18/2019,2.541,50,,,,,,,,,,7.91%,2.541,50,201.05,6.083,49,2.110,18,2.998,50,11%,139%,3.30%,9.53%,9.08%,79.89%,87.80%,201.05,6.71%,-54.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/21/2019,2.565,00,,,,,,,,,,7.84%,2.565,00,201.05,6.083,49,2.110,18,2.998,50,11%,137%,3.30%,9.53%,9.00%,78.25%,86.08%,201.05,6.71%,-54.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/22/2019,2.529,50,,,,,,,,,,7.95%,2.529,50,201.05,6.083,49,2.110,18,2.998,50,11%,141%,3.30%,9.53%,9.13%,80.75%,88.70%,201.05,6.71%,-55.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/23/2019,2.482,00,,,,,,,,,,8.10%,2.482,00,201.05,6.083,49,2.110,18,2.998,50,9%,145%,3.30%,9.53%,9.30%,84.21%,92.31%,201.05,6.71%,-56.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/24/2019,2.425,00,,,,,,,,,,8.29%,2.425,00,201.05,6.083,49,2.110,18,2.998,50,8%,151%,3.30%,9.53%,9.52%,88.54%,96.83%,201.05,6.71%,-57.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/25/2019,2.392,00,,,,,,,,,,8.41%,2.392,00,201.05,6.083,49,2.110,18,2.998,50,7%,154%,3.30%,9.53%,9.65%,91.14%,99.54%,201.05,6.71%,-57.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/28/2019,2.375,00,,,,,,,,,,8.47%,2.375,00,201.05,6.083,49,2.110,18,2.998,50,7%,156%,3.30%,9.53%,9.72%,92.51%,100.97%,201.05,6.71%,-57.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/29/2019,2.510,00,,,,,,,,,,8.01%,2.510,00,201.05,6.083,49,2.110,18,2.998,50,10%,142%,3.30%,9.53%,9.20%,82.15%,90.16%,201.05,6.71%,-55.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/30/2019,2.632,00,,,,,,,,,,7.64%,2.632,00,201.05,6.083,49,2.110,18,2.998,50,13%,131%,3.30%,9.53%,8.77%,73.71%,81.35%,201.05,6.71%,-53.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/31/2019,2.687,00,,,,,,,,,,7.48%,2.687,00,201.05,6.083,49,2.110,18,2.998,50,15%,126%,3.30%,9.53%,8.59%,70.15%,77.63%,201.05,6.71%,-52.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/1/2019,2.710,00,,,,,,,,,,7.42%,2.710,00,201.05,6.083,49,2.110,18,2.998,50,15%,124%,3.30%,9.53%,8.52%,68.71%,76.13%,201.05,6.71%,-51.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/4/2019,2.680,50,,,,,,,,,,7.50%,2.680,50,201.05,6.083,49,2.110,18,2.998,50,14%,127%,3.30%,9.53%,8.61%,70.57%,78.07%,201.05,6.71%,-52.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/5/2019,2.780,50,,,,,,,,,,7.23%,2.780,50,201.05,6.083,49,2.110,18,2.998,50,17%,119%,3.30%,9.53%,8.30%,64.43%,71.66%,201.05,6.71%,-50.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/6/2019,2.733,50,,,,,,,,,,7.36%,2.733,50,201.05,6.083,49,2.110,18,2.998,50,16%,123%,3.30%,9.53%,8.45%,67.26%,74.61%,201.05,6.71%,-51.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/7/2019,2.737,00,,,,,,,,,,7.35%,2.737,00,201.05,6.083,49,2.110,18,2.998,50,16%,122%,3.30%,9.53%,8.44%,67.04%,74.39%,201.05,6.71%,-51.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/8/2019,2.689,00,,,,,,,,,,7.48%,2.689,00,201.05,6.083,49,2.110,18,2.998,50,15%,126%,3.30%,9.53%,8.59%,70.03%,77.50%,201.05,6.71%,-52.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/11/2019,2.751,00,,,,,,,,,,7.31%,2.751,00,201.05,6.083,49,2.110,18,2.998,50,16%,121%,3.30%,9.53%,8.39%,66.19%,73.50%,201.05,6.71%,-51.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/12/2019,2.748,00,,,,,,,,,,7.32%,2.748,00,201.05,6.083,49,2.110,18,2.998,50,16%,121%,3.30%,9.53%,8.40%,66.38%,73.69%,201.05,6.71%,-51.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/13/2019,2.813,00,,,,,,,,,,7.15%,2.813,00,201.05,6.083,49,2.110,18,2.998,50,18%,116%,3.30%,9.53%,8.21%,62.53%,69.68%,201.05,6.71%,-50.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/14/2019,2.823,50,,,,,,,,,,7.12%,2.823,50,201.05,6.083,49,2.110,18,2.998,50,18%,115%,3.30%,9.53%,8.18%,61.93%,69.05%,201.05,6.71%,-49.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/15/2019,2.859,00,,,,,,,,,,7.03%,2.859,00,201.05,6.083,49,2.110,18,2.998,50,19%,113%,3.30%,9.53%,8.08%,59.92%,66.95%,201.05,6.71%,-49.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/18/2019,2.818,00,,,,,,,,,,7.13%,2.818,00,201.05,6.083,49,2.110,18,2.998,50,18%,116%,3.30%,9.53%,8.19%,62.24%,69.38%,201.05,6.71%,-50.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/19/2019,2.809,00,,,,,,,,,,7.16%,2.809,00,201.05,6.083,49,2.110,18,2.998,50,18%,117%,3.30%,9.53%,8.22%,62.76%,69.92%,201.05,6.71%,-50.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/20/2019,2.850,50,,,,,,,,,,7.05%,2.850,50,201.05,6.083,49,2.110,18,2.998,50,19%,113%,3.30%,9.53%,8.10%,60.39%,67.45%,201.05,6.71%,-49.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/21/2019,2.840,50,,,,,,,,,,7.08%,2.840,50,201.05,6.083,49,2.110,18,2.998,50,18%,114%,3.30%,9.53%,8.13%,60.96%,68.04%,201.05,6.71%,-49.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/22/2019,2.871,50,,,,,,,,,,7.00%,2.871,50,201.05,6.083,49,2.110,18,2.998,50,19%,112%,3.30%,9.53%,8.04%,59.22%,66.22%,201.05,6.71%,-49.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/25/2019,2.893,50,,,,,,,,,,6.95%,2.893,50,201.05,6.083,49,2.110,18,2.998,50,20%,110%,3.30%,9.53%,7.98%,58.01%,64.96%,201.05,6.71%,-48.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/26/2019,2.834,50,,,,,,,,,,7.09%,2.834,50,201.05,6.083,49,2.110,18,2.998,50,18%,115%,3.30%,9.53%,8.15%,61.30%,68.39%,201.05,6.71%,-49.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/27/2019,2.795,00,,,,,,,,,,7.19%,2.795,00,201.05,6.083,49,2.110,18,2.998,50,17%,118%,3.30%,9.53%,8.26%,63.58%,70.77%,201.05,6.71%,-50.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/28/2019,2.758,50,,,,,,,,,,7.29%,2.758,50,201.05,6.083,49,2.110,18,2.998,50,16%,121%,3.30%,9.53%,8.37%,65.74%,73.03%,201.05,6.71%,-51.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/1/2019,2.863,00,,,,,,,,,,7.02%,2.863,00,201.05,6.083,49,2.110,18,2.998,50,19%,112%,3.30%,9.53%,8.06%,59.69%,66.71%,201.05,6.71%,-49.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/4/2019,2.871,50,,,,,,,,,,7.00%,2.871,50,201.05,6.083,49,2.110,18,2.998,50,19%,112%,3.30%,9.53%,8.04%,59.22%,66.22%,201.05,6.71%,-49.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/5/2019,2.900,50,,,,,,,,,,6.93%,2.900,50,201.05,6.083,49,2.110,18,2.998,50,20%,110%,3.30%,9.53%,7.96%,57.63%,64.56%,201.05,6.71%,-48.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/6/2019,3.050,00,,,,,,,,,,6.59%,3.050,00,201.05,6.083,49,2.110,18,2.998,50,24%,99%,3.30%,9.53%,7.57%,49.90%,56.49%,201.05,6.71%,-45.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/7/2019,3.077,00,,,,,,,,,,6.53%,3.077,00,201.05,6.083,49,2.110,18,2.998,50,24%,98%,3.30%,9.53%,7.50%,48.59%,55.12%,201.05,6.71%,-45.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/8/2019,3.078,50,,,,,,,,,,6.53%,3.078,50,201.05,6.083,49,2.110,18,2.998,50,24%,98%,3.30%,9.53%,7.50%,48.51%,55.04%,201.05,6.71%,-45.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/11/2019,3.060,00,,,,,,,,,,6.57%,3.060,00,201.05,6.083,49,2.110,18,2.998,50,24%,99%,3.30%,9.53%,7.55%,49.41%,55.98%,201.05,6.71%,-45.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/12/2019,3.086,00,,,,,,,,,,6.51%,3.086,00,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.48%,48.15%,54.67%,201.05,6.71%,-45.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/13/2019,2.980,00,,,,,,,,,,6.75%,2.980,00,201.05,6.083,49,2.110,18,2.998,50,22%,104%,3.30%,9.53%,7.75%,53.42%,60.17%,201.05,6.71%,-47.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/14/2019,2.998,50,,,,,,,,,,6.71%,2.998,50,201.05,6.083,49,2.110,18,2.998,50,22%,103%,3.30%,9.53%,7.70%,52.48%,59.18%,201.05,6.71%,-46.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/15/2019,3.079,50,,,,,,,,,,6.53%,3.079,50,201.05,6.083,49,2.110,18,2.998,50,24%,98%,3.30%,9.53%,7.50%,48.47%,54.99%,201.05,6.71%,-45.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/18/2019,3.160,00,,,,,,,,,,6.36%,3.160,00,201.05,6.083,49,2.110,18,2.998,50,26%,93%,3.30%,9.53%,7.31%,44.68%,51.05%,201.05,6.71%,-44.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/19/2019,3.197,50,,,,,,,,,,6.29%,3.197,50,201.05,6.083,49,2.110,18,2.998,50,27%,90%,3.30%,9.53%,7.22%,42.99%,49.27%,201.05,6.71%,-43.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/20/2019,3.184,50,,,,,,,,,,6.31%,3.184,50,201.05,6.083,49,2.110,18,2.998,50,27%,91%,3.30%,9.53%,7.25%,43.57%,49.88%,201.05,6.71%,-43.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/21/2019,3.180,00,,,,,,,,,,6.32%,3.180,00,201.05,6.083,49,2.110,18,2.998,50,27%,91%,3.30%,9.53%,7.26%,43.77%,50.10%,201.05,6.71%,-43.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/22/2019,3.086,50,,,,,,,,,,6.51%,3.086,50,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.48%,48.13%,54.64%,201.05,6.71%,-45.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/25/2019,3.073,50,,,,,,,,,,6.54%,3.073,50,201.05,6.083,49,2.110,18,2.998,50,24%,98%,3.30%,9.53%,7.51%,48.76%,55.30%,201.05,6.71%,-45.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/26/2019,3.083,50,,,,,,,,,,6.52%,3.083,50,201.05,6.083,49,2.110,18,2.998,50,24%,97%,3.30%,9.53%,7.49%,48.27%,54.79%,201.05,6.71%,-45.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/27/2019,3.090,00,,,,,,,,,,6.51%,3.090,00,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.47%,47.96%,54.47%,201.05,6.71%,-45.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/28/2019,3.152,00,,,,,,,,,,6.38%,3.152,00,201.05,6.083,49,2.110,18,2.998,50,26%,93%,3.30%,9.53%,7.32%,45.05%,51.43%,201.05,6.71%,-44.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/29/2019,3.194,00,,,,,,,,,,6.29%,3.194,00,201.05,6.083,49,2.110,18,2.998,50,27%,90%,3.30%,9.53%,7.23%,43.14%,49.44%,201.05,6.71%,-43.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/1/2019,3.135,00,,,,,,,,,,6.41%,3.135,00,201.05,6.083,49,2.110,18,2.998,50,26%,94%,3.30%,9.53%,7.36%,45.84%,52.25%,201.05,6.71%,-44.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/2/2019,3.178,50,,,,,,,,,,6.33%,3.178,50,201.05,6.083,49,2.110,18,2.998,50,27%,91%,3.30%,9.53%,7.26%,43.84%,50.17%,201.05,6.71%,-43.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/3/2019,3.119,00,,,,,,,,,,6.45%,3.119,00,201.05,6.083,49,2.110,18,2.998,50,25%,95%,3.30%,9.53%,7.40%,46.59%,53.03%,201.05,6.71%,-44.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/4/2019,3.127,00,,,,,,,,,,6.43%,3.127,00,201.05,6.083,49,2.110,18,2.998,50,26%,95%,3.30%,9.53%,7.38%,46.21%,52.64%,201.05,6.71%,-44.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/5/2019,3.120,00,,,,,,,,,,6.44%,3.120,00,201.05,6.083,49,2.110,18,2.998,50,25%,95%,3.30%,9.53%,7.40%,46.54%,52.98%,201.05,6.71%,-44.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/8/2019,3.111,50,,,,,,,,,,6.46%,3.111,50,201.05,6.083,49,2.110,18,2.998,50,25%,96%,3.30%,9.53%,7.42%,46.94%,53.40%,201.05,6.71%,-44.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/9/2019,3.110,00,,,,,,,,,,6.46%,3.110,00,201.05,6.083,49,2.110,18,2.998,50,25%,96%,3.30%,9.53%,7.42%,47.01%,53.47%,201.05,6.71%,-44.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/10/2019,3.099,00,,,,,,,,,,6.49%,3.099,00,201.05,6.083,49,2.110,18,2.998,50,25%,96%,3.30%,9.53%,7.45%,47.53%,54.02%,201.05,6.71%,-45.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/11/2019,3.085,50,,,,,,,,,,6.52%,3.085,50,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.48%,48.18%,54.69%,201.05,6.71%,-45.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/12/2019,3.089,00,,,,,,,,,,6.51%,3.089,00,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.47%,48.01%,54.52%,201.05,6.71%,-45.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/15/2019,3.123,50,,,,,,,,,,6.44%,3.123,50,201.05,6.083,49,2.110,18,2.998,50,26%,95%,3.30%,9.53%,7.39%,46.37%,52.81%,201.05,6.71%,-44.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/16/2019,3.127,00,,,,,,,,,,6.43%,3.127,00,201.05,6.083,49,2.110,18,2.998,50,26%,95%,3.30%,9.53%,7.38%,46.21%,52.64%,201.05,6.71%,-44.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/17/2019,3.100,00,,,,,,,,,,6.49%,3.100,00,201.05,6.083,49,2.110,18,2.998,50,25%,96%,3.30%,9.53%,7.45%,47.48%,53.97%,201.05,6.71%,-45.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/18/2019,3.057,00,,,,,,,,,,6.58%,3.057,00,201.05,6.083,49,2.110,18,2.998,50,24%,99%,3.30%,9.53%,7.55%,49.56%,56.14%,201.05,6.71%,-45.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/23/2019,3.088,50,,,,,,,,,,6.51%,3.088,50,201.05,6.083,49,2.110,18,2.998,50,25%,97%,3.30%,9.53%,7.48%,48.03%,54.54%,201.05,6.71%,-45.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/24/2019,3.044,00,,,,,,,,,,6.60%,3.044,00,201.05,6.083,49,2.110,18,2.998,50,24%,100%,3.30%,9.53%,7.58%,50.20%,56.80%,201.05,6.71%,-46.06%,,,,,,,,,,,,
