,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,,2016,4/20/2016,86.32 CHF,,,6/6/2016,,6/6/2016,,,,,78.78%,86.32 CHF,68.00,1.978,97,75.43,91.63,1%,2193%,3.44%,90.14%,3.71%,9.87%,346.99%,291,74.21%,0.00%,,,,,,98%,,75,4.06%,1,780,0.04%
,,,,,,,,,,,,,,,,,,2016,4/21/2016,85.60 CHF,,,6/13/2016,,6/13/2016,,,,,79.44%,85.60 CHF,68.00,1.978,97,75.43,91.63,1%,2212%,3.44%,90.14%,3.74%,10.79%,350.75%,291,74.21%,-0.83%,,,,,,99%,,76,4.07%,4,784,0.15%
,,,,,,,,,,,,,,,,,,2016,4/22/2016,85.60 CHF,,,6/20/2016,,6/20/2016,,,,,79.44%,85.60 CHF,68.00,1.978,97,75.43,91.63,1%,2212%,3.44%,90.14%,3.74%,10.79%,350.75%,291,74.21%,-0.83%,,,,,,100%,,77,4.08%,0,784,0.00%
,,,,,,,,,,,,,,,,,,2016,4/25/2016,86.28 CHF,,,6/27/2016,,6/27/2016,,,,,78.81%,86.28 CHF,68.00,1.978,97,75.43,91.63,1%,2194%,3.44%,90.14%,3.71%,9.92%,347.20%,291,74.21%,-0.05%,,,,,,,,78,4.09%,0,784,0.00%
,,,,,,,,,,,,,,,,,,2016,4/26/2016,86.00 CHF,,,7/4/2016,,7/5/2016,,,,,79.07%,86.00 CHF,68.00,1.978,97,75.43,91.63,1%,2201%,3.44%,90.14%,3.72%,10.28%,348.65%,291,74.21%,-0.37%,,,,,,,,79,4.10%,0,784,0.00%
,,,,,,,,,,,,,,,,,,2016,4/27/2016,86.32 CHF,,,7/11/2016,,7/11/2016,,,,,78.78%,86.32 CHF,68.00,1.978,97,75.43,91.63,1%,2193%,3.44%,90.14%,3.71%,9.87%,346.99%,291,74.21%,0.00%,,,,,,,,80,4.11%,0,784,0.00%
,,,,,,,,,,,,,,,,,,2016,4/28/2016,85.80 CHF,,,7/18/2016,,7/18/2016,,,,,79.25%,85.80 CHF,68.00,1.978,97,75.43,91.63,1%,2206%,3.44%,90.14%,3.73%,10.54%,349.70%,291,74.21%,-0.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,84.28 CHF,,,7/25/2016,,7/25/2016,,,,,80.68%,84.28 CHF,68.00,1.978,97,75.43,91.63,0%,2248%,3.44%,90.14%,3.80%,12.53%,357.81%,291,74.21%,-2.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/2/2016,85.44 CHF,,,8/2/2016,,8/1/2016,,,,,79.59%,85.44 CHF,68.00,1.978,97,75.43,91.63,1%,2216%,3.44%,90.14%,3.75%,11.00%,351.59%,291,74.21%,-1.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,84.72 CHF,,,8/8/2016,,8/8/2016,,,,,80.26%,84.72 CHF,68.00,1.978,97,75.43,91.63,0%,2236%,3.44%,90.14%,3.78%,11.95%,355.43%,291,74.21%,-1.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,83.92 CHF,,,8/15/2016,,8/15/2016,,,,,81.03%,83.92 CHF,68.00,1.978,97,75.43,91.63,0%,2258%,3.44%,90.14%,3.81%,13.01%,359.77%,291,74.21%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,83.40 CHF,,,8/22/2016,,8/22/2016,,,,,81.53%,83.40 CHF,68.00,1.978,97,75.43,91.63,0%,2273%,3.44%,90.14%,3.84%,13.72%,362.64%,291,74.21%,-3.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,83.36 CHF,,,8/29/2016,,8/29/2016,,,,,81.57%,83.36 CHF,68.00,1.978,97,75.43,91.63,0%,2274%,3.44%,90.14%,3.84%,13.77%,362.86%,291,74.21%,-3.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,83.92 CHF,,,9/5/2016,,9/6/2016,,,,,81.03%,83.92 CHF,68.00,1.978,97,75.43,91.63,0%,2258%,3.44%,90.14%,3.81%,13.01%,359.77%,291,74.21%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,83.44 CHF,,,9/12/2016,,9/12/2016,,,,,81.50%,83.44 CHF,68.00,1.978,97,75.43,91.63,0%,2272%,3.44%,90.14%,3.84%,13.66%,362.42%,291,74.21%,-3.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,83.48 CHF,,,9/19/2016,,9/19/2016,,,,,81.46%,83.48 CHF,68.00,1.978,97,75.43,91.63,0%,2271%,3.44%,90.14%,3.83%,13.61%,362.19%,291,74.21%,-3.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,83.20 CHF,,,9/26/2016,,9/26/2016,,,,,81.73%,83.20 CHF,68.00,1.978,97,75.43,91.63,0%,2279%,3.44%,90.14%,3.85%,13.99%,363.75%,291,74.21%,-3.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,84.20 CHF,,,10/3/2016,,10/3/2016,,,,,80.76%,84.20 CHF,68.00,1.978,97,75.43,91.63,0%,2250%,3.44%,90.14%,3.80%,12.64%,358.24%,291,74.21%,-2.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,85.04 CHF,,,10/10/2016,,10/10/2016,,,,,79.96%,85.04 CHF,68.00,1.978,97,75.43,91.63,1%,2227%,3.44%,90.14%,3.76%,11.52%,353.72%,291,74.21%,-1.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,84.96 CHF,,,10/17/2016,,10/17/2016,,,,,80.04%,84.96 CHF,68.00,1.978,97,75.43,91.63,1%,2229%,3.44%,90.14%,3.77%,11.63%,354.14%,291,74.21%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,86.28 CHF,,,10/24/2016,,10/24/2016,,,,,78.81%,86.28 CHF,68.00,1.978,97,75.43,91.63,1%,2194%,3.44%,90.14%,3.71%,9.92%,347.20%,291,74.21%,-0.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,86.68 CHF,,,10/31/2016,,10/31/2016,,,,,78.45%,86.68 CHF,68.00,1.978,97,75.43,91.63,1%,2183%,3.44%,90.14%,3.69%,9.41%,345.13%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,87.28 CHF,,,11/7/2016,,11/7/2016,,,,,77.91%,87.28 CHF,68.00,1.978,97,75.43,91.63,1%,2167%,3.44%,90.14%,3.67%,8.66%,342.07%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,85.32 CHF,,,11/14/2016,,11/14/2016,,,,,79.70%,85.32 CHF,68.00,1.978,97,75.43,91.63,1%,2219%,3.44%,90.14%,3.75%,11.16%,352.23%,291,74.21%,-2.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,86.12 CHF,,,11/21/2016,,11/21/2016,,,,,78.96%,86.12 CHF,68.00,1.978,97,75.43,91.63,1%,2198%,3.44%,90.14%,3.72%,10.13%,348.03%,291,74.21%,-1.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,86.08 CHF,,,11/28/2016,,11/28/2016,,,,,79.00%,86.08 CHF,68.00,1.978,97,75.43,91.63,1%,2199%,3.44%,90.14%,3.72%,10.18%,348.23%,291,74.21%,-1.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/30/2016,85.72 CHF,,,12/5/2016,,12/5/2016,,,,,79.33%,85.72 CHF,68.00,1.978,97,75.43,91.63,1%,2209%,3.44%,90.14%,3.73%,10.64%,350.12%,291,74.21%,-1.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,84.96 CHF,,,12/12/2016,,12/12/2016,,,,,80.04%,84.96 CHF,68.00,1.978,97,75.43,91.63,1%,2229%,3.44%,90.14%,3.77%,11.63%,354.14%,291,74.21%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,85.96 CHF,,,12/19/2016,,12/19/2016,,,,,79.11%,85.96 CHF,68.00,1.978,97,75.43,91.63,1%,2202%,3.44%,90.14%,3.72%,10.33%,348.86%,291,74.21%,-1.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,86.08 CHF,,,12/27/2016,,12/27/2016,,,,,79.00%,86.08 CHF,68.00,1.978,97,75.43,91.63,1%,2199%,3.44%,90.14%,3.72%,10.18%,348.23%,291,74.21%,-1.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,85.92 CHF,,,1/3/2017,,1/3/2017,,,,,79.14%,85.92 CHF,68.00,1.978,97,75.43,91.63,1%,2203%,3.44%,90.14%,3.72%,10.38%,349.07%,291,74.21%,-1.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,86.88 CHF,,,1/9/2017,,1/9/2017,,,,,78.27%,86.88 CHF,68.00,1.978,97,75.43,91.63,1%,2178%,3.44%,90.14%,3.68%,9.16%,344.11%,291,74.21%,-0.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,87.08 CHF,,,1/16/2017,,1/17/2017,,,,,78.09%,87.08 CHF,68.00,1.978,97,75.43,91.63,1%,2173%,3.44%,90.14%,3.67%,8.91%,343.09%,291,74.21%,-0.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,86.76 CHF,,,1/23/2017,,1/23/2017,,,,,78.38%,86.76 CHF,68.00,1.978,97,75.43,91.63,1%,2181%,3.44%,90.14%,3.69%,9.31%,344.72%,291,74.21%,-0.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,86.28 CHF,,,1/30/2017,,1/30/2017,,,,,78.81%,86.28 CHF,68.00,1.978,97,75.43,91.63,1%,2194%,3.44%,90.14%,3.71%,9.92%,347.20%,291,74.21%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,84.72 CHF,,,2/6/2017,,2/6/2017,,,,,80.26%,84.72 CHF,68.00,1.978,97,75.43,91.63,0%,2236%,3.44%,90.14%,3.78%,11.95%,355.43%,291,74.21%,-2.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,83.88 CHF,,,2/13/2017,,2/13/2017,,,,,81.07%,83.88 CHF,68.00,1.978,97,75.43,91.63,0%,2259%,3.44%,90.14%,3.81%,13.07%,359.99%,291,74.21%,-3.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,82.16 CHF,,,2/20/2017,,2/21/2017,,,,,82.77%,82.16 CHF,68.00,1.978,97,75.43,91.63,0%,2309%,3.44%,90.14%,3.89%,15.43%,369.62%,291,74.21%,-5.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,82.92 CHF,,,2/27/2017,,2/27/2017,,,,,82.01%,82.92 CHF,68.00,1.978,97,75.43,91.63,0%,2287%,3.44%,90.14%,3.86%,14.38%,365.32%,291,74.21%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,81.84 CHF,,,3/6/2017,,3/6/2017,,,,,83.09%,81.84 CHF,68.00,1.978,97,75.43,91.63,0%,2318%,3.44%,90.14%,3.91%,15.88%,371.46%,291,74.21%,-6.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,83.00 CHF,,,3/13/2017,,3/13/2017,,,,,81.93%,83.00 CHF,68.00,1.978,97,75.43,91.63,0%,2284%,3.44%,90.14%,3.86%,14.27%,364.87%,291,74.21%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,84.96 CHF,,,3/20/2017,,3/20/2017,,,,,80.04%,84.96 CHF,68.00,1.978,97,75.43,91.63,1%,2229%,3.44%,90.14%,3.77%,11.63%,354.14%,291,74.21%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,85.48 CHF,,,3/27/2017,,3/27/2017,,,,,79.55%,85.48 CHF,68.00,1.978,97,75.43,91.63,1%,2215%,3.44%,90.14%,3.74%,10.95%,351.38%,291,74.21%,-2.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,86.44 CHF,,,4/3/2017,,4/3/2017,,,,,78.67%,86.44 CHF,68.00,1.978,97,75.43,91.63,1%,2189%,3.44%,90.14%,3.70%,9.72%,346.37%,291,74.21%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,86.40 CHF,,,4/10/2017,,4/10/2017,,,,,78.70%,86.40 CHF,68.00,1.978,97,75.43,91.63,1%,2190%,3.44%,90.14%,3.70%,9.77%,346.57%,291,74.21%,-1.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,84.92 CHF,,,4/18/2017,,4/17/2017,,,,,80.08%,84.92 CHF,68.00,1.978,97,75.43,91.63,0%,2230%,3.44%,90.14%,3.77%,11.68%,354.36%,291,74.21%,-2.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,83.52 CHF,,,4/24/2017,,4/24/2017,,,,,81.42%,83.52 CHF,68.00,1.978,97,75.43,91.63,0%,2269%,3.44%,90.14%,3.83%,13.55%,361.97%,291,74.21%,-4.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,85.20 CHF,,,5/2/2017,,5/1/2017,,,,,79.81%,85.20 CHF,68.00,1.978,97,75.43,91.63,1%,2223%,3.44%,90.14%,3.76%,11.31%,352.86%,291,74.21%,-2.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,87.40 CHF,,,5/8/2017,,5/8/2017,,,,,77.80%,87.40 CHF,68.00,1.978,97,75.43,91.63,1%,2164%,3.44%,90.14%,3.66%,8.51%,341.46%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,88.88 CHF,,,5/15/2017,,5/15/2017,,,,,76.51%,88.88 CHF,68.00,1.978,97,75.43,91.63,1%,2127%,3.44%,90.14%,3.60%,6.71%,334.11%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,89.32 CHF,,,5/22/2017,,5/22/2017,,,,,76.13%,89.32 CHF,68.00,1.978,97,75.43,91.63,1%,2116%,3.44%,90.14%,3.58%,6.18%,331.97%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,89.08 CHF,,,5/29/2017,,5/30/2017,,,,,76.34%,89.08 CHF,68.00,1.978,97,75.43,91.63,1%,2122%,3.44%,90.14%,3.59%,6.47%,333.14%,291,74.21%,-0.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,88.08 CHF,,,6/6/2017,,6/5/2017,,,,,77.20%,88.08 CHF,68.00,1.978,97,75.43,91.63,1%,2147%,3.44%,90.14%,3.63%,7.67%,338.06%,291,74.21%,-1.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,87.36 CHF,,,6/12/2017,,6/12/2017,,,,,77.84%,87.36 CHF,68.00,1.978,97,75.43,91.63,1%,2165%,3.44%,90.14%,3.66%,8.56%,341.67%,291,74.21%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,88.44 CHF,,,6/19/2017,,6/19/2017,,,,,76.89%,88.44 CHF,68.00,1.978,97,75.43,91.63,1%,2138%,3.44%,90.14%,3.62%,7.24%,336.27%,291,74.21%,-0.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,89.44 CHF,,,6/26/2017,,6/26/2017,,,,,76.03%,89.44 CHF,68.00,1.978,97,75.43,91.63,1%,2113%,3.44%,90.14%,3.58%,6.04%,331.40%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,90.84 CHF,,,7/3/2017,,7/3/2017,,,,,74.86%,90.84 CHF,68.00,1.978,97,75.43,91.63,1%,2079%,3.44%,90.14%,3.52%,4.40%,324.75%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,91.32 CHF,,,7/10/2017,,7/10/2017,,,,,74.46%,91.32 CHF,68.00,1.978,97,75.43,91.63,1%,2067%,3.44%,90.14%,3.50%,3.85%,322.51%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,91.44 CHF,,,7/17/2017,,7/17/2017,,,,,74.37%,91.44 CHF,68.00,1.978,97,75.43,91.63,1%,2064%,3.44%,90.14%,3.50%,3.72%,321.96%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,91.72 CHF,,,7/24/2017,,7/24/2017,,,,,74.14%,91.72 CHF,68.00,1.978,97,75.43,91.63,1%,2058%,3.44%,90.14%,3.49%,3.40%,320.67%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,92.68 CHF,,,7/31/2017,,7/31/2017,,,,,73.37%,92.68 CHF,68.00,1.978,97,75.43,91.63,1%,2035%,3.44%,90.14%,3.45%,2.33%,316.31%,291,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,88.08 CHF,,,8/7/2017,,8/7/2017,,,,,77.20%,88.08 CHF,68.00,1.978,97,75.43,91.63,1%,2147%,3.44%,90.14%,3.63%,7.67%,338.06%,291,74.21%,-4.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,87.20 CHF,,,8/14/2017,,8/14/2017,,,,,77.98%,87.20 CHF,68.00,1.978,97,75.43,91.63,1%,2169%,3.44%,90.14%,3.67%,8.76%,342.48%,291,74.21%,-5.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,86.72 CHF,,,8/21/2017,,8/21/2017,,,,,78.41%,86.72 CHF,68.00,1.978,97,75.43,91.63,1%,2182%,3.44%,90.14%,3.69%,9.36%,344.93%,291,74.21%,-6.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,86.20 CHF,,,8/28/2017,,8/28/2017,,,,,78.89%,86.20 CHF,68.00,1.978,97,75.43,91.63,1%,2196%,3.44%,90.14%,3.71%,10.02%,347.61%,291,74.21%,-6.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,86.80 CHF,,,9/4/2017,,9/5/2017,,,,,78.34%,86.80 CHF,68.00,1.978,97,75.43,91.63,1%,2180%,3.44%,90.14%,3.69%,9.26%,344.52%,291,74.21%,-6.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,86.44 CHF,,,9/11/2017,,9/11/2017,,,,,78.67%,86.44 CHF,68.00,1.978,97,75.43,91.63,1%,2189%,3.44%,90.14%,3.70%,9.72%,346.37%,291,74.21%,-6.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,86.84 CHF,,,9/18/2017,,9/18/2017,,,,,78.30%,86.84 CHF,68.00,1.978,97,75.43,91.63,1%,2179%,3.44%,90.14%,3.68%,9.21%,344.31%,291,74.21%,-6.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,87.00 CHF,,,9/25/2017,,9/25/2017,,,,,78.16%,87.00 CHF,68.00,1.978,97,75.43,91.63,1%,2175%,3.44%,90.14%,3.68%,9.01%,343.49%,291,74.21%,-6.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,85.72 CHF,,,10/2/2017,,10/2/2017,,,,,79.33%,85.72 CHF,68.00,1.978,97,75.43,91.63,1%,2209%,3.44%,90.14%,3.73%,10.64%,350.12%,291,74.21%,-7.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,85.92 CHF,,,10/9/2017,,10/9/2017,,,,,79.14%,85.92 CHF,68.00,1.978,97,75.43,91.63,1%,2203%,3.44%,90.14%,3.72%,10.38%,349.07%,291,74.21%,-7.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,84.92 CHF,,,10/16/2017,,10/16/2017,,,,,80.08%,84.92 CHF,68.00,1.978,97,75.43,91.63,0%,2230%,3.44%,90.14%,3.77%,11.68%,354.36%,291,74.21%,-8.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,84.80 CHF,,,10/23/2017,,10/23/2017,,,,,80.19%,84.80 CHF,68.00,1.978,97,75.43,91.63,0%,2234%,3.44%,90.14%,3.77%,11.84%,355.00%,291,74.21%,-8.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,85.36 CHF,,,10/30/2017,,10/30/2017,,,,,79.66%,85.36 CHF,68.00,1.978,97,75.43,91.63,1%,2218%,3.44%,90.14%,3.75%,11.11%,352.01%,291,74.21%,-7.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,86.16 CHF,,,11/6/2017,,11/6/2017,,,,,78.92%,86.16 CHF,68.00,1.978,97,75.43,91.63,1%,2197%,3.44%,90.14%,3.71%,10.07%,347.82%,291,74.21%,-7.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,85.56 CHF,,,11/13/2017,,11/13/2017,,,,,79.48%,85.56 CHF,68.00,1.978,97,75.43,91.63,1%,2213%,3.44%,90.14%,3.74%,10.85%,350.96%,291,74.21%,-7.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,86.84 CHF,,,11/20/2017,,11/20/2017,,,,,78.30%,86.84 CHF,68.00,1.978,97,75.43,91.63,1%,2179%,3.44%,90.14%,3.68%,9.21%,344.31%,291,74.21%,-6.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,87.16 CHF,,,11/27/2017,,11/27/2017,,,,,78.02%,87.16 CHF,68.00,1.978,97,75.43,91.63,1%,2171%,3.44%,90.14%,3.67%,8.81%,342.68%,291,74.21%,-5.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,87.60 CHF,,,12/4/2017,,12/4/2017,,,,,77.63%,87.60 CHF,68.00,1.978,97,75.43,91.63,1%,2159%,3.44%,90.14%,3.65%,8.26%,340.46%,291,74.21%,-5.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,87.56 CHF,,,12/11/2017,,12/11/2017,,,,,77.66%,87.56 CHF,68.00,1.978,97,75.43,91.63,1%,2160%,3.44%,90.14%,3.65%,8.31%,340.66%,291,74.21%,-5.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/15/2016,87.52 CHF,,,12/18/2017,,12/18/2017,,,,,77.70%,87.52 CHF,68.00,1.978,97,75.43,91.63,1%,2161%,3.44%,90.14%,3.66%,8.36%,340.86%,291,74.21%,-5.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/16/2016,86.64 CHF,,,12/27/2017,,12/26/2017,,,,,78.49%,86.64 CHF,68.00,1.978,97,75.43,91.63,1%,2184%,3.44%,90.14%,3.69%,9.46%,345.34%,291,74.21%,-6.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/17/2016,86.36 CHF,,,1/3/2018,,1/2/2018,,,,,78.74%,86.36 CHF,68.00,1.978,97,75.43,91.63,1%,2192%,3.44%,90.14%,3.71%,9.82%,346.78%,291,74.21%,-6.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/18/2016,86.88 CHF,,,1/8/2018,,1/8/2018,,,,,78.27%,86.88 CHF,68.00,1.978,97,75.43,91.63,1%,2178%,3.44%,90.14%,3.68%,9.16%,344.11%,291,74.21%,-6.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/19/2016,86.60 CHF,,,1/15/2018,,1/16/2018,,,,,78.52%,86.60 CHF,68.00,1.978,97,75.43,91.63,1%,2185%,3.44%,90.14%,3.70%,9.52%,345.54%,291,74.21%,-6.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/22/2016,86.16 CHF,,,1/22/2018,,1/22/2018,,,,,78.92%,86.16 CHF,68.00,1.978,97,75.43,91.63,1%,2197%,3.44%,90.14%,3.71%,10.07%,347.82%,291,74.21%,-7.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/23/2016,86.92 CHF,,,1/29/2018,,1/29/2018,,,,,78.23%,86.92 CHF,68.00,1.978,97,75.43,91.63,1%,2177%,3.44%,90.14%,3.68%,9.11%,343.90%,291,74.21%,-6.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/24/2016,86.64 CHF,,,2/5/2018,,2/5/2018,,,,,78.49%,86.64 CHF,68.00,1.978,97,75.43,91.63,1%,2184%,3.44%,90.14%,3.69%,9.46%,345.34%,291,74.21%,-6.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/25/2016,86.72 CHF,,,2/12/2018,,2/12/2018,,,,,78.41%,86.72 CHF,68.00,1.978,97,75.43,91.63,1%,2182%,3.44%,90.14%,3.69%,9.36%,344.93%,291,74.21%,-6.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/26/2016,86.68 CHF,,,2/19/2018,,2/20/2018,,,,,78.45%,86.68 CHF,68.00,1.978,97,75.43,91.63,1%,2183%,3.44%,90.14%,3.69%,9.41%,345.13%,291,74.21%,-6.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/29/2016,87.04 CHF,,,2/26/2018,,2/26/2018,,,,,78.13%,87.04 CHF,68.00,1.978,97,75.43,91.63,1%,2174%,3.44%,90.14%,3.68%,8.96%,343.29%,291,74.21%,-6.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/30/2016,86.92 CHF,,,3/5/2018,,3/5/2018,,,,,78.23%,86.92 CHF,68.00,1.978,97,75.43,91.63,1%,2177%,3.44%,90.14%,3.68%,9.11%,343.90%,291,74.21%,-6.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/31/2016,86.12 CHF,,,3/12/2018,,3/12/2018,,,,,78.96%,86.12 CHF,68.00,1.978,97,75.43,91.63,1%,2198%,3.44%,90.14%,3.72%,10.13%,348.03%,291,74.21%,-7.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,9/1/2016,86.68 CHF,,,3/19/2018,,3/19/2018,,,,,78.45%,86.68 CHF,68.00,1.978,97,75.43,91.63,1%,2183%,3.44%,90.14%,3.69%,9.41%,345.13%,291,74.21%,-6.47%,,,,,,,,,,,,
