,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2019,12/10/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/11/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/12/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/13/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/16/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/17/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/18/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/19/2019,937.50,,,,,,,,,,1.36%,937.50,12.75,1.732,08,680.00,925.00,24%,85%,0.74%,1.88%,1.60%,-9.33%,-7.97%,12.75,1.38%,-23.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/20/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/23/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/24/2019,962.50,,,,,,,,,,1.32%,962.50,12.75,1.732,08,680.00,925.00,27%,80%,0.74%,1.88%,1.56%,-11.69%,-10.36%,12.75,1.38%,-21.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/27/2019,1.000,00,,,,,,,,,,1.28%,1.000,00,12.75,1.732,08,680.00,925.00,30%,73%,0.74%,1.88%,1.50%,-15.00%,-13.73%,12.75,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/30/2019,1.000,00,,,,,,,,,,1.28%,1.000,00,12.75,1.732,08,680.00,925.00,30%,73%,0.74%,1.88%,1.50%,-15.00%,-13.73%,12.75,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/31/2019,1.000,00,,,,,,,,,,1.28%,1.000,00,12.75,1.732,08,680.00,925.00,30%,73%,0.74%,1.88%,1.50%,-15.00%,-13.73%,12.75,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/2/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/3/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/6/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/7/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/8/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/9/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/10/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/13/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/14/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/15/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/16/2020,1.000,00,,,,,,,,,,1.30%,1.000,00,13.00,1.766,04,693.33,943.14,29%,77%,0.74%,1.88%,1.50%,-15.00%,-15.00%,0,1.38%,-18.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/17/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/20/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/21/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/22/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/23/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/24/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/27/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/28/2020,1.075,00,,,,,,,,,,1.21%,1.075,00,13.00,1.766,04,693.33,943.14,36%,64%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-12.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/29/2020,1.085,00,,,,,,,,,,1.20%,1.085,00,13.00,1.766,04,693.33,943.14,37%,63%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/30/2020,1.125,00,,,,,,,,,,1.16%,1.125,00,13.00,1.766,04,693.33,943.14,40%,57%,0.74%,1.88%,1.33%,-24.44%,-24.44%,0,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/31/2020,1.125,00,,,,,,,,,,1.16%,1.125,00,13.00,1.766,04,693.33,943.14,40%,57%,0.74%,1.88%,1.33%,-24.44%,-24.44%,0,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/3/2020,1.110,00,,,,,,,,,,1.17%,1.110,00,13.00,1.766,04,693.33,943.14,39%,59%,0.74%,1.88%,1.35%,-23.42%,-23.42%,0,1.38%,-9.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/4/2020,1.110,00,,,,,,,,,,1.17%,1.110,00,13.00,1.766,04,693.33,943.14,39%,59%,0.74%,1.88%,1.35%,-23.42%,-23.42%,0,1.38%,-9.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/5/2020,1.110,00,,,,,,,,,,1.17%,1.110,00,13.00,1.766,04,693.33,943.14,39%,59%,0.74%,1.88%,1.35%,-23.42%,-23.42%,0,1.38%,-9.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/6/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/7/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/10/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/11/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/12/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/13/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/14/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/17/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/18/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/19/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/20/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/21/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/24/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/25/2020,1.115,00,,,,,,,,,,1.17%,1.115,00,13.00,1.766,04,693.33,943.14,39%,58%,0.74%,1.88%,1.35%,-23.77%,-23.77%,0,1.38%,-8.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/26/2020,1.085,00,,,,,,,,,,1.20%,1.085,00,13.00,1.766,04,693.33,943.14,37%,63%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/27/2020,1.085,00,,,,,,,,,,1.20%,1.085,00,13.00,1.766,04,693.33,943.14,37%,63%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/28/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/2/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/3/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/4/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/5/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/6/2020,1.040,00,,,,,,,,,,1.25%,1.040,00,13.00,1.766,04,693.33,943.14,32%,70%,0.74%,1.88%,1.44%,-18.27%,-18.27%,0,1.38%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/9/2020,1.030,00,,,,,,,,,,1.26%,1.030,00,13.00,1.766,04,693.33,943.14,31%,71%,0.74%,1.88%,1.46%,-17.48%,-17.48%,0,1.38%,-15.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/10/2020,1.015,00,,,,,,,,,,1.28%,1.015,00,13.00,1.766,04,693.33,943.14,30%,74%,0.74%,1.88%,1.48%,-16.26%,-16.26%,0,1.38%,-17.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/11/2020,1.015,00,,,,,,,,,,1.28%,1.015,00,13.00,1.766,04,693.33,943.14,30%,74%,0.74%,1.88%,1.48%,-16.26%,-16.26%,0,1.38%,-17.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/12/2020,960.00,,,,,,,,,,1.35%,960.00,13.00,1.766,04,693.33,943.14,25%,84%,0.74%,1.88%,1.56%,-11.46%,-11.46%,0,1.38%,-21.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/13/2020,960.00,,,,,,,,,,1.35%,960.00,13.00,1.766,04,693.33,943.14,25%,84%,0.74%,1.88%,1.56%,-11.46%,-11.46%,0,1.38%,-21.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/16/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/17/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/18/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/19/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/20/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/23/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/24/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/25/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/26/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/27/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/30/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/31/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/1/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/2/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/3/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/6/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/7/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/8/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/9/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/14/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/15/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/16/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/17/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/20/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/21/2020,910.00,,,,,,,,,,1.43%,910.00,13.00,1.766,04,693.33,943.14,20%,94%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-25.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/22/2020,910.00,,,,,,,,,,1.43%,910.00,13.00,1.766,04,693.33,943.14,20%,94%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-25.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/23/2020,850.00,,,,,,,,,,1.53%,850.00,13.00,1.766,04,693.33,943.14,15%,108%,0.74%,1.88%,1.76%,0.00%,0.00%,0,1.38%,-30.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/24/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/27/2020,775.00,,,,,,,,,,1.68%,775.00,13.00,1.766,04,693.33,943.14,8%,128%,0.74%,1.88%,1.94%,9.68%,9.68%,0,1.38%,-36.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/28/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/29/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/30/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/1/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
