,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,5/18/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/19/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/22/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/23/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/24/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/25/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/26/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/29/2023,,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/30/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/31/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/1/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/2/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/5/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/6/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/7/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/8/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/9/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/12/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/13/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/14/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/15/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/16/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/19/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/20/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/21/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/22/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/23/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/26/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/27/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/28/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/29/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/30/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/3/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/4/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/5/2023,1.055,00,,,,,,,,,,1.42%,1.055,00,15.00,2.037,74,800.00,1.088,24,21%,93%,0.74%,1.88%,1.42%,-19.43%,-19.43%,0,1.38%,-61.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/6/2023,950.00,,,,,,,,,,1.58%,950.00,15.00,2.037,74,800.00,1.088,24,12%,114%,0.74%,1.88%,1.58%,-10.53%,-10.53%,0,1.38%,-64.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/7/2023,950.00,,,,,,,,,,1.58%,950.00,15.00,2.037,74,800.00,1.088,24,12%,114%,0.74%,1.88%,1.58%,-10.53%,-10.53%,0,1.38%,-64.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/10/2023,900.00,,,,,,,,,,1.67%,900.00,15.00,2.037,74,800.00,1.088,24,8%,126%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-66.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/11/2023,912.50,,,,,,,,,,1.64%,912.50,15.00,2.037,74,800.00,1.088,24,9%,123%,0.74%,1.88%,1.64%,-6.85%,-6.85%,0,1.38%,-66.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/12/2023,912.50,,,,,,,,,,1.64%,912.50,15.00,2.037,74,800.00,1.088,24,9%,123%,0.74%,1.88%,1.64%,-6.85%,-6.85%,0,1.38%,-66.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/13/2023,920.00,,,,,,,,,,1.63%,920.00,15.00,2.037,74,800.00,1.088,24,10%,121%,0.74%,1.88%,1.63%,-7.61%,-7.61%,0,1.38%,-66.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/14/2023,920.00,,,,,,,,,,1.63%,920.00,15.00,2.037,74,800.00,1.088,24,10%,121%,0.74%,1.88%,1.63%,-7.61%,-7.61%,0,1.38%,-66.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/17/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/18/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/19/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/20/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/21/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/24/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/25/2023,925.00,,,,,,,,,,1.62%,925.00,15.00,2.037,74,800.00,1.088,24,10%,120%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-65.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/26/2023,910.00,,,,,,,,,,1.65%,910.00,15.00,2.037,74,800.00,1.088,24,9%,124%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-66.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/27/2023,910.00,,,,,,,,,,1.65%,910.00,15.00,2.037,74,800.00,1.088,24,9%,124%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-66.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/28/2023,910.00,,,,,,,,,,1.65%,910.00,15.00,2.037,74,800.00,1.088,24,9%,124%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-66.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/31/2023,910.00,,,,,,,,,,1.65%,910.00,15.00,2.037,74,800.00,1.088,24,9%,124%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-66.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/1/2023,910.00,,,,,,,,,,1.65%,910.00,15.00,2.037,74,800.00,1.088,24,9%,124%,0.74%,1.88%,1.65%,-6.59%,-6.59%,0,1.38%,-66.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/2/2023,875.00,,,,,,,,,,1.71%,875.00,15.00,2.037,74,800.00,1.088,24,6%,133%,0.74%,1.88%,1.71%,-2.86%,-2.86%,0,1.38%,-67.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/3/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/4/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/7/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/8/2023,840.00,,,,,,,,,,1.79%,840.00,15.00,2.037,74,800.00,1.088,24,3%,143%,0.74%,1.88%,1.79%,1.19%,1.19%,0,1.38%,-69.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/9/2023,840.00,,,,,,,,,,1.79%,840.00,15.00,2.037,74,800.00,1.088,24,3%,143%,0.74%,1.88%,1.79%,1.19%,1.19%,0,1.38%,-69.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/10/2023,815.00,,,,,,,,,,1.84%,815.00,15.00,2.037,74,800.00,1.088,24,1%,150%,0.74%,1.88%,1.84%,4.29%,4.29%,0,1.38%,-69.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/11/2023,815.00,,,,,,,,,,1.84%,815.00,15.00,2.037,74,800.00,1.088,24,1%,150%,0.74%,1.88%,1.84%,4.29%,4.29%,0,1.38%,-69.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/14/2023,815.00,,,,,,,,,,1.84%,815.00,15.00,2.037,74,800.00,1.088,24,1%,150%,0.74%,1.88%,1.84%,4.29%,4.29%,0,1.38%,-69.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/15/2023,875.00,,,,,,,,,,1.71%,875.00,15.00,2.037,74,800.00,1.088,24,6%,133%,0.74%,1.88%,1.71%,-2.86%,-2.86%,0,1.38%,-67.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/16/2023,865.00,,,,,,,,,,1.73%,865.00,15.00,2.037,74,800.00,1.088,24,5%,136%,0.74%,1.88%,1.73%,-1.73%,-1.73%,0,1.38%,-68.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/17/2023,865.00,,,,,,,,,,1.73%,865.00,15.00,2.037,74,800.00,1.088,24,5%,136%,0.74%,1.88%,1.73%,-1.73%,-1.73%,0,1.38%,-68.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/18/2023,865.00,,,,,,,,,,1.73%,865.00,15.00,2.037,74,800.00,1.088,24,5%,136%,0.74%,1.88%,1.73%,-1.73%,-1.73%,0,1.38%,-68.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/21/2023,865.00,,,,,,,,,,1.73%,865.00,15.00,2.037,74,800.00,1.088,24,5%,136%,0.74%,1.88%,1.73%,-1.73%,-1.73%,0,1.38%,-68.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/22/2023,865.00,,,,,,,,,,1.73%,865.00,15.00,2.037,74,800.00,1.088,24,5%,136%,0.74%,1.88%,1.73%,-1.73%,-1.73%,0,1.38%,-68.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/23/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/24/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/25/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/28/2023,,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/29/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/30/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/31/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/1/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/4/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/5/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/6/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/7/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/8/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/11/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/12/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/13/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/14/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/15/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/18/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/19/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/20/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/21/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/22/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/25/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/26/2023,855.00,,,,,,,,,,1.75%,855.00,15.00,2.037,74,800.00,1.088,24,4%,138%,0.74%,1.88%,1.75%,-0.58%,-0.58%,0,1.38%,-68.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/27/2023,825.00,,,,,,,,,,1.82%,825.00,15.00,2.037,74,800.00,1.088,24,2%,147%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-69.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/28/2023,825.00,,,,,,,,,,1.82%,825.00,15.00,2.037,74,800.00,1.088,24,2%,147%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-69.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/29/2023,770.00,,,,,,,,,,1.95%,770.00,15.00,2.037,74,800.00,1.088,24,-2%,165%,0.74%,1.88%,1.95%,10.39%,10.39%,0,1.38%,-71.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/2/2023,760.00,,,,,,,,,,1.97%,760.00,15.00,2.037,74,800.00,1.088,24,-3%,168%,0.74%,1.88%,1.97%,11.84%,11.84%,0,1.38%,-71.96%,,,,,,,,,,,,
