,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BNZL LN,Bunzl PLC,,,,,,,,,,27%,47%,$2.758,00,$  2.278,88,$  3.449,84,$       3.714,00,$   4.063,17,4.04%,1.82%,2.27%,4.98%,115.97%,115.97%,130%,,,,,,,NO,,,3.62%,1.64%,1.98%,0.03%,66
,,,,,,,,,,,,,,,,,,2022,5/26/2022,2.843,00,,,,,,,,,,2.04%,2.843,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.24%,-2.99%,-2.99%,0,2.15%,-10.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/27/2022,2.858,00,,,,,,,,,,2.03%,2.858,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.23%,-3.50%,-3.50%,0,2.15%,-9.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/30/2022,2.858,00,,,,,,,,,,2.03%,2.858,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.23%,-3.50%,-3.50%,0,2.15%,-9.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/31/2022,2.767,00,,,,,,,,,,2.10%,2.767,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.33%,-0.33%,0,2.15%,-12.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/1/2022,2.811,00,,,,,,,,,,2.07%,2.811,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.89%,-1.89%,0,2.15%,-11.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/2/2022,,,,,,,,,,,2.07%,2.811,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.89%,-1.89%,0,2.15%,-11.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/3/2022,,,,,,,,,,,2.07%,2.811,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.89%,-1.89%,0,2.15%,-11.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/6/2022,2.779,00,,,,,,,,,,2.09%,2.779,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.76%,-0.76%,0,2.15%,-12.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/7/2022,2.756,00,,,,,,,,,,2.11%,2.756,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.07%,0.07%,0,2.15%,-12.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/8/2022,2.704,00,,,,,,,,,,2.15%,2.704,00,58.10,3.185,83,1.786,81,2.704,94,66%,18%,1.82%,3.25%,2.35%,2.00%,2.00%,0,2.15%,-14.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/9/2022,2.657,00,,,,,,,,,,2.19%,2.657,00,58.10,3.185,83,1.786,81,2.704,94,62%,20%,1.82%,3.25%,2.39%,3.80%,3.80%,0,2.15%,-16.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/10/2022,2.636,00,,,,,,,,,,2.20%,2.636,00,58.10,3.185,83,1.786,81,2.704,94,61%,21%,1.82%,3.25%,2.41%,4.63%,4.63%,0,2.15%,-16.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/13/2022,2.645,00,,,,,,,,,,2.20%,2.645,00,58.10,3.185,83,1.786,81,2.704,94,61%,20%,1.82%,3.25%,2.40%,4.27%,4.27%,0,2.15%,-16.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/14/2022,2.623,00,,,,,,,,,,2.22%,2.623,00,58.10,3.185,83,1.786,81,2.704,94,60%,21%,1.82%,3.25%,2.42%,5.15%,5.15%,0,2.15%,-17.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/15/2022,2.665,00,,,,,,,,,,2.18%,2.665,00,58.10,3.185,83,1.786,81,2.704,94,63%,20%,1.82%,3.25%,2.39%,3.49%,3.49%,0,2.15%,-15.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/16/2022,2.577,00,,,,,,,,,,2.25%,2.577,00,58.10,3.185,83,1.786,81,2.704,94,56%,24%,1.82%,3.25%,2.47%,7.02%,7.02%,0,2.15%,-18.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/17/2022,2.587,00,,,,,,,,,,2.25%,2.587,00,58.10,3.185,83,1.786,81,2.704,94,57%,23%,1.82%,3.25%,2.46%,6.61%,6.61%,0,2.15%,-18.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/20/2022,2.590,00,,,,,,,,,,2.24%,2.590,00,58.10,3.185,83,1.786,81,2.704,94,57%,23%,1.82%,3.25%,2.46%,6.49%,6.49%,0,2.15%,-18.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/21/2022,2.589,00,,,,,,,,,,2.24%,2.589,00,58.10,3.185,83,1.786,81,2.704,94,57%,23%,1.82%,3.25%,2.46%,6.53%,6.53%,0,2.15%,-18.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/22/2022,2.576,00,,,,,,,,,,2.26%,2.576,00,58.10,3.185,83,1.786,81,2.704,94,56%,24%,1.82%,3.25%,2.47%,7.07%,7.07%,0,2.15%,-18.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/23/2022,2.575,00,,,,,,,,,,2.26%,2.575,00,58.10,3.185,83,1.786,81,2.704,94,56%,24%,1.82%,3.25%,2.47%,7.11%,7.11%,0,2.15%,-18.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/24/2022,2.644,00,,,,,,,,,,2.20%,2.644,00,58.10,3.185,83,1.786,81,2.704,94,61%,20%,1.82%,3.25%,2.41%,4.31%,4.31%,0,2.15%,-16.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/27/2022,2.665,00,,,,,,,,,,2.18%,2.665,00,58.10,3.185,83,1.786,81,2.704,94,63%,20%,1.82%,3.25%,2.39%,3.49%,3.49%,0,2.15%,-15.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/28/2022,2.660,00,,,,,,,,,,2.18%,2.660,00,58.10,3.185,83,1.786,81,2.704,94,62%,20%,1.82%,3.25%,2.39%,3.68%,3.68%,0,2.15%,-15.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/29/2022,2.671,00,,,,,,,,,,2.18%,2.671,00,58.10,3.185,83,1.786,81,2.704,94,63%,19%,1.82%,3.25%,2.38%,3.26%,3.26%,0,2.15%,-15.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,6/30/2022,2.719,00,,,,,,,,,,2.14%,2.719,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.43%,1.43%,0,2.15%,-14.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/1/2022,2.718,00,,,,,,,,,,2.14%,2.718,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.47%,1.47%,0,2.15%,-14.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/4/2022,2.759,00,,,,,,,,,,2.11%,2.759,00,58.10,3.185,83,1.786,81,2.704,94,69%,15%,1.82%,3.25%,2.31%,-0.04%,-0.04%,0,2.15%,-12.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/5/2022,2.752,00,,,,,,,,,,2.11%,2.752,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.22%,0.22%,0,2.15%,-12.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/6/2022,2.810,00,,,,,,,,,,2.07%,2.810,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.85%,-1.85%,0,2.15%,-11.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/7/2022,2.846,00,,,,,,,,,,2.04%,2.846,00,58.10,3.185,83,1.786,81,2.704,94,76%,12%,1.82%,3.25%,2.23%,-3.09%,-3.09%,0,2.15%,-10.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/8/2022,2.857,00,,,,,,,,,,2.03%,2.857,00,58.10,3.185,83,1.786,81,2.704,94,76%,12%,1.82%,3.25%,2.23%,-3.47%,-3.47%,0,2.15%,-9.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/11/2022,2.872,00,,,,,,,,,,2.02%,2.872,00,58.10,3.185,83,1.786,81,2.704,94,78%,11%,1.82%,3.25%,2.21%,-3.97%,-3.97%,0,2.15%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/12/2022,2.887,00,,,,,,,,,,2.01%,2.887,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.47%,-4.47%,0,2.15%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/13/2022,2.903,00,,,,,,,,,,2.00%,2.903,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-4.99%,-4.99%,0,2.15%,-8.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/14/2022,2.887,00,,,,,,,,,,2.01%,2.887,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.47%,-4.47%,0,2.15%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/15/2022,2.919,00,,,,,,,,,,1.99%,2.919,00,58.10,3.185,83,1.786,81,2.704,94,81%,9%,1.82%,3.25%,2.18%,-5.52%,-5.52%,0,2.15%,-7.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/18/2022,2.902,00,,,,,,,,,,2.00%,2.902,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-4.96%,-4.96%,0,2.15%,-8.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/19/2022,2.929,00,,,,,,,,,,1.98%,2.929,00,58.10,3.185,83,1.786,81,2.704,94,82%,9%,1.82%,3.25%,2.17%,-5.84%,-5.84%,0,2.15%,-7.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/20/2022,2.936,00,,,,,,,,,,1.98%,2.936,00,58.10,3.185,83,1.786,81,2.704,94,82%,9%,1.82%,3.25%,2.17%,-6.06%,-6.06%,0,2.15%,-7.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/21/2022,2.991,00,,,,,,,,,,1.94%,2.991,00,58.10,3.185,83,1.786,81,2.704,94,86%,7%,1.82%,3.25%,2.13%,-7.79%,-7.79%,0,2.15%,-5.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/22/2022,3.043,00,,,,,,,,,,1.91%,3.043,00,58.10,3.185,83,1.786,81,2.704,94,90%,5%,1.82%,3.25%,2.09%,-9.37%,-9.37%,0,2.15%,-3.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/25/2022,3.019,00,,,,,,,,,,1.92%,3.019,00,58.10,3.185,83,1.786,81,2.704,94,88%,6%,1.82%,3.25%,2.11%,-8.65%,-8.65%,0,2.15%,-4.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/26/2022,2.958,00,,,,,,,,,,1.96%,2.958,00,58.10,3.185,83,1.786,81,2.704,94,84%,8%,1.82%,3.25%,2.15%,-6.76%,-6.76%,0,2.15%,-6.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/27/2022,2.960,00,,,,,,,,,,1.96%,2.960,00,58.10,3.185,83,1.786,81,2.704,94,84%,8%,1.82%,3.25%,2.15%,-6.82%,-6.82%,0,2.15%,-6.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/28/2022,3.010,00,,,,,,,,,,1.93%,3.010,00,58.10,3.185,83,1.786,81,2.704,94,87%,6%,1.82%,3.25%,2.11%,-8.37%,-8.37%,0,2.15%,-4.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,7/29/2022,3.071,00,,,,,,,,,,1.89%,3.071,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.19%,-10.19%,0,2.15%,-2.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/1/2022,3.070,00,,,,,,,,,,1.89%,3.070,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.16%,-10.16%,0,2.15%,-2.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/2/2022,3.083,00,,,,,,,,,,1.88%,3.083,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.54%,-10.54%,0,2.15%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/3/2022,3.059,00,,,,,,,,,,1.90%,3.059,00,58.10,3.185,83,1.786,81,2.704,94,91%,4%,1.82%,3.25%,2.08%,-9.84%,-9.84%,0,2.15%,-3.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/4/2022,3.097,00,,,,,,,,,,1.88%,3.097,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-10.95%,-10.95%,0,2.15%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/5/2022,3.055,00,,,,,,,,,,1.90%,3.055,00,58.10,3.185,83,1.786,81,2.704,94,91%,4%,1.82%,3.25%,2.08%,-9.72%,-9.72%,0,2.15%,-3.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/8/2022,3.082,00,,,,,,,,,,1.89%,3.082,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.51%,-10.51%,0,2.15%,-2.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/9/2022,3.096,00,,,,,,,,,,1.88%,3.096,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-10.92%,-10.92%,0,2.15%,-2.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/10/2022,3.155,00,,,,,,,,,,1.84%,3.155,00,58.10,3.185,83,1.786,81,2.704,94,98%,1%,1.82%,3.25%,2.02%,-12.58%,-12.58%,0,2.15%,-0.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/11/2022,3.137,00,,,,,,,,,,1.85%,3.137,00,58.10,3.185,83,1.786,81,2.704,94,97%,2%,1.82%,3.25%,2.03%,-12.08%,-12.08%,0,2.15%,-0.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/12/2022,3.118,00,,,,,,,,,,1.86%,3.118,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.55%,-11.55%,0,2.15%,-1.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/15/2022,3.150,00,,,,,,,,,,1.84%,3.150,00,58.10,3.185,83,1.786,81,2.704,94,97%,1%,1.82%,3.25%,2.02%,-12.44%,-12.44%,0,2.15%,-0.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/16/2022,3.148,00,,,,,,,,,,1.85%,3.148,00,58.10,3.185,83,1.786,81,2.704,94,97%,1%,1.82%,3.25%,2.02%,-12.39%,-12.39%,0,2.15%,-0.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/17/2022,3.163,00,,,,,,,,,,1.84%,3.163,00,58.10,3.185,83,1.786,81,2.704,94,98%,1%,1.82%,3.25%,2.01%,-12.80%,-12.80%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/18/2022,3.160,00,,,,,,,,,,1.84%,3.160,00,58.10,3.185,83,1.786,81,2.704,94,98%,1%,1.82%,3.25%,2.01%,-12.72%,-12.72%,0,2.15%,-0.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/19/2022,3.145,00,,,,,,,,,,1.85%,3.145,00,58.10,3.185,83,1.786,81,2.704,94,97%,1%,1.82%,3.25%,2.02%,-12.31%,-12.31%,0,2.15%,-0.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/22/2022,3.113,00,,,,,,,,,,1.87%,3.113,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.40%,-11.40%,0,2.15%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/23/2022,3.053,00,,,,,,,,,,1.90%,3.053,00,58.10,3.185,83,1.786,81,2.704,94,91%,4%,1.82%,3.25%,2.08%,-9.66%,-9.66%,0,2.15%,-3.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/24/2022,3.133,00,,,,,,,,,,1.85%,3.133,00,58.10,3.185,83,1.786,81,2.704,94,96%,2%,1.82%,3.25%,2.03%,-11.97%,-11.97%,0,2.15%,-0.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/25/2022,3.136,00,,,,,,,,,,1.85%,3.136,00,58.10,3.185,83,1.786,81,2.704,94,96%,2%,1.82%,3.25%,2.03%,-12.05%,-12.05%,0,2.15%,-0.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/26/2022,3.115,00,,,,,,,,,,1.87%,3.115,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.46%,-11.46%,0,2.15%,-1.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/29/2022,,,,,,,,,,,1.87%,3.115,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.46%,-11.46%,0,2.15%,-1.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/30/2022,2.924,00,,,,,,,,,,1.99%,2.924,00,58.10,3.185,83,1.786,81,2.704,94,81%,9%,1.82%,3.25%,2.18%,-5.68%,-5.68%,0,2.15%,-7.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,8/31/2022,2.861,00,,,,,,,,,,2.03%,2.861,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.60%,-3.60%,0,2.15%,-9.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/1/2022,2.792,00,,,,,,,,,,2.08%,2.792,00,58.10,3.185,83,1.786,81,2.704,94,72%,14%,1.82%,3.25%,2.28%,-1.22%,-1.22%,0,2.15%,-11.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/2/2022,2.833,00,,,,,,,,,,2.05%,2.833,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.24%,-2.65%,-2.65%,0,2.15%,-10.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/5/2022,2.816,00,,,,,,,,,,2.06%,2.816,00,58.10,3.185,83,1.786,81,2.704,94,74%,13%,1.82%,3.25%,2.26%,-2.06%,-2.06%,0,2.15%,-10.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/6/2022,2.833,00,,,,,,,,,,2.05%,2.833,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.24%,-2.65%,-2.65%,0,2.15%,-10.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/7/2022,2.867,00,,,,,,,,,,2.03%,2.867,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.80%,-3.80%,0,2.15%,-9.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/8/2022,2.867,00,,,,,,,,,,2.03%,2.867,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.80%,-3.80%,0,2.15%,-9.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/9/2022,2.899,00,,,,,,,,,,2.00%,2.899,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.19%,-4.86%,-4.86%,0,2.15%,-8.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/12/2022,2.921,00,,,,,,,,,,1.99%,2.921,00,58.10,3.185,83,1.786,81,2.704,94,81%,9%,1.82%,3.25%,2.18%,-5.58%,-5.58%,0,2.15%,-7.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/13/2022,2.897,00,,,,,,,,,,2.01%,2.897,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.80%,-4.80%,0,2.15%,-8.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/14/2022,2.810,00,,,,,,,,,,2.07%,2.810,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.85%,-1.85%,0,2.15%,-11.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/15/2022,2.751,00,,,,,,,,,,2.11%,2.751,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.25%,0.25%,0,2.15%,-13.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/16/2022,2.737,00,,,,,,,,,,2.12%,2.737,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.77%,0.77%,0,2.15%,-13.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/19/2022,,,,,,,,,,,2.12%,2.737,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.77%,0.77%,0,2.15%,-13.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/20/2022,2.702,00,,,,,,,,,,2.15%,2.702,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.35%,2.07%,2.07%,0,2.15%,-14.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/21/2022,2.759,00,,,,,,,,,,2.11%,2.759,00,58.10,3.185,83,1.786,81,2.704,94,69%,15%,1.82%,3.25%,2.31%,-0.04%,-0.04%,0,2.15%,-12.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/22/2022,2.696,00,,,,,,,,,,2.16%,2.696,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.36%,2.30%,2.30%,0,2.15%,-14.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/23/2022,2.674,00,,,,,,,,,,2.17%,2.674,00,58.10,3.185,83,1.786,81,2.704,94,63%,19%,1.82%,3.25%,2.38%,3.14%,3.14%,0,2.15%,-15.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/26/2022,2.731,00,,,,,,,,,,2.13%,2.731,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,0.99%,0.99%,0,2.15%,-13.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/27/2022,2.730,00,,,,,,,,,,2.13%,2.730,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,1.03%,1.03%,0,2.15%,-13.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/28/2022,2.772,00,,,,,,,,,,2.10%,2.772,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.29%,-0.51%,-0.51%,0,2.15%,-12.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/29/2022,2.747,00,,,,,,,,,,2.12%,2.747,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.32%,0.40%,0.40%,0,2.15%,-13.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,9/30/2022,2.760,00,,,,,,,,,,2.11%,2.760,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.07%,-0.07%,0,2.15%,-12.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/3/2022,2.772,00,,,,,,,,,,2.10%,2.772,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.29%,-0.51%,-0.51%,0,2.15%,-12.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/4/2022,2.812,00,,,,,,,,,,2.07%,2.812,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.92%,-1.92%,0,2.15%,-11.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/5/2022,2.803,00,,,,,,,,,,2.07%,2.803,00,58.10,3.185,83,1.786,81,2.704,94,73%,14%,1.82%,3.25%,2.27%,-1.61%,-1.61%,0,2.15%,-11.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/6/2022,2.752,00,,,,,,,,,,2.11%,2.752,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.22%,0.22%,0,2.15%,-12.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/7/2022,2.686,00,,,,,,,,,,2.16%,2.686,00,58.10,3.185,83,1.786,81,2.704,94,64%,19%,1.82%,3.25%,2.37%,2.68%,2.68%,0,2.15%,-15.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/10/2022,2.684,00,,,,,,,,,,2.16%,2.684,00,58.10,3.185,83,1.786,81,2.704,94,64%,19%,1.82%,3.25%,2.37%,2.76%,2.76%,0,2.15%,-15.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/11/2022,2.664,00,,,,,,,,,,2.18%,2.664,00,58.10,3.185,83,1.786,81,2.704,94,63%,20%,1.82%,3.25%,2.39%,3.53%,3.53%,0,2.15%,-15.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/12/2022,2.665,00,,,,,,,,,,2.18%,2.665,00,58.10,3.185,83,1.786,81,2.704,94,63%,20%,1.82%,3.25%,2.39%,3.49%,3.49%,0,2.15%,-15.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/13/2022,2.685,00,,,,,,,,,,2.16%,2.685,00,58.10,3.185,83,1.786,81,2.704,94,64%,19%,1.82%,3.25%,2.37%,2.72%,2.72%,0,2.15%,-15.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,10/14/2022,2.707,00,,,,,,,,,,2.15%,2.707,00,58.10,3.185,83,1.786,81,2.704,94,66%,18%,1.82%,3.25%,2.35%,1.88%,1.88%,0,2.15%,-14.42%,,,,,,,,,,,,
