,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BA/ LN,BAE Systems PLC,,,,,,,,,,103%,-2%,$  1.971,00,$        581.79,$       796.76,$       2.331,00,$   1.925,00,5.84%,1.46%,3.38%,7.08%,396.47%,396.47%,130%,,,,,,,NO,,,5.22%,1.24%,3.97%,0.05%,79
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,BAE Systems PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/28/2017,630.00,,,8/10/2020,,8/10/2020,,,,,3.41%,630.00,21.50,1.472,86,445.14,609.62,18%,134%,1.46%,4.83%,4.46%,212.86%,223.35%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/1/2017,638.50,,,8/17/2020,,8/17/2020,,,,,3.37%,638.50,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.40%,208.69%,219.04%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/2/2017,650.50,,,8/24/2020,,8/24/2020,,,,,3.31%,650.50,21.50,1.472,86,445.14,609.62,20%,126%,1.46%,4.83%,4.32%,203.00%,213.16%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/3/2017,643.50,,,8/31/2020,,8/31/2020,,,,,3.34%,643.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.29%,216.57%,66.1,3.53%,-1.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/6/2017,643.50,,,9/7/2020,,9/8/2020,,,,,3.34%,643.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.29%,216.57%,66.1,3.53%,-1.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/7/2017,644.00,,,9/14/2020,,9/14/2020,,,,,3.34%,644.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.36%,206.06%,216.32%,66.1,3.53%,-1.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/8/2017,649.50,,,9/21/2020,,9/21/2020,,,,,3.31%,649.50,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.33%,203.46%,213.64%,66.1,3.53%,-0.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/9/2017,643.00,,,9/28/2020,,9/28/2020,,,,,3.34%,643.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.53%,216.81%,66.1,3.53%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/10/2017,637.00,,,10/5/2020,,10/5/2020,,,,,3.38%,637.00,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.41%,209.42%,219.80%,66.1,3.53%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/13/2017,635.00,,,10/12/2020,,10/12/2020,,,,,3.39%,635.00,21.50,1.472,86,445.14,609.62,18%,132%,1.46%,4.83%,4.43%,210.39%,220.80%,66.1,3.53%,-2.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/14/2017,638.00,,,10/19/2020,,10/19/2020,,,,,3.37%,638.00,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.40%,208.93%,219.29%,66.1,3.53%,-1.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/15/2017,641.00,,,10/26/2020,,10/26/2020,,,,,3.35%,641.00,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.49%,217.80%,66.1,3.53%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/16/2017,645.00,,,11/2/2020,,11/2/2020,,,,,3.33%,645.00,21.50,1.472,86,445.14,609.62,19%,128%,1.46%,4.83%,4.36%,205.58%,215.83%,66.1,3.53%,-0.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/17/2017,646.50,,,11/9/2020,,11/9/2020,,,,,3.33%,646.50,21.50,1.472,86,445.14,609.62,20%,128%,1.46%,4.83%,4.35%,204.87%,215.10%,66.1,3.53%,-0.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/20/2017,649.00,,,11/16/2020,,11/16/2020,,,,,3.31%,649.00,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.33%,203.70%,213.88%,66.1,3.53%,-0.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/21/2017,644.50,,,11/23/2020,,11/23/2020,,,,,3.34%,644.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.36%,205.82%,216.07%,66.1,3.53%,-0.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/22/2017,644.50,,,11/30/2020,,11/30/2020,,,,,3.34%,644.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.36%,205.82%,216.07%,66.1,3.53%,-0.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/23/2017,652.50,,,12/7/2020,,12/7/2020,,,,,3.30%,652.50,21.50,1.472,86,445.14,609.62,20%,126%,1.46%,4.83%,4.31%,202.07%,212.20%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/24/2017,653.00,,,12/14/2020,,12/14/2020,,,,,3.29%,653.00,21.50,1.472,86,445.14,609.62,20%,126%,1.46%,4.83%,4.30%,201.84%,211.96%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/27/2017,641.00,,,12/21/2020,,12/21/2020,,,,,3.35%,641.00,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.49%,217.80%,66.1,3.53%,-1.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/28/2017,650.50,,,12/28/2020,,12/28/2020,,,,,3.31%,650.50,21.50,1.472,86,445.14,609.62,20%,126%,1.46%,4.83%,4.32%,203.00%,213.16%,66.1,3.53%,-0.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/29/2017,647.50,,,1/4/2021,,1/4/2021,,,,,3.32%,647.50,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.34%,204.40%,214.61%,66.1,3.53%,-0.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/30/2017,655.00,,,1/11/2021,,1/11/2021,,,,,3.28%,655.00,21.50,1.472,86,445.14,609.62,20%,125%,1.46%,4.83%,4.29%,200.92%,211.01%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/31/2017,642.50,,,1/18/2021,,1/19/2021,,,,,3.35%,642.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.77%,217.06%,66.1,3.53%,-1.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/3/2017,635.00,,,1/25/2021,,1/25/2021,,,,,3.39%,635.00,21.50,1.472,86,445.14,609.62,18%,132%,1.46%,4.83%,4.43%,210.39%,220.80%,66.1,3.53%,-3.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/4/2017,640.50,,,2/1/2021,,2/1/2021,,,,,3.36%,640.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,207.73%,218.05%,66.1,3.53%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/5/2017,635.50,,,2/8/2021,,2/8/2021,,,,,3.38%,635.50,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,210.15%,220.55%,66.1,3.53%,-2.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/6/2017,634.00,,,2/15/2021,,2/16/2021,,,,,3.39%,634.00,21.50,1.472,86,445.14,609.62,18%,132%,1.46%,4.83%,4.43%,210.88%,221.31%,66.1,3.53%,-3.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/7/2017,649.00,,,2/22/2021,,2/22/2021,,,,,3.31%,649.00,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.33%,203.70%,213.88%,66.1,3.53%,-0.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/10/2017,642.00,,,3/1/2021,,3/1/2021,,,,,3.35%,642.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.38%,207.01%,217.31%,66.1,3.53%,-1.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/11/2017,641.50,,,3/8/2021,,3/8/2021,,,,,3.35%,641.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.25%,217.55%,66.1,3.53%,-2.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/12/2017,646.50,,,3/15/2021,,3/15/2021,,,,,3.33%,646.50,21.50,1.472,86,445.14,609.62,20%,128%,1.46%,4.83%,4.35%,204.87%,215.10%,66.1,3.53%,-1.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/13/2017,643.00,,,3/22/2021,,3/22/2021,,,,,3.34%,643.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.53%,216.81%,66.1,3.53%,-1.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/18/2017,636.50,,,3/29/2021,,3/29/2021,,,,,3.38%,636.50,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.41%,209.66%,220.05%,66.1,3.53%,-2.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/19/2017,630.50,,,4/6/2021,,4/5/2021,,,,,3.41%,630.50,21.50,1.472,86,445.14,609.62,18%,134%,1.46%,4.83%,4.46%,212.61%,223.09%,66.1,3.53%,-3.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/20/2017,619.50,,,4/12/2021,,4/12/2021,,,,,3.47%,619.50,21.50,1.472,86,445.14,609.62,17%,138%,1.46%,4.83%,4.54%,218.16%,228.83%,66.1,3.53%,-5.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/21/2017,620.50,,,4/19/2021,,4/19/2021,,,,,3.46%,620.50,21.50,1.472,86,445.14,609.62,17%,137%,1.46%,4.83%,4.53%,217.65%,228.30%,66.1,3.53%,-5.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/24/2017,628.50,,,4/26/2021,,4/26/2021,,,,,3.42%,628.50,21.50,1.472,86,445.14,609.62,18%,134%,1.46%,4.83%,4.47%,213.60%,224.12%,66.1,3.53%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/25/2017,630.50,,,5/3/2021,,5/3/2021,,,,,3.41%,630.50,21.50,1.472,86,445.14,609.62,18%,134%,1.46%,4.83%,4.46%,212.61%,223.09%,66.1,3.53%,-3.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/26/2017,637.50,,,5/10/2021,,5/10/2021,,,,,3.37%,637.50,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.41%,209.18%,219.55%,66.1,3.53%,-2.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/27/2017,631.00,,,5/17/2021,,5/17/2021,,,,,3.41%,631.00,21.50,1.472,86,445.14,609.62,18%,133%,1.46%,4.83%,4.45%,212.36%,222.84%,66.1,3.53%,-3.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/28/2017,627.00,,,5/24/2021,,5/24/2021,,,,,3.43%,627.00,21.50,1.472,86,445.14,609.62,18%,135%,1.46%,4.83%,4.48%,214.35%,224.90%,66.1,3.53%,-4.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/2/2017,638.50,,,5/31/2021,,6/1/2021,,,,,3.37%,638.50,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.40%,208.69%,219.04%,66.1,3.53%,-2.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/3/2017,636.00,,,6/7/2021,,6/7/2021,,,,,3.38%,636.00,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,209.91%,220.30%,66.1,3.53%,-2.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/4/2017,635.50,,,6/14/2021,,6/14/2021,,,,,3.38%,635.50,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,210.15%,220.55%,66.1,3.53%,-2.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/5/2017,647.50,,,6/21/2021,,6/21/2021,,,,,3.32%,647.50,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.34%,204.40%,214.61%,66.1,3.53%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/8/2017,639.50,,,6/28/2021,,6/28/2021,,,,,3.36%,639.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,208.21%,218.55%,66.1,3.53%,-2.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/9/2017,643.00,,,7/5/2021,,7/6/2021,,,,,3.34%,643.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.53%,216.81%,66.1,3.53%,-1.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/10/2017,640.50,,,7/12/2021,,7/12/2021,,,,,3.36%,640.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,207.73%,218.05%,66.1,3.53%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/11/2017,641.00,,,7/19/2021,,7/19/2021,,,,,3.35%,641.00,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.49%,217.80%,66.1,3.53%,-2.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/12/2017,640.00,,,7/26/2021,,7/26/2021,,,,,3.36%,640.00,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,207.97%,218.30%,66.1,3.53%,-2.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/15/2017,635.50,,,8/2/2021,,8/2/2021,,,,,3.38%,635.50,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,210.15%,220.55%,66.1,3.53%,-2.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/16/2017,643.00,,,8/9/2021,,8/9/2021,,,,,3.34%,643.00,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.53%,216.81%,66.1,3.53%,-1.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/17/2017,638.50,,,8/16/2021,,8/16/2021,,,,,3.37%,638.50,21.50,1.472,86,445.14,609.62,19%,131%,1.46%,4.83%,4.40%,208.69%,219.04%,66.1,3.53%,-2.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/18/2017,635.50,,,8/23/2021,,8/23/2021,,,,,3.38%,635.50,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,210.15%,220.55%,66.1,3.53%,-2.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/19/2017,640.00,,,8/30/2021,,8/30/2021,,,,,3.36%,640.00,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,207.97%,218.30%,66.1,3.53%,-2.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/22/2017,641.50,,,9/6/2021,,9/7/2021,,,,,3.35%,641.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.25%,217.55%,66.1,3.53%,-2.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/23/2017,641.50,,,9/13/2021,,9/13/2021,,,,,3.35%,641.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.38%,207.25%,217.55%,66.1,3.53%,-2.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/24/2017,650.00,,,9/20/2021,,9/20/2021,,,,,3.31%,650.00,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.32%,203.23%,213.40%,66.1,3.53%,-0.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/25/2017,656.00,,,9/27/2021,,9/27/2021,,,,,3.28%,656.00,21.50,1.472,86,445.14,609.62,21%,125%,1.46%,4.83%,4.28%,200.46%,210.53%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/26/2017,665.50,,,10/4/2021,,10/4/2021,,,,,3.23%,665.50,21.50,1.472,86,445.14,609.62,21%,121%,1.46%,4.83%,4.22%,196.17%,206.10%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/30/2017,665.00,,,10/11/2021,,10/11/2021,,,,,3.23%,665.00,21.50,1.472,86,445.14,609.62,21%,121%,1.46%,4.83%,4.23%,196.39%,206.33%,66.1,3.53%,-0.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/31/2017,665.50,,,10/18/2021,,10/18/2021,,,,,3.23%,665.50,21.50,1.472,86,445.14,609.62,21%,121%,1.46%,4.83%,4.22%,196.17%,206.10%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/1/2017,673.00,,,10/25/2021,,10/25/2021,,,,,3.19%,673.00,21.50,1.472,86,445.14,609.62,22%,119%,1.46%,4.83%,4.18%,192.87%,202.69%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/2/2017,670.00,,,11/1/2021,,11/1/2021,,,,,3.21%,670.00,21.50,1.472,86,445.14,609.62,22%,120%,1.46%,4.83%,4.19%,194.18%,204.04%,66.1,3.53%,-0.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/5/2017,671.50,,,11/8/2021,,11/8/2021,,,,,3.20%,671.50,21.50,1.472,86,445.14,609.62,22%,119%,1.46%,4.83%,4.18%,193.52%,203.37%,66.1,3.53%,-0.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/6/2017,673.50,,,11/15/2021,,11/15/2021,,,,,3.19%,673.50,21.50,1.472,86,445.14,609.62,22%,119%,1.46%,4.83%,4.17%,192.65%,202.46%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/7/2017,667.50,,,11/22/2021,,11/22/2021,,,,,3.22%,667.50,21.50,1.472,86,445.14,609.62,22%,121%,1.46%,4.83%,4.21%,195.28%,205.18%,66.1,3.53%,-0.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/8/2017,661.00,,,11/29/2021,,11/29/2021,,,,,3.25%,661.00,21.50,1.472,86,445.14,609.62,21%,123%,1.46%,4.83%,4.25%,198.18%,208.18%,66.1,3.53%,-1.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/9/2017,677.00,,,12/6/2021,,12/6/2021,,,,,3.18%,677.00,21.50,1.472,86,445.14,609.62,23%,118%,1.46%,4.83%,4.15%,191.14%,200.90%,66.1,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/12/2017,667.00,,,12/13/2021,,12/13/2021,,,,,3.22%,667.00,21.50,1.472,86,445.14,609.62,22%,121%,1.46%,4.83%,4.21%,195.50%,205.41%,66.1,3.53%,-1.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/13/2017,659.50,,,12/20/2021,,12/20/2021,,,,,3.26%,659.50,21.50,1.472,86,445.14,609.62,21%,123%,1.46%,4.83%,4.26%,198.86%,208.89%,66.1,3.53%,-2.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/14/2017,659.50,,,12/27/2021,,12/27/2021,,,,,3.26%,659.50,21.50,1.472,86,445.14,609.62,21%,123%,1.46%,4.83%,4.26%,198.86%,208.89%,66.1,3.53%,-2.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/15/2017,657.00,,,1/3/2022,,1/3/2022,,,,,3.27%,657.00,21.50,1.472,86,445.14,609.62,21%,124%,1.46%,4.83%,4.28%,200.00%,210.06%,66.1,3.53%,-2.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/16/2017,673.00,,,1/10/2022,,1/10/2022,,,,,3.19%,673.00,21.50,1.472,86,445.14,609.62,22%,119%,1.46%,4.83%,4.18%,192.87%,202.69%,66.1,3.53%,-0.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/19/2017,676.50,,,1/17/2022,,1/18/2022,,,,,3.18%,676.50,21.50,1.472,86,445.14,609.62,23%,118%,1.46%,4.83%,4.15%,191.35%,201.12%,66.1,3.53%,-0.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/20/2017,675.50,,,1/24/2022,,1/24/2022,,,,,3.18%,675.50,21.50,1.472,86,445.14,609.62,22%,118%,1.46%,4.83%,4.16%,191.78%,201.57%,66.1,3.53%,-0.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/21/2017,676.50,,,1/31/2022,,1/31/2022,,,,,3.18%,676.50,21.50,1.472,86,445.14,609.62,23%,118%,1.46%,4.83%,4.15%,191.35%,201.12%,66.1,3.53%,-0.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/22/2017,664.50,,,2/7/2022,,2/7/2022,,,,,3.24%,664.50,21.50,1.472,86,445.14,609.62,21%,122%,1.46%,4.83%,4.23%,196.61%,206.56%,66.1,3.53%,-1.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/23/2017,650.00,,,2/14/2022,,2/14/2022,,,,,3.31%,650.00,21.50,1.472,86,445.14,609.62,20%,127%,1.46%,4.83%,4.32%,203.23%,213.40%,66.1,3.53%,-3.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/26/2017,651.50,,,2/21/2022,,2/22/2022,,,,,3.30%,651.50,21.50,1.472,86,445.14,609.62,20%,126%,1.46%,4.83%,4.31%,202.53%,212.68%,66.1,3.53%,-3.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/27/2017,643.50,,,2/28/2022,,2/28/2022,,,,,3.34%,643.50,21.50,1.472,86,445.14,609.62,19%,129%,1.46%,4.83%,4.37%,206.29%,216.57%,66.1,3.53%,-4.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/28/2017,640.50,,,3/7/2022,,3/7/2022,,,,,3.36%,640.50,21.50,1.472,86,445.14,609.62,19%,130%,1.46%,4.83%,4.39%,207.73%,218.05%,66.1,3.53%,-5.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/29/2017,635.50,,,3/14/2022,,3/14/2022,,,,,3.38%,635.50,21.50,1.472,86,445.14,609.62,19%,132%,1.46%,4.83%,4.42%,210.15%,220.55%,66.1,3.53%,-6.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/30/2017,633.50,,,3/21/2022,,3/21/2022,,,,,3.39%,633.50,21.50,1.472,86,445.14,609.62,18%,132%,1.46%,4.83%,4.44%,211.13%,221.56%,66.1,3.53%,-6.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/3/2017,631.50,,,3/28/2022,,3/28/2022,,,,,3.40%,631.50,21.50,1.472,86,445.14,609.62,18%,133%,1.46%,4.83%,4.45%,212.11%,222.58%,66.1,3.53%,-6.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/4/2017,623.50,,,4/4/2022,,4/4/2022,,,,,3.45%,623.50,21.50,1.472,86,445.14,609.62,17%,136%,1.46%,4.83%,4.51%,216.12%,226.72%,66.1,3.53%,-7.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/5/2017,620.50,,,4/11/2022,,4/11/2022,,,,,3.46%,620.50,21.50,1.472,86,445.14,609.62,17%,137%,1.46%,4.83%,4.53%,217.65%,228.30%,66.1,3.53%,-8.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/6/2017,613.00,,,4/19/2022,,4/18/2022,,,,,3.51%,613.00,21.50,1.472,86,445.14,609.62,16%,140%,1.46%,4.83%,4.58%,221.53%,232.32%,66.1,3.53%,-9.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/7/2017,617.50,,,4/25/2022,,4/25/2022,,,,,3.48%,617.50,21.50,1.472,86,445.14,609.62,17%,139%,1.46%,4.83%,4.55%,219.19%,229.89%,66.1,3.53%,-8.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/10/2017,630.00,,,5/2/2022,,5/2/2022,,,,,3.41%,630.00,21.50,1.472,86,445.14,609.62,18%,134%,1.46%,4.83%,4.46%,212.86%,223.35%,66.1,3.53%,-6.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/11/2017,626.50,,,5/9/2022,,5/9/2022,,,,,3.43%,626.50,21.50,1.472,86,445.14,609.62,18%,135%,1.46%,4.83%,4.49%,214.60%,225.16%,66.1,3.53%,-7.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/12/2017,619.00,,,5/16/2022,,5/16/2022,,,,,3.47%,619.00,21.50,1.472,86,445.14,609.62,17%,138%,1.46%,4.83%,4.54%,218.42%,229.10%,66.1,3.53%,-8.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/13/2017,618.00,,,5/23/2022,,5/23/2022,,,,,3.48%,618.00,21.50,1.472,86,445.14,609.62,17%,138%,1.46%,4.83%,4.55%,218.93%,229.63%,66.1,3.53%,-8.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/14/2017,612.00,,,5/30/2022,,5/31/2022,,,,,3.51%,612.00,21.50,1.472,86,445.14,609.62,16%,141%,1.46%,4.83%,4.59%,222.06%,232.86%,66.1,3.53%,-9.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/17/2017,613.50,,,6/6/2022,,6/6/2022,,,,,3.50%,613.50,21.50,1.472,86,445.14,609.62,16%,140%,1.46%,4.83%,4.58%,221.27%,232.05%,66.1,3.53%,-9.38%,,,,,,,,,,,,
