,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BA/ LN,BAE Systems PLC,,,,,,,,,,103%,-2%,$  1.971,00,$        581.79,$       796.76,$       2.331,00,$   1.925,00,5.84%,1.46%,3.38%,7.08%,396.47%,396.47%,130%,,,,,,,NO,,,5.22%,1.24%,3.97%,0.05%,79
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,BAE Systems PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/22/2024,1.340,00,,,,,,,,,,2.10%,1.340,00,28.10,1.925,00,581.79,796.76,56%,44%,1.46%,4.83%,2.10%,47.09%,47.09%,0,3.53%,-4.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/23/2024,1.323,00,,,,,,,,,,2.12%,1.323,00,28.10,1.925,00,581.79,796.76,55%,46%,1.46%,4.83%,2.12%,48.98%,48.98%,0,3.53%,-5.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/24/2024,1.304,50,,,,,,,,,,2.15%,1.304,50,28.10,1.925,00,581.79,796.76,54%,48%,1.46%,4.83%,2.15%,51.09%,51.09%,0,3.53%,-6.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/25/2024,1.292,00,,,,,,,,,,2.17%,1.292,00,28.10,1.925,00,581.79,796.76,53%,49%,1.46%,4.83%,2.17%,52.55%,52.55%,0,3.53%,-7.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/28/2024,1.296,00,,,,,,,,,,2.17%,1.296,00,28.10,1.925,00,581.79,796.76,53%,49%,1.46%,4.83%,2.17%,52.08%,52.08%,0,3.53%,-7.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/29/2024,1.279,50,,,,,,,,,,2.20%,1.279,50,28.10,1.925,00,581.79,796.76,52%,50%,1.46%,4.83%,2.20%,54.04%,54.04%,0,3.53%,-8.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/30/2024,1.269,00,,,,,,,,,,2.21%,1.269,00,28.10,1.925,00,581.79,796.76,51%,52%,1.46%,4.83%,2.21%,55.32%,55.32%,0,3.53%,-9.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/31/2024,1.250,00,,,,,,,,,,2.25%,1.250,00,28.10,1.925,00,581.79,796.76,50%,54%,1.46%,4.83%,2.25%,57.68%,57.68%,0,3.53%,-10.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/1/2024,1.269,00,,,,,,,,,,2.21%,1.269,00,28.10,1.925,00,581.79,796.76,51%,52%,1.46%,4.83%,2.21%,55.32%,55.32%,0,3.53%,-9.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/4/2024,1.244,50,,,,,,,,,,2.26%,1.244,50,28.10,1.925,00,581.79,796.76,49%,55%,1.46%,4.83%,2.26%,58.38%,58.38%,0,3.53%,-11.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/5/2024,1.280,00,,,,,,,,,,2.20%,1.280,00,28.10,1.925,00,581.79,796.76,52%,50%,1.46%,4.83%,2.20%,53.98%,53.98%,0,3.53%,-8.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/6/2024,1.343,00,,,,,,,,,,2.09%,1.343,00,28.10,1.925,00,581.79,796.76,57%,43%,1.46%,4.83%,2.09%,46.76%,46.76%,0,3.53%,-4.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/7/2024,1.382,00,,,,,,,,,,2.03%,1.382,00,28.10,1.925,00,581.79,796.76,60%,39%,1.46%,4.83%,2.03%,42.62%,42.62%,0,3.53%,-1.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/8/2024,1.377,50,,,,,,,,,,2.04%,1.377,50,28.10,1.925,00,581.79,796.76,59%,40%,1.46%,4.83%,2.04%,43.09%,43.09%,0,3.53%,-1.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/11/2024,1.393,50,,,,,,,,,,2.02%,1.393,50,28.10,1.925,00,581.79,796.76,60%,38%,1.46%,4.83%,2.02%,41.44%,41.44%,0,3.53%,-0.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/12/2024,1.381,50,,,,,,,,,,2.03%,1.381,50,28.10,1.925,00,581.79,796.76,60%,39%,1.46%,4.83%,2.03%,42.67%,42.67%,0,3.53%,-1.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/13/2024,1.344,50,,,,,,,,,,2.09%,1.344,50,28.10,1.925,00,581.79,796.76,57%,43%,1.46%,4.83%,2.09%,46.60%,46.60%,0,3.53%,-3.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/14/2024,1.315,00,,,,,,,,,,2.14%,1.315,00,28.10,1.925,00,581.79,796.76,55%,46%,1.46%,4.83%,2.14%,49.89%,49.89%,0,3.53%,-6.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/15/2024,1.287,00,,,,,,,,,,2.18%,1.287,00,28.10,1.925,00,581.79,796.76,53%,50%,1.46%,4.83%,2.18%,53.15%,53.15%,0,3.53%,-8.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/18/2024,1.296,00,,,,,,,,,,2.17%,1.296,00,28.10,1.925,00,581.79,796.76,53%,49%,1.46%,4.83%,2.17%,52.08%,52.08%,0,3.53%,-7.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/19/2024,1.312,50,,,,,,,,,,2.14%,1.312,50,28.10,1.925,00,581.79,796.76,54%,47%,1.46%,4.83%,2.14%,50.17%,50.17%,0,3.53%,-6.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/20/2024,1.300,00,,,,,,,,,,2.16%,1.300,00,28.10,1.925,00,581.79,796.76,53%,48%,1.46%,4.83%,2.16%,51.62%,51.62%,0,3.53%,-7.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/21/2024,1.325,00,,,,,,,,,,2.12%,1.325,00,28.10,1.925,00,581.79,796.76,55%,45%,1.46%,4.83%,2.12%,48.75%,48.75%,0,3.53%,-5.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/22/2024,1.333,50,,,,,,,,,,2.11%,1.333,50,28.10,1.925,00,581.79,796.76,56%,44%,1.46%,4.83%,2.11%,47.81%,47.81%,0,3.53%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/25/2024,1.297,50,,,,,,,,,,2.17%,1.297,50,28.10,1.925,00,581.79,796.76,53%,48%,1.46%,4.83%,2.17%,51.91%,51.91%,0,3.53%,-7.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/26/2024,1.298,00,,,,,,,,,,2.16%,1.298,00,28.10,1.925,00,581.79,796.76,53%,48%,1.46%,4.83%,2.16%,51.85%,51.85%,0,3.53%,-7.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/27/2024,1.285,50,,,,,,,,,,2.19%,1.285,50,28.10,1.925,00,581.79,796.76,52%,50%,1.46%,4.83%,2.19%,53.33%,53.33%,0,3.53%,-8.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/28/2024,1.290,00,,,,,,,,,,2.18%,1.290,00,28.10,1.925,00,581.79,796.76,53%,49%,1.46%,4.83%,2.18%,52.79%,52.79%,0,3.53%,-7.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/29/2024,1.227,00,,,,,,,,,,2.29%,1.227,00,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.29%,60.64%,60.64%,0,3.53%,-12.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/2/2024,1.255,00,,,,,,,,,,2.24%,1.255,00,28.10,1.925,00,581.79,796.76,50%,53%,1.46%,4.83%,2.24%,57.05%,57.05%,0,3.53%,-10.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/3/2024,1.259,50,,,,,,,,,,2.23%,1.259,50,28.10,1.925,00,581.79,796.76,50%,53%,1.46%,4.83%,2.23%,56.49%,56.49%,0,3.53%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/4/2024,1.260,50,,,,,,,,,,2.23%,1.260,50,28.10,1.925,00,581.79,796.76,51%,53%,1.46%,4.83%,2.23%,56.37%,56.37%,0,3.53%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/5/2024,1.247,00,,,,,,,,,,2.25%,1.247,00,28.10,1.925,00,581.79,796.76,50%,54%,1.46%,4.83%,2.25%,58.06%,58.06%,0,3.53%,-10.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/6/2024,1.229,50,,,,,,,,,,2.29%,1.229,50,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.29%,60.31%,60.31%,0,3.53%,-12.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/9/2024,1.199,00,,,,,,,,,,2.34%,1.199,00,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.34%,64.39%,64.39%,0,3.53%,-14.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/10/2024,1.179,00,,,,,,,,,,2.38%,1.179,00,28.10,1.925,00,581.79,796.76,44%,63%,1.46%,4.83%,2.38%,67.18%,67.18%,0,3.53%,-15.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/11/2024,1.198,00,,,,,,,,,,2.35%,1.198,00,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.35%,64.52%,64.52%,0,3.53%,-14.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/12/2024,1.214,50,,,,,,,,,,2.31%,1.214,50,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.31%,62.29%,62.29%,0,3.53%,-13.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/13/2024,1.199,00,,,,,,,,,,2.34%,1.199,00,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.34%,64.39%,64.39%,0,3.53%,-14.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/16/2024,1.197,00,,,,,,,,,,2.35%,1.197,00,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.35%,64.66%,64.66%,0,3.53%,-14.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/17/2024,1.170,00,,,,,,,,,,2.40%,1.170,00,28.10,1.925,00,581.79,796.76,44%,65%,1.46%,4.83%,2.40%,68.46%,68.46%,0,3.53%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/18/2024,1.173,50,,,,,,,,,,2.39%,1.173,50,28.10,1.925,00,581.79,796.76,44%,64%,1.46%,4.83%,2.39%,67.96%,67.96%,0,3.53%,-16.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/19/2024,1.166,00,,,,,,,,,,2.41%,1.166,00,28.10,1.925,00,581.79,796.76,43%,65%,1.46%,4.83%,2.41%,69.04%,69.04%,0,3.53%,-16.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/20/2024,1.156,00,,,,,,,,,,2.43%,1.156,00,28.10,1.925,00,581.79,796.76,43%,67%,1.46%,4.83%,2.43%,70.50%,70.50%,0,3.53%,-17.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/23/2024,1.157,50,,,,,,,,,,2.43%,1.157,50,28.10,1.925,00,581.79,796.76,43%,66%,1.46%,4.83%,2.43%,70.28%,70.28%,0,3.53%,-17.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/24/2024,1.158,50,,,,,,,,,,2.43%,1.158,50,28.10,1.925,00,581.79,796.76,43%,66%,1.46%,4.83%,2.43%,70.13%,70.13%,0,3.53%,-17.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/26/2024,,,,,,,,,,,2.43%,1.158,50,28.10,1.925,00,581.79,796.76,43%,66%,1.46%,4.83%,2.43%,70.13%,70.13%,0,3.53%,-17.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/27/2024,1.155,50,,,,,,,,,,2.43%,1.155,50,28.10,1.925,00,581.79,796.76,43%,67%,1.46%,4.83%,2.43%,70.58%,70.58%,0,3.53%,-17.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/30/2024,1.145,00,,,,,,,,,,2.45%,1.145,00,28.10,1.925,00,581.79,796.76,42%,68%,1.46%,4.83%,2.45%,72.14%,72.14%,0,3.53%,-18.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/31/2024,1.148,50,,,,,,,,,,2.45%,1.148,50,28.10,1.925,00,581.79,796.76,42%,68%,1.46%,4.83%,2.45%,71.62%,71.62%,0,3.53%,-17.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/2/2025,1.153,50,,,,,,,,,,2.44%,1.153,50,28.10,1.925,00,581.79,796.76,43%,67%,1.46%,4.83%,2.44%,70.87%,70.87%,0,3.53%,-17.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/3/2025,1.153,00,,,,,,,,,,2.44%,1.153,00,28.10,1.925,00,581.79,796.76,43%,67%,1.46%,4.83%,2.44%,70.95%,70.95%,0,3.53%,-17.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/6/2025,1.145,50,,,,,,,,,,2.45%,1.145,50,28.10,1.925,00,581.79,796.76,42%,68%,1.46%,4.83%,2.45%,72.06%,72.06%,0,3.53%,-18.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/7/2025,1.154,00,,,,,,,,,,2.44%,1.154,00,28.10,1.925,00,581.79,796.76,43%,67%,1.46%,4.83%,2.44%,70.80%,70.80%,0,3.53%,-17.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/8/2025,1.190,00,,,,,,,,,,2.36%,1.190,00,28.10,1.925,00,581.79,796.76,45%,62%,1.46%,4.83%,2.36%,65.63%,65.63%,0,3.53%,-15.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/9/2025,1.186,50,,,,,,,,,,2.37%,1.186,50,28.10,1.925,00,581.79,796.76,45%,62%,1.46%,4.83%,2.37%,66.12%,66.12%,0,3.53%,-15.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/10/2025,1.192,00,,,,,,,,,,2.36%,1.192,00,28.10,1.925,00,581.79,796.76,45%,61%,1.46%,4.83%,2.36%,65.35%,65.35%,0,3.53%,-14.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/13/2025,1.181,50,,,,,,,,,,2.38%,1.181,50,28.10,1.925,00,581.79,796.76,45%,63%,1.46%,4.83%,2.38%,66.82%,66.82%,0,3.53%,-15.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/14/2025,1.187,00,,,,,,,,,,2.37%,1.187,00,28.10,1.925,00,581.79,796.76,45%,62%,1.46%,4.83%,2.37%,66.05%,66.05%,0,3.53%,-15.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/15/2025,1.188,00,,,,,,,,,,2.37%,1.188,00,28.10,1.925,00,581.79,796.76,45%,62%,1.46%,4.83%,2.37%,65.91%,65.91%,0,3.53%,-15.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/16/2025,1.212,50,,,,,,,,,,2.32%,1.212,50,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.32%,62.56%,62.56%,0,3.53%,-13.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/17/2025,1.222,50,,,,,,,,,,2.30%,1.222,50,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.30%,61.23%,61.23%,0,3.53%,-12.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/20/2025,1.224,50,,,,,,,,,,2.29%,1.224,50,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.29%,60.96%,60.96%,0,3.53%,-12.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/21/2025,1.248,50,,,,,,,,,,2.25%,1.248,50,28.10,1.925,00,581.79,796.76,50%,54%,1.46%,4.83%,2.25%,57.87%,57.87%,0,3.53%,-10.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/22/2025,1.245,00,,,,,,,,,,2.26%,1.245,00,28.10,1.925,00,581.79,796.76,49%,55%,1.46%,4.83%,2.26%,58.31%,58.31%,0,3.53%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/23/2025,1.258,50,,,,,,,,,,2.23%,1.258,50,28.10,1.925,00,581.79,796.76,50%,53%,1.46%,4.83%,2.23%,56.62%,56.62%,0,3.53%,-10.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/24/2025,1.238,00,,,,,,,,,,2.27%,1.238,00,28.10,1.925,00,581.79,796.76,49%,55%,1.46%,4.83%,2.27%,59.21%,59.21%,0,3.53%,-11.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/27/2025,1.243,50,,,,,,,,,,2.26%,1.243,50,28.10,1.925,00,581.79,796.76,49%,55%,1.46%,4.83%,2.26%,58.50%,58.50%,0,3.53%,-11.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/28/2025,1.251,00,,,,,,,,,,2.25%,1.251,00,28.10,1.925,00,581.79,796.76,50%,54%,1.46%,4.83%,2.25%,57.55%,57.55%,0,3.53%,-10.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/29/2025,1.195,50,,,,,,,,,,2.35%,1.195,50,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.35%,64.87%,64.87%,0,3.53%,-14.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/30/2025,1.208,50,,,,,,,,,,2.33%,1.208,50,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.33%,63.09%,63.09%,0,3.53%,-13.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/31/2025,1.224,00,,,,,,,,,,2.30%,1.224,00,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.30%,61.03%,61.03%,0,3.53%,-12.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/3/2025,1.231,00,,,,,,,,,,2.28%,1.231,00,28.10,1.925,00,581.79,796.76,48%,56%,1.46%,4.83%,2.28%,60.11%,60.11%,0,3.53%,-12.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/4/2025,1.210,50,,,,,,,,,,2.32%,1.210,50,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.32%,62.83%,62.83%,0,3.53%,-13.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/5/2025,1.208,00,,,,,,,,,,2.33%,1.208,00,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.33%,63.16%,63.16%,0,3.53%,-13.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/6/2025,1.185,00,,,,,,,,,,2.37%,1.185,00,28.10,1.925,00,581.79,796.76,45%,62%,1.46%,4.83%,2.37%,66.33%,66.33%,0,3.53%,-15.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/7/2025,1.197,00,,,,,,,,,,2.35%,1.197,00,28.10,1.925,00,581.79,796.76,46%,61%,1.46%,4.83%,2.35%,64.66%,64.66%,0,3.53%,-14.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/10/2025,1.180,50,,,,,,,,,,2.38%,1.180,50,28.10,1.925,00,581.79,796.76,45%,63%,1.46%,4.83%,2.38%,66.96%,66.96%,0,3.53%,-15.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/11/2025,1.205,00,,,,,,,,,,2.33%,1.205,00,28.10,1.925,00,581.79,796.76,46%,60%,1.46%,4.83%,2.33%,63.57%,63.57%,0,3.53%,-13.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/12/2025,1.209,50,,,,,,,,,,2.32%,1.209,50,28.10,1.925,00,581.79,796.76,47%,59%,1.46%,4.83%,2.32%,62.96%,62.96%,0,3.53%,-13.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/13/2025,1.248,00,,,,,,,,,,2.25%,1.248,00,28.10,1.925,00,581.79,796.76,50%,54%,1.46%,4.83%,2.25%,57.93%,57.93%,0,3.53%,-10.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/14/2025,1.228,00,,,,,,,,,,2.29%,1.228,00,28.10,1.925,00,581.79,796.76,48%,57%,1.46%,4.83%,2.29%,60.50%,60.50%,0,3.53%,-12.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/17/2025,1.338,00,,,,,,,,,,2.10%,1.338,00,28.10,1.925,00,581.79,796.76,56%,44%,1.46%,4.83%,2.10%,47.31%,47.31%,0,3.53%,-4.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/18/2025,1.336,50,,,,,,,,,,2.10%,1.336,50,28.10,1.925,00,581.79,796.76,56%,44%,1.46%,4.83%,2.10%,47.47%,47.47%,0,3.53%,-4.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/19/2025,1.345,00,,,,,,,,,,2.09%,1.345,00,28.10,1.925,00,581.79,796.76,57%,43%,1.46%,4.83%,2.09%,46.54%,46.54%,0,3.53%,-3.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/20/2025,1.284,00,,,,,,,,,,2.19%,1.284,00,28.10,1.925,00,581.79,796.76,52%,50%,1.46%,4.83%,2.19%,53.50%,53.50%,0,3.53%,-8.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/21/2025,1.255,50,,,,,,,,,,2.24%,1.255,50,28.10,1.925,00,581.79,796.76,50%,53%,1.46%,4.83%,2.24%,56.99%,56.99%,0,3.53%,-10.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/24/2025,1.305,00,,,,,,,,,,2.15%,1.305,00,28.10,1.925,00,581.79,796.76,54%,48%,1.46%,4.83%,2.15%,51.03%,51.03%,0,3.53%,-6.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/25/2025,1.366,00,,,,,,,,,,2.06%,1.366,00,28.10,1.925,00,581.79,796.76,58%,41%,1.46%,4.83%,2.06%,44.29%,44.29%,0,3.53%,-2.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/26/2025,1.345,00,,,,,,,,,,2.09%,1.345,00,28.10,1.925,00,581.79,796.76,57%,43%,1.46%,4.83%,2.09%,46.54%,46.54%,0,3.53%,-3.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/27/2025,1.391,50,,,,,,,,,,2.02%,1.391,50,28.10,1.925,00,581.79,796.76,60%,38%,1.46%,4.83%,2.02%,41.65%,41.65%,0,3.53%,-0.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/28/2025,1.406,50,,,,,,,,,,2.00%,1.406,50,28.10,1.925,00,581.79,796.76,61%,37%,1.46%,4.83%,2.00%,40.14%,40.14%,0,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/3/2025,1.611,50,,,,,,,,,,1.74%,1.611,50,28.10,1.925,00,581.79,796.76,77%,19%,1.46%,4.83%,1.74%,22.31%,22.31%,0,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/4/2025,1.569,50,,,,,,,,,,1.79%,1.569,50,28.10,1.925,00,581.79,796.76,74%,23%,1.46%,4.83%,1.79%,25.58%,25.58%,0,3.53%,-2.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/5/2025,1.621,50,,,,,,,,,,1.73%,1.621,50,28.10,1.925,00,581.79,796.76,77%,19%,1.46%,4.83%,1.73%,21.55%,21.55%,0,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/6/2025,1.633,50,,,,,,,,,,1.72%,1.633,50,28.10,1.925,00,581.79,796.76,78%,18%,1.46%,4.83%,1.72%,20.66%,20.66%,0,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/7/2025,1.566,50,,,,,,,,,,1.79%,1.566,50,28.10,1.925,00,581.79,796.76,73%,23%,1.46%,4.83%,1.79%,25.82%,25.82%,0,3.53%,-4.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/10/2025,1.569,00,,,,,,,,,,1.79%,1.569,00,28.10,1.925,00,581.79,796.76,73%,23%,1.46%,4.83%,1.79%,25.62%,25.62%,0,3.53%,-3.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/11/2025,1.575,50,,,,,,,,,,1.78%,1.575,50,28.10,1.925,00,581.79,796.76,74%,22%,1.46%,4.83%,1.78%,25.10%,25.10%,0,3.53%,-3.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/12/2025,1.584,00,,,,,,,,,,1.77%,1.584,00,28.10,1.925,00,581.79,796.76,75%,22%,1.46%,4.83%,1.77%,24.43%,24.43%,0,3.53%,-3.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/13/2025,1.590,50,,,,,,,,,,1.77%,1.590,50,28.10,1.925,00,581.79,796.76,75%,21%,1.46%,4.83%,1.77%,23.92%,23.92%,0,3.53%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/14/2025,1.657,00,,,,,,,,,,1.70%,1.657,00,28.10,1.925,00,581.79,796.76,80%,16%,1.46%,4.83%,1.70%,18.95%,18.95%,0,3.53%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/17/2025,1.636,50,,,,,,,,,,1.72%,1.636,50,28.10,1.925,00,581.79,796.76,79%,18%,1.46%,4.83%,1.72%,20.44%,20.44%,0,3.53%,-1.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/18/2025,1.655,00,,,,,,,,,,1.70%,1.655,00,28.10,1.925,00,581.79,796.76,80%,16%,1.46%,4.83%,1.70%,19.09%,19.09%,0,3.53%,-0.12%,,,,,,,,,,,,
