,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/9/2024,669.40,,,,,,,,,,6.47%,669.40,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.47%,131.97%,131.97%,0,5.65%,-13.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/10/2024,672.20,,,,,,,,,,6.44%,672.20,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.44%,131.00%,131.00%,0,5.65%,-13.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/11/2024,673.20,,,,,,,,,,6.43%,673.20,43.28,1.207,87,538.15,766.20,20%,79%,3.58%,8.04%,6.43%,130.66%,130.66%,0,5.65%,-13.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/14/2024,675.80,,,,,,,,,,6.40%,675.80,43.28,1.207,87,538.15,766.20,21%,79%,3.58%,8.04%,6.40%,129.77%,129.77%,0,5.65%,-13.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/15/2024,669.20,,,,,,,,,,6.47%,669.20,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.47%,132.04%,132.04%,0,5.65%,-13.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/16/2024,672.80,,,,,,,,,,6.43%,672.80,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.43%,130.80%,130.80%,0,5.65%,-13.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/17/2024,678.00,,,,,,,,,,6.38%,678.00,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.38%,129.03%,129.03%,0,5.65%,-12.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/18/2024,680.60,,,,,,,,,,6.36%,680.60,43.28,1.207,87,538.15,766.20,21%,77%,3.58%,8.04%,6.36%,128.15%,128.15%,0,5.65%,-12.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/21/2024,675.40,,,,,,,,,,6.41%,675.40,43.28,1.207,87,538.15,766.20,20%,79%,3.58%,8.04%,6.41%,129.91%,129.91%,0,5.65%,-13.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/22/2024,681.50,,,,,,,,,,6.35%,681.50,43.28,1.207,87,538.15,766.20,21%,77%,3.58%,8.04%,6.35%,127.85%,127.85%,0,5.65%,-12.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/23/2024,679.90,,,,,,,,,,6.37%,679.90,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.37%,128.39%,128.39%,0,5.65%,-12.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/24/2024,679.90,,,,,,,,,,6.37%,679.90,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.37%,128.39%,128.39%,0,5.65%,-12.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/25/2024,682.10,,,,,,,,,,6.34%,682.10,43.28,1.207,87,538.15,766.20,21%,77%,3.58%,8.04%,6.34%,127.65%,127.65%,0,5.65%,-12.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/28/2024,692.10,,,,,,,,,,6.25%,692.10,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.25%,124.36%,124.36%,0,5.65%,-10.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/29/2024,713.70,,,,,,,,,,6.06%,713.70,43.28,1.207,87,538.15,766.20,26%,69%,3.58%,8.04%,6.06%,117.57%,117.57%,0,5.65%,-8.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/30/2024,706.20,,,,,,,,,,6.13%,706.20,43.28,1.207,87,538.15,766.20,25%,71%,3.58%,8.04%,6.13%,119.88%,119.88%,0,5.65%,-9.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/31/2024,711.70,,,,,,,,,,6.08%,711.70,43.28,1.207,87,538.15,766.20,26%,70%,3.58%,8.04%,6.08%,118.18%,118.18%,0,5.65%,-8.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/1/2024,709.60,,,,,,,,,,6.10%,709.60,43.28,1.207,87,538.15,766.20,26%,70%,3.58%,8.04%,6.10%,118.83%,118.83%,0,5.65%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/4/2024,717.70,,,,,,,,,,6.03%,717.70,43.28,1.207,87,538.15,766.20,27%,68%,3.58%,8.04%,6.03%,116.36%,116.36%,0,5.65%,-7.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/5/2024,722.40,,,,,,,,,,5.99%,722.40,43.28,1.207,87,538.15,766.20,28%,67%,3.58%,8.04%,5.99%,114.95%,114.95%,0,5.65%,-7.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/6/2024,724.20,,,,,,,,,,5.98%,724.20,43.28,1.207,87,538.15,766.20,28%,67%,3.58%,8.04%,5.98%,114.42%,114.42%,0,5.65%,-6.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/7/2024,715.60,,,,,,,,,,6.05%,715.60,43.28,1.207,87,538.15,766.20,26%,69%,3.58%,8.04%,6.05%,116.99%,116.99%,0,5.65%,-7.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/8/2024,690.00,,,,,,,,,,6.27%,690.00,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.27%,125.04%,125.04%,0,5.65%,-11.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/11/2024,699.20,,,,,,,,,,6.19%,699.20,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.19%,122.08%,122.08%,0,5.65%,-10.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/12/2024,693.90,,,,,,,,,,6.24%,693.90,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.24%,123.78%,123.78%,0,5.65%,-10.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/13/2024,700.80,,,,,,,,,,6.18%,700.80,43.28,1.207,87,538.15,766.20,24%,72%,3.58%,8.04%,6.18%,121.58%,121.58%,0,5.65%,-9.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/14/2024,706.20,,,,,,,,,,6.13%,706.20,43.28,1.207,87,538.15,766.20,25%,71%,3.58%,8.04%,6.13%,119.88%,119.88%,0,5.65%,-9.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/15/2024,716.80,,,,,,,,,,6.04%,716.80,43.28,1.207,87,538.15,766.20,27%,69%,3.58%,8.04%,6.04%,116.63%,116.63%,0,5.65%,-7.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/18/2024,727.80,,,,,,,,,,5.95%,727.80,43.28,1.207,87,538.15,766.20,28%,66%,3.58%,8.04%,5.95%,113.36%,113.36%,0,5.65%,-6.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/19/2024,724.30,,,,,,,,,,5.98%,724.30,43.28,1.207,87,538.15,766.20,28%,67%,3.58%,8.04%,5.98%,114.39%,114.39%,0,5.65%,-6.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/20/2024,722.50,,,,,,,,,,5.99%,722.50,43.28,1.207,87,538.15,766.20,28%,67%,3.58%,8.04%,5.99%,114.92%,114.92%,0,5.65%,-7.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/21/2024,726.90,,,,,,,,,,5.95%,726.90,43.28,1.207,87,538.15,766.20,28%,66%,3.58%,8.04%,5.95%,113.62%,113.62%,0,5.65%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/22/2024,724.40,,,,,,,,,,5.97%,724.40,43.28,1.207,87,538.15,766.20,28%,67%,3.58%,8.04%,5.97%,114.36%,114.36%,0,5.65%,-6.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/25/2024,733.70,,,,,,,,,,5.90%,733.70,43.28,1.207,87,538.15,766.20,29%,65%,3.58%,8.04%,5.90%,111.64%,111.64%,0,5.65%,-5.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/26/2024,732.60,,,,,,,,,,5.91%,732.60,43.28,1.207,87,538.15,766.20,29%,65%,3.58%,8.04%,5.91%,111.96%,111.96%,0,5.65%,-5.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/27/2024,731.90,,,,,,,,,,5.91%,731.90,43.28,1.207,87,538.15,766.20,29%,65%,3.58%,8.04%,5.91%,112.16%,112.16%,0,5.65%,-5.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/28/2024,731.90,,,,,,,,,,5.91%,731.90,43.28,1.207,87,538.15,766.20,29%,65%,3.58%,8.04%,5.91%,112.16%,112.16%,0,5.65%,-5.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/29/2024,732.70,,,,,,,,,,5.91%,732.70,43.28,1.207,87,538.15,766.20,29%,65%,3.58%,8.04%,5.91%,111.93%,111.93%,0,5.65%,-5.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/2/2024,737.90,,,,,,,,,,5.87%,737.90,43.28,1.207,87,538.15,766.20,30%,64%,3.58%,8.04%,5.87%,110.44%,110.44%,0,5.65%,-5.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/3/2024,743.70,,,,,,,,,,5.82%,743.70,43.28,1.207,87,538.15,766.20,31%,62%,3.58%,8.04%,5.82%,108.79%,108.79%,0,5.65%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/4/2024,744.20,,,,,,,,,,5.82%,744.20,43.28,1.207,87,538.15,766.20,31%,62%,3.58%,8.04%,5.82%,108.65%,108.65%,0,5.65%,-4.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/5/2024,751.30,,,,,,,,,,5.76%,751.30,43.28,1.207,87,538.15,766.20,32%,61%,3.58%,8.04%,5.76%,106.68%,106.68%,0,5.65%,-3.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/6/2024,743.60,,,,,,,,,,5.82%,743.60,43.28,1.207,87,538.15,766.20,31%,62%,3.58%,8.04%,5.82%,108.82%,108.82%,0,5.65%,-4.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/9/2024,750.10,,,,,,,,,,5.77%,750.10,43.28,1.207,87,538.15,766.20,32%,61%,3.58%,8.04%,5.77%,107.01%,107.01%,0,5.65%,-3.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/10/2024,750.00,,,,,,,,,,5.77%,750.00,43.28,1.207,87,538.15,766.20,32%,61%,3.58%,8.04%,5.77%,107.04%,107.04%,0,5.65%,-3.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/11/2024,755.90,,,,,,,,,,5.73%,755.90,43.28,1.207,87,538.15,766.20,33%,60%,3.58%,8.04%,5.73%,105.42%,105.42%,0,5.65%,-2.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/12/2024,761.10,,,,,,,,,,5.69%,761.10,43.28,1.207,87,538.15,766.20,33%,59%,3.58%,8.04%,5.69%,104.02%,104.02%,0,5.65%,-2.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/13/2024,766.20,,,,,,,,,,5.65%,766.20,43.28,1.207,87,538.15,766.20,34%,58%,3.58%,8.04%,5.65%,102.66%,102.66%,0,5.65%,-1.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/16/2024,761.50,,,,,,,,,,5.68%,761.50,43.28,1.207,87,538.15,766.20,33%,59%,3.58%,8.04%,5.68%,103.91%,103.91%,0,5.65%,-2.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/17/2024,757.70,,,,,,,,,,5.71%,757.70,43.28,1.207,87,538.15,766.20,33%,59%,3.58%,8.04%,5.71%,104.94%,104.94%,0,5.65%,-2.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/18/2024,767.90,,,,,,,,,,5.64%,767.90,43.28,1.207,87,538.15,766.20,34%,57%,3.58%,8.04%,5.64%,102.21%,102.21%,0,5.65%,-1.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/19/2024,765.10,,,,,,,,,,5.66%,765.10,43.28,1.207,87,538.15,766.20,34%,58%,3.58%,8.04%,5.66%,102.95%,102.95%,0,5.65%,-1.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/20/2024,760.80,,,,,,,,,,5.69%,760.80,43.28,1.207,87,538.15,766.20,33%,59%,3.58%,8.04%,5.69%,104.10%,104.10%,0,5.65%,-2.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/23/2024,765.10,,,,,,,,,,5.66%,765.10,43.28,1.207,87,538.15,766.20,34%,58%,3.58%,8.04%,5.66%,102.95%,102.95%,0,5.65%,-1.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/24/2024,772.00,,,,,,,,,,5.61%,772.00,43.28,1.207,87,538.15,766.20,35%,56%,3.58%,8.04%,5.61%,101.14%,101.14%,0,5.65%,-0.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/26/2024,,,,,,,,,,,5.61%,772.00,43.28,1.207,87,538.15,766.20,35%,56%,3.58%,8.04%,5.61%,101.14%,101.14%,0,5.65%,-0.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/27/2024,777.10,,,,,,,,,,5.57%,777.10,43.28,1.207,87,538.15,766.20,36%,55%,3.58%,8.04%,5.57%,99.82%,99.82%,0,5.65%,-0.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/30/2024,781.70,,,,,,,,,,5.54%,781.70,43.28,1.207,87,538.15,766.20,36%,55%,3.58%,8.04%,5.54%,98.64%,98.64%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/31/2024,785.30,,,,,,,,,,5.51%,785.30,43.28,1.207,87,538.15,766.20,37%,54%,3.58%,8.04%,5.51%,97.73%,97.73%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/2/2025,783.40,,,,,,,,,,5.52%,783.40,43.28,1.207,87,538.15,766.20,37%,54%,3.58%,8.04%,5.52%,98.21%,98.21%,0,5.65%,-0.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/3/2025,782.30,,,,,,,,,,5.53%,782.30,43.28,1.207,87,538.15,766.20,36%,54%,3.58%,8.04%,5.53%,98.49%,98.49%,0,5.65%,-0.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/6/2025,784.50,,,,,,,,,,5.52%,784.50,43.28,1.207,87,538.15,766.20,37%,54%,3.58%,8.04%,5.52%,97.93%,97.93%,0,5.65%,-0.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/7/2025,776.00,,,,,,,,,,5.58%,776.00,43.28,1.207,87,538.15,766.20,36%,56%,3.58%,8.04%,5.58%,100.10%,100.10%,0,5.65%,-1.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/8/2025,791.20,,,,,,,,,,5.47%,791.20,43.28,1.207,87,538.15,766.20,38%,53%,3.58%,8.04%,5.47%,96.26%,96.26%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/9/2025,802.50,,,,,,,,,,5.39%,802.50,43.28,1.207,87,538.15,766.20,39%,51%,3.58%,8.04%,5.39%,93.50%,93.50%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/10/2025,799.10,,,,,,,,,,5.42%,799.10,43.28,1.207,87,538.15,766.20,39%,51%,3.58%,8.04%,5.42%,94.32%,94.32%,0,5.65%,-0.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/13/2025,798.30,,,,,,,,,,5.42%,798.30,43.28,1.207,87,538.15,766.20,39%,51%,3.58%,8.04%,5.42%,94.51%,94.51%,0,5.65%,-0.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/14/2025,799.20,,,,,,,,,,5.42%,799.20,43.28,1.207,87,538.15,766.20,39%,51%,3.58%,8.04%,5.42%,94.29%,94.29%,0,5.65%,-0.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/15/2025,804.40,,,,,,,,,,5.38%,804.40,43.28,1.207,87,538.15,766.20,40%,50%,3.58%,8.04%,5.38%,93.04%,93.04%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/16/2025,817.80,,,,,,,,,,5.29%,817.80,43.28,1.207,87,538.15,766.20,42%,48%,3.58%,8.04%,5.29%,89.88%,89.88%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/17/2025,822.70,,,,,,,,,,5.26%,822.70,43.28,1.207,87,538.15,766.20,42%,47%,3.58%,8.04%,5.26%,88.74%,88.74%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/20/2025,825.30,,,,,,,,,,5.24%,825.30,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.24%,88.15%,88.15%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/21/2025,825.50,,,,,,,,,,5.24%,825.50,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.24%,88.10%,88.10%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/22/2025,823.00,,,,,,,,,,5.26%,823.00,43.28,1.207,87,538.15,766.20,43%,47%,3.58%,8.04%,5.26%,88.68%,88.68%,0,5.65%,-0.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/23/2025,829.30,,,,,,,,,,5.22%,829.30,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.22%,87.24%,87.24%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/24/2025,818.00,,,,,,,,,,5.29%,818.00,43.28,1.207,87,538.15,766.20,42%,48%,3.58%,8.04%,5.29%,89.83%,89.83%,0,5.65%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/27/2025,824.50,,,,,,,,,,5.25%,824.50,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.25%,88.33%,88.33%,0,5.65%,-0.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/28/2025,824.20,,,,,,,,,,5.25%,824.20,43.28,1.207,87,538.15,766.20,43%,47%,3.58%,8.04%,5.25%,88.40%,88.40%,0,5.65%,-0.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/29/2025,835.80,,,,,,,,,,5.18%,835.80,43.28,1.207,87,538.15,766.20,44%,45%,3.58%,8.04%,5.18%,85.79%,85.79%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/30/2025,840.20,,,,,,,,,,5.15%,840.20,43.28,1.207,87,538.15,766.20,45%,44%,3.58%,8.04%,5.15%,84.81%,84.81%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/31/2025,845.70,,,,,,,,,,5.12%,845.70,43.28,1.207,87,538.15,766.20,46%,43%,3.58%,8.04%,5.12%,83.61%,83.61%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/3/2025,821.60,,,,,,,,,,5.27%,821.60,43.28,1.207,87,538.15,766.20,42%,47%,3.58%,8.04%,5.27%,89.00%,89.00%,0,5.65%,-2.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/4/2025,829.20,,,,,,,,,,5.22%,829.20,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.22%,87.26%,87.26%,0,5.65%,-1.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/5/2025,826.50,,,,,,,,,,5.24%,826.50,43.28,1.207,87,538.15,766.20,43%,46%,3.58%,8.04%,5.24%,87.88%,87.88%,0,5.65%,-2.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/6/2025,848.00,,,,,,,,,,5.10%,848.00,43.28,1.207,87,538.15,766.20,46%,42%,3.58%,8.04%,5.10%,83.11%,83.11%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/7/2025,854.00,,,,,,,,,,5.07%,854.00,43.28,1.207,87,538.15,766.20,47%,41%,3.58%,8.04%,5.07%,81.83%,81.83%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/10/2025,866.20,,,,,,,,,,5.00%,866.20,43.28,1.207,87,538.15,766.20,49%,39%,3.58%,8.04%,5.00%,79.27%,79.27%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/11/2025,875.60,,,,,,,,,,4.94%,875.60,43.28,1.207,87,538.15,766.20,50%,38%,3.58%,8.04%,4.94%,77.34%,77.34%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/12/2025,881.70,,,,,,,,,,4.91%,881.70,43.28,1.207,87,538.15,766.20,51%,37%,3.58%,8.04%,4.91%,76.11%,76.11%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/13/2025,875.90,,,,,,,,,,4.94%,875.90,43.28,1.207,87,538.15,766.20,50%,38%,3.58%,8.04%,4.94%,77.28%,77.28%,0,5.65%,-0.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/14/2025,869.70,,,,,,,,,,4.98%,869.70,43.28,1.207,87,538.15,766.20,50%,39%,3.58%,8.04%,4.98%,78.54%,78.54%,0,5.65%,-1.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/17/2025,881.30,,,,,,,,,,4.91%,881.30,43.28,1.207,87,538.15,766.20,51%,37%,3.58%,8.04%,4.91%,76.19%,76.19%,0,5.65%,-0.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/18/2025,898.10,,,,,,,,,,4.82%,898.10,43.28,1.207,87,538.15,766.20,54%,34%,3.58%,8.04%,4.82%,72.90%,72.90%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/19/2025,895.40,,,,,,,,,,4.83%,895.40,43.28,1.207,87,538.15,766.20,53%,35%,3.58%,8.04%,4.83%,73.42%,73.42%,0,5.65%,-0.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/20/2025,879.80,,,,,,,,,,4.92%,879.80,43.28,1.207,87,538.15,766.20,51%,37%,3.58%,8.04%,4.92%,76.49%,76.49%,0,5.65%,-2.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/21/2025,885.80,,,,,,,,,,4.89%,885.80,43.28,1.207,87,538.15,766.20,52%,36%,3.58%,8.04%,4.89%,75.30%,75.30%,0,5.65%,-1.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/24/2025,877.70,,,,,,,,,,4.93%,877.70,43.28,1.207,87,538.15,766.20,51%,38%,3.58%,8.04%,4.93%,76.92%,76.92%,0,5.65%,-2.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/25/2025,899.50,,,,,,,,,,4.81%,899.50,43.28,1.207,87,538.15,766.20,54%,34%,3.58%,8.04%,4.81%,72.63%,72.63%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/26/2025,911.70,,,,,,,,,,4.75%,911.70,43.28,1.207,87,538.15,766.20,56%,32%,3.58%,8.04%,4.75%,70.32%,70.32%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/27/2025,912.30,,,,,,,,,,4.74%,912.30,43.28,1.207,87,538.15,766.20,56%,32%,3.58%,8.04%,4.74%,70.21%,70.21%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/28/2025,933.60,,,,,,,,,,4.64%,933.60,43.28,1.207,87,538.15,766.20,59%,29%,3.58%,8.04%,4.64%,66.32%,66.32%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/3/2025,942.50,,,,,,,,,,4.59%,942.50,43.28,1.207,87,538.15,766.20,60%,28%,3.58%,8.04%,4.59%,64.75%,64.75%,0,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/4/2025,916.30,,,,,,,,,,4.72%,916.30,43.28,1.207,87,538.15,766.20,56%,32%,3.58%,8.04%,4.72%,69.46%,69.46%,0,5.65%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/5/2025,928.40,,,,,,,,,,4.66%,928.40,43.28,1.207,87,538.15,766.20,58%,30%,3.58%,8.04%,4.66%,67.26%,67.26%,0,5.65%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/6/2025,881.00,,,,,,,,,,4.91%,881.00,43.28,1.207,87,538.15,766.20,51%,37%,3.58%,8.04%,4.91%,76.25%,76.25%,0,5.65%,-6.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/7/2025,876.40,,,,,,,,,,4.94%,876.40,43.28,1.207,87,538.15,766.20,51%,38%,3.58%,8.04%,4.94%,77.18%,77.18%,0,5.65%,-7.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/10/2025,854.80,,,,,,,,,,5.06%,854.80,43.28,1.207,87,538.15,766.20,47%,41%,3.58%,8.04%,5.06%,81.66%,81.66%,0,5.65%,-9.31%,,,,,,,,,,,,
