,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,REL LN,RELX PLC,,,,,,,,,,36%,40%,$2.682,00,$   2.077,71,$  2.467,79,$       4.135,00,$  3.766,30,3.08%,1.48%,2.21%,4.96%,138.19%,151.81%,122%,,,,,,,NO,,,2.88%,1.36%,1.52%,0.02%,76
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,RELX PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.69%,11/10/2017,,,,,,,,,,$  2.467,79,-8%,2.08%,$  3.766,30,$   1.436,97,$        1.126,00,$   1.209,83,1.35%,2.69%,2.27%,1.35%,-35.14%,-35.14%,-16%,,,,5Y CAGR,3.22%,,RELX PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.56%,,RELX PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,RELX PLC - Rating: 36% - Upside: 40%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2020,5/13/2020,1.837,00,,,,,,,,,,2.49%,1.837,00,45.70,3.079,07,1.698,59,2.017,49,10%,68%,1.48%,2.69%,3.04%,46.00%,46.00%,0,2.27%,-12.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/14/2020,1.780,50,,,,,,,,,,2.57%,1.780,50,45.70,3.079,07,1.698,59,2.017,49,6%,73%,1.48%,2.69%,3.14%,50.63%,50.63%,0,2.27%,-15.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/15/2020,1.783,00,,,,,,,,,,2.56%,1.783,00,45.70,3.079,07,1.698,59,2.017,49,6%,73%,1.48%,2.69%,3.14%,50.42%,50.42%,0,2.27%,-15.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/18/2020,1.859,00,,,,,,,,,,2.46%,1.859,00,45.70,3.079,07,1.698,59,2.017,49,12%,66%,1.48%,2.69%,3.01%,44.27%,44.27%,0,2.27%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/19/2020,1.841,00,,,,,,,,,,2.48%,1.841,00,45.70,3.079,07,1.698,59,2.017,49,10%,67%,1.48%,2.69%,3.04%,45.68%,45.68%,0,2.27%,-12.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/20/2020,1.893,50,,,,,,,,,,2.41%,1.893,50,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.95%,41.64%,41.64%,0,2.27%,-9.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/21/2020,1.871,50,,,,,,,,,,2.44%,1.871,50,45.70,3.079,07,1.698,59,2.017,49,13%,65%,1.48%,2.69%,2.99%,43.31%,43.31%,0,2.27%,-10.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/22/2020,1.882,50,,,,,,,,,,2.43%,1.882,50,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.97%,42.47%,42.47%,0,2.27%,-10.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/25/2020,,,,,,,,,,,2.43%,1.882,50,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.97%,42.47%,42.47%,0,2.27%,-10.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/26/2020,1.886,50,,,,,,,,,,2.42%,1.886,50,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.96%,42.17%,42.17%,0,2.27%,-10.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/27/2020,1.888,50,,,,,,,,,,2.42%,1.888,50,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.96%,42.02%,42.02%,0,2.27%,-10.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/28/2020,1.933,50,,,,,,,,,,2.36%,1.933,50,45.70,3.079,07,1.698,59,2.017,49,17%,59%,1.48%,2.69%,2.89%,38.71%,38.71%,0,2.27%,-7.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/29/2020,1.873,50,,,,,,,,,,2.44%,1.873,50,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.98%,43.15%,43.15%,0,2.27%,-10.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/1/2020,1.898,50,,,,,,,,,,2.41%,1.898,50,45.70,3.079,07,1.698,59,2.017,49,14%,62%,1.48%,2.69%,2.94%,41.27%,41.27%,0,2.27%,-9.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/2/2020,1.901,00,,,,,,,,,,2.40%,1.901,00,45.70,3.079,07,1.698,59,2.017,49,15%,62%,1.48%,2.69%,2.94%,41.08%,41.08%,0,2.27%,-9.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/3/2020,1.944,50,,,,,,,,,,2.35%,1.944,50,45.70,3.079,07,1.698,59,2.017,49,18%,58%,1.48%,2.69%,2.87%,37.93%,37.93%,0,2.27%,-7.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/4/2020,1.934,50,,,,,,,,,,2.36%,1.934,50,45.70,3.079,07,1.698,59,2.017,49,17%,59%,1.48%,2.69%,2.89%,38.64%,38.64%,0,2.27%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/5/2020,1.909,50,,,,,,,,,,2.39%,1.909,50,45.70,3.079,07,1.698,59,2.017,49,15%,61%,1.48%,2.69%,2.93%,40.46%,40.46%,0,2.27%,-9.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/8/2020,1.892,00,,,,,,,,,,2.42%,1.892,00,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.95%,41.75%,41.75%,0,2.27%,-9.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/9/2020,1.866,00,,,,,,,,,,2.45%,1.866,00,45.70,3.079,07,1.698,59,2.017,49,12%,65%,1.48%,2.69%,3.00%,43.73%,43.73%,0,2.27%,-11.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/10/2020,1.881,00,,,,,,,,,,2.43%,1.881,00,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.97%,42.58%,42.58%,0,2.27%,-10.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/11/2020,1.836,00,,,,,,,,,,2.49%,1.836,00,45.70,3.079,07,1.698,59,2.017,49,10%,68%,1.48%,2.69%,3.04%,46.08%,46.08%,0,2.27%,-12.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/12/2020,1.834,00,,,,,,,,,,2.49%,1.834,00,45.70,3.079,07,1.698,59,2.017,49,10%,68%,1.48%,2.69%,3.05%,46.24%,46.24%,0,2.27%,-12.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/15/2020,1.831,50,,,,,,,,,,2.50%,1.831,50,45.70,3.079,07,1.698,59,2.017,49,10%,68%,1.48%,2.69%,3.05%,46.44%,46.44%,0,2.27%,-12.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/16/2020,1.882,50,,,,,,,,,,2.43%,1.882,50,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.97%,42.47%,42.47%,0,2.27%,-10.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/17/2020,1.898,00,,,,,,,,,,2.41%,1.898,00,45.70,3.079,07,1.698,59,2.017,49,14%,62%,1.48%,2.69%,2.95%,41.31%,41.31%,0,2.27%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/18/2020,1.884,50,,,,,,,,,,2.43%,1.884,50,45.70,3.079,07,1.698,59,2.017,49,13%,63%,1.48%,2.69%,2.97%,42.32%,42.32%,0,2.27%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/19/2020,1.915,00,,,,,,,,,,2.39%,1.915,00,45.70,3.079,07,1.698,59,2.017,49,16%,61%,1.48%,2.69%,2.92%,40.05%,40.05%,0,2.27%,-8.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/22/2020,1.906,00,,,,,,,,,,2.40%,1.906,00,45.70,3.079,07,1.698,59,2.017,49,15%,62%,1.48%,2.69%,2.93%,40.71%,40.71%,0,2.27%,-9.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/23/2020,1.919,50,,,,,,,,,,2.38%,1.919,50,45.70,3.079,07,1.698,59,2.017,49,16%,60%,1.48%,2.69%,2.91%,39.72%,39.72%,0,2.27%,-8.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/24/2020,1.858,50,,,,,,,,,,2.46%,1.858,50,45.70,3.079,07,1.698,59,2.017,49,12%,66%,1.48%,2.69%,3.01%,44.31%,44.31%,0,2.27%,-11.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/25/2020,1.873,00,,,,,,,,,,2.44%,1.873,00,45.70,3.079,07,1.698,59,2.017,49,13%,64%,1.48%,2.69%,2.98%,43.19%,43.19%,0,2.27%,-10.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/26/2020,1.893,00,,,,,,,,,,2.41%,1.893,00,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.95%,41.68%,41.68%,0,2.27%,-9.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/29/2020,1.903,50,,,,,,,,,,2.40%,1.903,50,45.70,3.079,07,1.698,59,2.017,49,15%,62%,1.48%,2.69%,2.94%,40.90%,40.90%,0,2.27%,-9.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/30/2020,1.870,00,,,,,,,,,,2.44%,1.870,00,45.70,3.079,07,1.698,59,2.017,49,12%,65%,1.48%,2.69%,2.99%,43.42%,43.42%,0,2.27%,-10.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/1/2020,1.868,50,,,,,,,,,,2.45%,1.868,50,45.70,3.079,07,1.698,59,2.017,49,12%,65%,1.48%,2.69%,2.99%,43.54%,43.54%,0,2.27%,-10.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/2/2020,1.871,50,,,,,,,,,,2.44%,1.871,50,45.70,3.079,07,1.698,59,2.017,49,13%,65%,1.48%,2.69%,2.99%,43.31%,43.31%,0,2.27%,-10.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/3/2020,1.848,50,,,,,,,,,,2.47%,1.848,50,45.70,3.079,07,1.698,59,2.017,49,11%,67%,1.48%,2.69%,3.02%,45.09%,45.09%,0,2.27%,-11.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/6/2020,1.888,00,,,,,,,,,,2.42%,1.888,00,45.70,3.079,07,1.698,59,2.017,49,14%,63%,1.48%,2.69%,2.96%,42.06%,42.06%,0,2.27%,-10.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/7/2020,1.858,50,,,,,,,,,,2.46%,1.858,50,45.70,3.079,07,1.698,59,2.017,49,12%,66%,1.48%,2.69%,3.01%,44.31%,44.31%,0,2.27%,-11.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/8/2020,1.839,50,,,,,,,,,,2.48%,1.839,50,45.70,3.079,07,1.698,59,2.017,49,10%,67%,1.48%,2.69%,3.04%,45.80%,45.80%,0,2.27%,-12.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/9/2020,1.807,00,,,,,,,,,,2.53%,1.807,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.09%,48.42%,48.42%,0,2.27%,-13.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/10/2020,1.810,00,,,,,,,,,,2.52%,1.810,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.09%,48.18%,48.18%,0,2.27%,-13.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/13/2020,1.813,00,,,,,,,,,,2.52%,1.813,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.08%,47.93%,47.93%,0,2.27%,-13.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/14/2020,1.789,00,,,,,,,,,,2.55%,1.789,00,45.70,3.079,07,1.698,59,2.017,49,7%,72%,1.48%,2.69%,3.12%,49.92%,49.92%,0,2.27%,-14.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/15/2020,1.820,50,,,,,,,,,,2.51%,1.820,50,45.70,3.079,07,1.698,59,2.017,49,9%,69%,1.48%,2.69%,3.07%,47.32%,47.32%,0,2.27%,-13.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/16/2020,1.799,00,,,,,,,,,,2.54%,1.799,00,45.70,3.079,07,1.698,59,2.017,49,7%,71%,1.48%,2.69%,3.11%,49.08%,49.08%,0,2.27%,-14.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/17/2020,1.811,00,,,,,,,,,,2.52%,1.811,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.09%,48.09%,48.09%,0,2.27%,-13.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/20/2020,1.786,00,,,,,,,,,,2.56%,1.786,00,45.70,3.079,07,1.698,59,2.017,49,6%,72%,1.48%,2.69%,3.13%,50.17%,50.17%,0,2.27%,-14.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/21/2020,1.782,00,,,,,,,,,,2.56%,1.782,00,45.70,3.079,07,1.698,59,2.017,49,6%,73%,1.48%,2.69%,3.14%,50.51%,50.51%,0,2.27%,-15.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/22/2020,1.764,50,,,,,,,,,,2.59%,1.764,50,45.70,3.079,07,1.698,59,2.017,49,5%,75%,1.48%,2.69%,3.17%,52.00%,52.00%,0,2.27%,-15.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/23/2020,1.700,00,,,,,,,,,,2.69%,1.700,00,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.29%,57.76%,57.76%,0,2.27%,-19.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/24/2020,1.671,00,,,,,,,,,,2.73%,1.671,00,45.70,3.079,07,1.698,59,2.017,49,-2%,84%,1.48%,2.69%,3.35%,60.50%,60.50%,0,2.27%,-20.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/27/2020,1.681,50,,,,,,,,,,2.72%,1.681,50,45.70,3.079,07,1.698,59,2.017,49,-1%,83%,1.48%,2.69%,3.32%,59.50%,59.50%,0,2.27%,-19.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/28/2020,1.690,00,,,,,,,,,,2.70%,1.690,00,45.70,3.079,07,1.698,59,2.017,49,-1%,82%,1.48%,2.69%,3.31%,58.70%,58.70%,0,2.27%,-19.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/29/2020,1.681,50,,,,,,,,,,2.72%,1.681,50,45.70,3.079,07,1.698,59,2.017,49,-1%,83%,1.48%,2.69%,3.32%,59.50%,59.50%,0,2.27%,-19.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/30/2020,1.639,50,,,,,,,,,,2.79%,1.639,50,45.70,3.079,07,1.698,59,2.017,49,-4%,88%,1.48%,2.69%,3.41%,63.59%,63.59%,0,2.27%,-21.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/31/2020,1.615,00,,,,,,,,,,2.83%,1.615,00,45.70,3.079,07,1.698,59,2.017,49,-6%,91%,1.48%,2.69%,3.46%,66.07%,66.07%,0,2.27%,-23.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/3/2020,1.668,00,,,,,,,,,,2.74%,1.668,00,45.70,3.079,07,1.698,59,2.017,49,-2%,85%,1.48%,2.69%,3.35%,60.79%,60.79%,0,2.27%,-20.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/4/2020,1.633,50,,,,,,,,,,2.80%,1.633,50,45.70,3.079,07,1.698,59,2.017,49,-5%,88%,1.48%,2.69%,3.42%,64.19%,64.19%,0,2.27%,-22.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/5/2020,1.670,00,,,,,,,,,,2.74%,1.670,00,45.70,3.079,07,1.698,59,2.017,49,-2%,84%,1.48%,2.69%,3.35%,60.60%,60.60%,0,2.27%,-20.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/6/2020,1.679,00,,,,,,,,,,2.72%,1.679,00,45.70,3.079,07,1.698,59,2.017,49,-1%,83%,1.48%,2.69%,3.33%,59.74%,59.74%,0,2.27%,-20.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/7/2020,1.703,00,,,,,,,,,,2.68%,1.703,00,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.28%,57.49%,57.49%,0,2.27%,-18.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/10/2020,1.693,00,,,,,,,,,,2.70%,1.693,00,45.70,3.079,07,1.698,59,2.017,49,0%,82%,1.48%,2.69%,3.30%,58.42%,58.42%,0,2.27%,-19.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/11/2020,1.726,00,,,,,,,,,,2.65%,1.726,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.24%,55.39%,55.39%,0,2.27%,-17.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/12/2020,1.776,50,,,,,,,,,,2.57%,1.776,50,45.70,3.079,07,1.698,59,2.017,49,6%,73%,1.48%,2.69%,3.15%,50.97%,50.97%,0,2.27%,-15.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/13/2020,1.767,00,,,,,,,,,,2.59%,1.767,00,45.70,3.079,07,1.698,59,2.017,49,5%,74%,1.48%,2.69%,3.16%,51.78%,51.78%,0,2.27%,-15.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/14/2020,1.722,00,,,,,,,,,,2.65%,1.722,00,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.75%,55.75%,0,2.27%,-17.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/17/2020,1.736,50,,,,,,,,,,2.63%,1.736,50,45.70,3.079,07,1.698,59,2.017,49,3%,77%,1.48%,2.69%,3.22%,54.45%,54.45%,0,2.27%,-17.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/18/2020,1.721,50,,,,,,,,,,2.65%,1.721,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.79%,55.79%,0,2.27%,-17.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/19/2020,1.740,00,,,,,,,,,,2.63%,1.740,00,45.70,3.079,07,1.698,59,2.017,49,3%,77%,1.48%,2.69%,3.21%,54.14%,54.14%,0,2.27%,-17.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/20/2020,1.721,50,,,,,,,,,,2.65%,1.721,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.79%,55.79%,0,2.27%,-17.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/21/2020,1.728,00,,,,,,,,,,2.64%,1.728,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.23%,55.21%,55.21%,0,2.27%,-17.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/24/2020,1.753,00,,,,,,,,,,2.61%,1.753,00,45.70,3.079,07,1.698,59,2.017,49,4%,76%,1.48%,2.69%,3.19%,52.99%,52.99%,0,2.27%,-16.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/25/2020,1.733,00,,,,,,,,,,2.64%,1.733,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.23%,54.76%,54.76%,0,2.27%,-17.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/26/2020,1.722,00,,,,,,,,,,2.65%,1.722,00,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.75%,55.75%,0,2.27%,-17.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/27/2020,1.719,50,,,,,,,,,,2.66%,1.719,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.98%,55.98%,0,2.27%,-18.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/28/2020,1.702,50,,,,,,,,,,2.68%,1.702,50,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.28%,57.53%,57.53%,0,2.27%,-18.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/31/2020,,,,,,,,,,,2.68%,1.702,50,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.28%,57.53%,57.53%,0,2.27%,-18.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/1/2020,1.666,50,,,,,,,,,,2.74%,1.666,50,45.70,3.079,07,1.698,59,2.017,49,-2%,85%,1.48%,2.69%,3.35%,60.94%,60.94%,0,2.27%,-20.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/2/2020,1.724,50,,,,,,,,,,2.65%,1.724,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.24%,55.52%,55.52%,0,2.27%,-17.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/3/2020,1.717,50,,,,,,,,,,2.66%,1.717,50,45.70,3.079,07,1.698,59,2.017,49,1%,79%,1.48%,2.69%,3.25%,56.16%,56.16%,0,2.27%,-18.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/4/2020,1.694,50,,,,,,,,,,2.70%,1.694,50,45.70,3.079,07,1.698,59,2.017,49,0%,82%,1.48%,2.69%,3.30%,58.28%,58.28%,0,2.27%,-19.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/7/2020,1.744,00,,,,,,,,,,2.62%,1.744,00,45.70,3.079,07,1.698,59,2.017,49,3%,77%,1.48%,2.69%,3.21%,53.78%,53.78%,0,2.27%,-16.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/8/2020,1.761,50,,,,,,,,,,2.59%,1.761,50,45.70,3.079,07,1.698,59,2.017,49,5%,75%,1.48%,2.69%,3.17%,52.26%,52.26%,0,2.27%,-16.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/9/2020,1.790,00,,,,,,,,,,2.55%,1.790,00,45.70,3.079,07,1.698,59,2.017,49,7%,72%,1.48%,2.69%,3.12%,49.83%,49.83%,0,2.27%,-14.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/10/2020,1.790,00,,,,,,,,,,2.55%,1.790,00,45.70,3.079,07,1.698,59,2.017,49,7%,72%,1.48%,2.69%,3.12%,49.83%,49.83%,0,2.27%,-14.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/11/2020,1.799,50,,,,,,,,,,2.54%,1.799,50,45.70,3.079,07,1.698,59,2.017,49,7%,71%,1.48%,2.69%,3.11%,49.04%,49.04%,0,2.27%,-14.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/14/2020,1.796,00,,,,,,,,,,2.54%,1.796,00,45.70,3.079,07,1.698,59,2.017,49,7%,71%,1.48%,2.69%,3.11%,49.33%,49.33%,0,2.27%,-14.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/15/2020,1.807,00,,,,,,,,,,2.53%,1.807,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.09%,48.42%,48.42%,0,2.27%,-13.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/16/2020,1.803,00,,,,,,,,,,2.53%,1.803,00,45.70,3.079,07,1.698,59,2.017,49,8%,71%,1.48%,2.69%,3.10%,48.75%,48.75%,0,2.27%,-14.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/17/2020,1.789,00,,,,,,,,,,2.55%,1.789,00,45.70,3.079,07,1.698,59,2.017,49,7%,72%,1.48%,2.69%,3.12%,49.92%,49.92%,0,2.27%,-14.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/18/2020,1.800,00,,,,,,,,,,2.54%,1.800,00,45.70,3.079,07,1.698,59,2.017,49,7%,71%,1.48%,2.69%,3.11%,49.00%,49.00%,0,2.27%,-14.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/21/2020,1.712,00,,,,,,,,,,2.67%,1.712,00,45.70,3.079,07,1.698,59,2.017,49,1%,80%,1.48%,2.69%,3.27%,56.66%,56.66%,0,2.27%,-18.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/22/2020,1.697,50,,,,,,,,,,2.69%,1.697,50,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.29%,58.00%,58.00%,0,2.27%,-19.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/23/2020,1.746,00,,,,,,,,,,2.62%,1.746,00,45.70,3.079,07,1.698,59,2.017,49,3%,76%,1.48%,2.69%,3.20%,53.61%,53.61%,0,2.27%,-16.82%,,,,,,,,,,,,
