,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,REL LN,RELX PLC,,,,,,,,,,36%,40%,$2.682,00,$   2.077,71,$  2.467,79,$       4.135,00,$  3.766,30,3.08%,1.48%,2.21%,4.96%,138.19%,151.81%,122%,,,,,,,NO,,,2.88%,1.36%,1.52%,0.02%,76
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,RELX PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.69%,11/10/2017,,,,,,,,,,$  2.467,79,-8%,2.08%,$  3.766,30,$   1.436,97,$        1.126,00,$   1.209,83,1.35%,2.69%,2.27%,1.35%,-35.14%,-35.14%,-16%,,,,5Y CAGR,3.22%,,RELX PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.56%,,RELX PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,RELX PLC - Rating: 36% - Upside: 40%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2020,9/24/2020,1.696,50,,,,,,,,,,2.69%,1.696,50,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.30%,58.09%,58.09%,0,2.27%,-19.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/25/2020,1.733,00,,,,,,,,,,2.64%,1.733,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.23%,54.76%,54.76%,0,2.27%,-17.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/28/2020,1.736,00,,,,,,,,,,2.63%,1.736,00,45.70,3.079,07,1.698,59,2.017,49,3%,77%,1.48%,2.69%,3.22%,54.49%,54.49%,0,2.27%,-17.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/29/2020,1.723,50,,,,,,,,,,2.65%,1.723,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.24%,55.61%,55.61%,0,2.27%,-17.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/30/2020,1.726,00,,,,,,,,,,2.65%,1.726,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.24%,55.39%,55.39%,0,2.27%,-17.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/1/2020,1.722,50,,,,,,,,,,2.65%,1.722,50,45.70,3.079,07,1.698,59,2.017,49,2%,79%,1.48%,2.69%,3.25%,55.70%,55.70%,0,2.27%,-17.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/2/2020,1.747,00,,,,,,,,,,2.62%,1.747,00,45.70,3.079,07,1.698,59,2.017,49,4%,76%,1.48%,2.69%,3.20%,53.52%,53.52%,0,2.27%,-16.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/5/2020,1.758,50,,,,,,,,,,2.60%,1.758,50,45.70,3.079,07,1.698,59,2.017,49,4%,75%,1.48%,2.69%,3.18%,52.52%,52.52%,0,2.27%,-16.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/6/2020,1.727,00,,,,,,,,,,2.65%,1.727,00,45.70,3.079,07,1.698,59,2.017,49,2%,78%,1.48%,2.69%,3.24%,55.30%,55.30%,0,2.27%,-17.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/7/2020,1.676,00,,,,,,,,,,2.73%,1.676,00,45.70,3.079,07,1.698,59,2.017,49,-2%,84%,1.48%,2.69%,3.34%,60.02%,60.02%,0,2.27%,-20.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/8/2020,1.681,50,,,,,,,,,,2.72%,1.681,50,45.70,3.079,07,1.698,59,2.017,49,-1%,83%,1.48%,2.69%,3.32%,59.50%,59.50%,0,2.27%,-19.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/9/2020,1.693,00,,,,,,,,,,2.70%,1.693,00,45.70,3.079,07,1.698,59,2.017,49,0%,82%,1.48%,2.69%,3.30%,58.42%,58.42%,0,2.27%,-19.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/12/2020,1.697,50,,,,,,,,,,2.69%,1.697,50,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.29%,58.00%,58.00%,0,2.27%,-19.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/13/2020,1.708,50,,,,,,,,,,2.67%,1.708,50,45.70,3.079,07,1.698,59,2.017,49,1%,80%,1.48%,2.69%,3.27%,56.98%,56.98%,0,2.27%,-18.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/14/2020,1.687,50,,,,,,,,,,2.71%,1.687,50,45.70,3.079,07,1.698,59,2.017,49,-1%,82%,1.48%,2.69%,3.31%,58.93%,58.93%,0,2.27%,-19.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/15/2020,1.651,50,,,,,,,,,,2.77%,1.651,50,45.70,3.079,07,1.698,59,2.017,49,-3%,86%,1.48%,2.69%,3.38%,62.40%,62.40%,0,2.27%,-21.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/16/2020,1.710,50,,,,,,,,,,2.67%,1.710,50,45.70,3.079,07,1.698,59,2.017,49,1%,80%,1.48%,2.69%,3.27%,56.80%,56.80%,0,2.27%,-18.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/19/2020,1.681,50,,,,,,,,,,2.72%,1.681,50,45.70,3.079,07,1.698,59,2.017,49,-1%,83%,1.48%,2.69%,3.32%,59.50%,59.50%,0,2.27%,-19.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/20/2020,1.703,00,,,,,,,,,,2.68%,1.703,00,45.70,3.079,07,1.698,59,2.017,49,0%,81%,1.48%,2.69%,3.28%,57.49%,57.49%,0,2.27%,-18.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/21/2020,1.653,00,,,,,,,,,,2.76%,1.653,00,45.70,3.079,07,1.698,59,2.017,49,-3%,86%,1.48%,2.69%,3.38%,62.25%,62.25%,0,2.27%,-21.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/22/2020,1.636,50,,,,,,,,,,2.79%,1.636,50,45.70,3.079,07,1.698,59,2.017,49,-4%,88%,1.48%,2.69%,3.42%,63.89%,63.89%,0,2.27%,-22.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/23/2020,1.635,00,,,,,,,,,,2.80%,1.635,00,45.70,3.079,07,1.698,59,2.017,49,-5%,88%,1.48%,2.69%,3.42%,64.04%,64.04%,0,2.27%,-22.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/26/2020,1.607,00,,,,,,,,,,2.84%,1.607,00,45.70,3.079,07,1.698,59,2.017,49,-7%,92%,1.48%,2.69%,3.48%,66.89%,66.89%,0,2.27%,-23.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/27/2020,1.603,00,,,,,,,,,,2.85%,1.603,00,45.70,3.079,07,1.698,59,2.017,49,-7%,92%,1.48%,2.69%,3.49%,67.31%,67.31%,0,2.27%,-23.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/28/2020,1.565,00,,,,,,,,,,2.92%,1.565,00,45.70,3.079,07,1.698,59,2.017,49,-10%,97%,1.48%,2.69%,3.57%,71.37%,71.37%,0,2.27%,-25.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/29/2020,1.540,50,,,,,,,,,,2.97%,1.540,50,45.70,3.079,07,1.698,59,2.017,49,-11%,100%,1.48%,2.69%,3.63%,74.10%,74.10%,0,2.27%,-26.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/30/2020,1.527,50,,,,,,,,,,2.99%,1.527,50,45.70,3.079,07,1.698,59,2.017,49,-12%,102%,1.48%,2.69%,3.66%,75.58%,75.58%,0,2.27%,-27.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/2/2020,1.568,50,,,,,,,,,,2.91%,1.568,50,45.70,3.079,07,1.698,59,2.017,49,-9%,96%,1.48%,2.69%,3.56%,70.99%,70.99%,0,2.27%,-25.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/3/2020,1.623,50,,,,,,,,,,2.81%,1.623,50,45.70,3.079,07,1.698,59,2.017,49,-5%,90%,1.48%,2.69%,3.44%,65.20%,65.20%,0,2.27%,-22.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/4/2020,1.623,00,,,,,,,,,,2.82%,1.623,00,45.70,3.079,07,1.698,59,2.017,49,-5%,90%,1.48%,2.69%,3.44%,65.25%,65.25%,0,2.27%,-22.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/5/2020,1.677,50,,,,,,,,,,2.72%,1.677,50,45.70,3.079,07,1.698,59,2.017,49,-2%,84%,1.48%,2.69%,3.33%,59.88%,59.88%,0,2.27%,-20.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/6/2020,1.676,00,,,,,,,,,,2.73%,1.676,00,45.70,3.079,07,1.698,59,2.017,49,-2%,84%,1.48%,2.69%,3.34%,60.02%,60.02%,0,2.27%,-20.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/9/2020,1.836,50,,,,,,,,,,2.49%,1.836,50,45.70,3.079,07,1.698,59,2.017,49,10%,68%,1.48%,2.69%,3.04%,46.04%,46.04%,0,2.27%,-12.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/10/2020,1.803,00,,,,,,,,,,2.53%,1.803,00,45.70,3.079,07,1.698,59,2.017,49,8%,71%,1.48%,2.69%,3.10%,48.75%,48.75%,0,2.27%,-14.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/11/2020,1.808,00,,,,,,,,,,2.53%,1.808,00,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.09%,48.34%,48.34%,0,2.27%,-13.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/12/2020,1.815,50,,,,,,,,,,2.52%,1.815,50,45.70,3.079,07,1.698,59,2.017,49,8%,70%,1.48%,2.69%,3.08%,47.73%,47.73%,0,2.27%,-13.51%,,,,,,,,,,,,
