,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,RIO LN,Rio Tinto GBP,,,,,,,,,,90%,6%,$6.832,00,$  3.042,49,$  8.563,94,$      8.308,00,$  12.150,18,11.78%,4.35%,6.55%,20.48%,333.09%,382.36%,156%,,,,,,,NO,,,11.26%,3.47%,7.79%,0.10%,78
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,-0.74%,,Rio Tinto GBP - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,10.38%,11/10/2017,,,,,,,,,,$   5.120,03,-25%,4.62%,$   7.264,10,$   1.750,72,$       1.577,50,$   1.040,33,3.28%,10.38%,6.17%,3.89%,-17.77%,-17.77%,-9%,,,,5Y CAGR,-8.51%,,Rio Tinto GBP - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,11.33%,,Rio Tinto GBP - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Rio Tinto GBP - Rating: 90% - Upside: 6%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,3/10/2016,1.957,00,,,11/30/2015,,11/30/2015,,,,,5.52%,1.957,00,108.01,2.483,85,1.040,33,1.750,72,64%,27%,4.35%,10.38%,16.51%,249.11%,288.82%,777.23,6.17%,-12.52%,,,,,1/1/2015,2015,,48,8.27%,18,2265,0.67%
,,,,,,,,,,,,,,,,,,2016,3/11/2016,2.000,00,,,12/7/2015,,12/7/2015,,,,,5.40%,2.000,00,108.01,2.483,85,1.040,33,1.750,72,66%,24%,4.35%,10.38%,16.15%,241.60%,280.46%,777.23,6.17%,-10.59%,,,,,1/1/2016,2016,,49,8.37%,13,2278,0.48%
,,,,,,,,,,,,,,,,,,2016,3/14/2016,2.001,50,,,12/14/2015,,12/14/2015,,,,,5.40%,2.001,50,108.01,2.483,85,1.040,33,1.750,72,67%,24%,4.35%,10.38%,16.14%,241.34%,280.18%,777.23,6.17%,-10.53%,,,,,1/1/2017,2017,,50,8.47%,13,2291,0.48%
,,,,,,,,,,,,,,,,,,2016,3/15/2016,1.921,50,,,12/21/2015,,12/21/2015,,,,,5.62%,1.921,50,108.01,2.483,85,1.040,33,1.750,72,61%,29%,4.35%,10.38%,16.81%,255.56%,296.00%,777.23,6.17%,-14.10%,,,,,1/1/2018,2018,,51,8.57%,13,2304,0.48%
,,,,,,,,,,,,,,,,,,2016,3/16/2016,1.929,50,,,12/29/2015,,12/28/2015,,,,,5.60%,1.929,50,108.01,2.483,85,1.040,33,1.750,72,62%,29%,4.35%,10.38%,16.74%,254.08%,294.36%,777.23,6.17%,-13.75%,,,,,1/1/2019,2019,,52,8.67%,19,2323,0.70%
,,,,,,,,,,,,,,,,,,2016,3/17/2016,2.034,00,,,1/4/2016,,1/4/2016,,,,,5.31%,2.034,00,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.88%,235.89%,274.10%,777.23,6.17%,-9.07%,,,,,1/1/2020,2020,,53,8.77%,9,2332,0.33%
,,,,,,,,,,,,,,,,,,2016,3/18/2016,2.015,00,,,1/11/2016,,1/11/2016,,,,,5.36%,2.015,00,108.01,2.483,85,1.040,33,1.750,72,68%,23%,4.35%,10.38%,16.03%,239.06%,277.63%,777.23,6.17%,-9.92%,,,,,,,,54,8.87%,7,2339,0.26%
,,,,,,,,,,,,,,,,,,2016,3/21/2016,2.014,00,,,1/18/2016,,1/19/2016,,,,,5.36%,2.014,00,108.01,2.483,85,1.040,33,1.750,72,67%,23%,4.35%,10.38%,16.04%,239.23%,277.82%,777.23,6.17%,-9.97%,,,,,,,,55,8.97%,12,2351,0.44%
,,,,,,,,,,,,,,,,,,2016,3/22/2016,1.993,00,,,1/25/2016,,1/25/2016,,,,,5.42%,1.993,00,108.01,2.483,85,1.040,33,1.750,72,66%,25%,4.35%,10.38%,16.21%,242.80%,281.80%,777.23,6.17%,-10.91%,,,,,,,,56,9.07%,23,2374,0.85%
,,,,,,,,,,,,,,,,,,2016,3/23/2016,1.969,00,,,2/1/2016,,2/1/2016,,,,,5.49%,1.969,00,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.41%,246.98%,286.45%,777.23,6.17%,-11.98%,,,,,,80%,,57,9.17%,23,2397,0.85%
,,,,,,,,,,,,,,,,,,2016,3/24/2016,1.937,50,,,2/8/2016,,2/8/2016,,,,,5.57%,1.937,50,108.01,2.483,85,1.040,33,1.750,72,62%,28%,4.35%,10.38%,16.67%,252.62%,292.73%,777.23,6.17%,-13.39%,,,,,,81%,,58,9.27%,21,2418,0.78%
,,,,,,,,,,,,,,,,,,2016,3/29/2016,1.863,00,,,2/15/2016,,2/16/2016,,,,,5.80%,1.863,00,108.01,2.483,85,1.040,33,1.750,72,57%,33%,4.35%,10.38%,17.34%,266.72%,308.44%,777.23,6.17%,-16.72%,,,,,,82%,,59,9.37%,19,2437,0.70%
,,,,,,,,,,,,,,,,,,2016,3/30/2016,1.973,00,,,2/22/2016,,2/22/2016,,,,,5.47%,1.973,00,108.01,2.483,85,1.040,33,1.750,72,65%,26%,4.35%,10.38%,16.37%,246.27%,285.67%,777.23,6.17%,-11.80%,,,,,,83%,,60,9.47%,10,2447,0.37%
,,,,,,,,,,,,,,,,,,2016,3/31/2016,1.955,50,,,2/29/2016,,2/29/2016,,,,,5.52%,1.955,50,108.01,2.483,85,1.040,33,1.750,72,63%,27%,4.35%,10.38%,16.52%,249.37%,289.12%,777.23,6.17%,-12.58%,,,,,,84%,,61,9.57%,9,2456,0.33%
,,,,,,,,,,,,,,,,,,2016,4/1/2016,1.943,00,,,3/7/2016,,3/7/2016,,,,,5.56%,1.943,00,108.01,2.483,85,1.040,33,1.750,72,63%,28%,4.35%,10.38%,16.62%,251.62%,291.62%,777.23,6.17%,-13.14%,,,,,,85%,,62,9.67%,12,2468,0.44%
,,,,,,,,,,,,,,,,,,2016,4/4/2016,1.975,50,,,3/14/2016,,3/14/2016,,,,,5.47%,1.975,50,108.01,2.483,85,1.040,33,1.750,72,65%,26%,4.35%,10.38%,16.35%,245.84%,285.18%,777.23,6.17%,-11.69%,,,,,,86%,,63,9.77%,23,2491,0.85%
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.927,50,,,3/21/2016,,3/21/2016,,,,,5.60%,1.927,50,108.01,2.483,85,1.040,33,1.750,72,61%,29%,4.35%,10.38%,16.76%,254.45%,294.77%,777.23,6.17%,-13.84%,,,,,,87%,,64,9.87%,7,2498,0.26%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.934,50,,,3/29/2016,,3/28/2016,,,,,5.58%,1.934,50,108.01,2.483,85,1.040,33,1.750,72,62%,28%,4.35%,10.38%,16.70%,253.17%,293.34%,777.23,6.17%,-13.52%,,,,,,88%,,65,9.97%,10,2508,0.37%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.917,50,,,4/4/2016,,4/4/2016,,,,,5.63%,1.917,50,108.01,2.483,85,1.040,33,1.750,72,61%,30%,4.35%,10.38%,16.85%,256.30%,296.83%,777.23,6.17%,-14.28%,,,,,,89%,,66,10.07%,16,2524,0.59%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,1.987,50,,,4/11/2016,,4/11/2016,,,,,5.43%,1.987,50,108.01,2.483,85,1.040,33,1.750,72,66%,25%,4.35%,10.38%,16.25%,243.75%,282.85%,777.23,6.17%,-11.15%,,,,,,90%,,67,10.17%,15,2539,0.56%
,,,,,,,,,,,,,,,,,,2016,4/11/2016,2.030,50,,,4/18/2016,,4/18/2016,,,,,5.32%,2.030,50,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.91%,236.47%,274.75%,777.23,6.17%,-9.23%,,,,,,91%,,68,10.27%,11,2550,0.41%
,,,,,,,,,,,,,,,,,,2016,4/12/2016,2.086,50,,,4/25/2016,,4/25/2016,,,,,5.18%,2.086,50,108.01,2.483,85,1.040,33,1.750,72,72%,19%,4.35%,10.38%,15.48%,227.44%,264.69%,777.23,6.17%,-6.73%,,,,,,92%,,69,10.37%,14,2564,0.52%
,,,,,,,,,,,,,,,,,,2016,4/13/2016,2.245,00,,,5/3/2016,,5/2/2016,,,,,4.81%,2.245,00,108.01,2.483,85,1.040,33,1.750,72,83%,11%,4.35%,10.38%,14.39%,204.32%,238.94%,777.23,6.17%,0.00%,,,,,,93%,,70,10.47%,11,2575,0.41%
,,,,,,,,,,,,,,,,,,2016,4/14/2016,2.242,50,,,5/9/2016,,5/9/2016,,,,,4.82%,2.242,50,108.01,2.483,85,1.040,33,1.750,72,83%,11%,4.35%,10.38%,14.40%,204.66%,239.32%,777.23,6.17%,-0.11%,,,,,,94%,,71,10.57%,8,2583,0.30%
,,,,,,,,,,,,,,,,,,2016,4/15/2016,2.230,50,,,5/16/2016,,5/16/2016,,,,,4.84%,2.230,50,108.01,2.483,85,1.040,33,1.750,72,82%,11%,4.35%,10.38%,14.48%,206.30%,241.14%,777.23,6.17%,-0.65%,,,,,,95%,,72,10.67%,20,2603,0.74%
,,,,,,,,,,,,,,,,,,2016,4/18/2016,2.268,50,,,5/23/2016,,5/23/2016,,,,,4.76%,2.268,50,108.01,2.483,85,1.040,33,1.750,72,85%,9%,4.35%,10.38%,14.24%,201.17%,235.43%,777.23,6.17%,0.00%,,,,,,96%,,73,10.77%,11,2614,0.41%
,,,,,,,,,,,,,,,,,,2016,4/19/2016,2.333,00,,,5/31/2016,,5/31/2016,,,,,4.63%,2.333,00,108.01,2.483,85,1.040,33,1.750,72,90%,6%,4.35%,10.38%,13.85%,192.84%,226.16%,777.23,6.17%,0.00%,,,,,,97%,,74,10.87%,15,2629,0.56%
,,,,,,,,,,,,,,,,,,2016,4/20/2016,2.423,50,,,6/6/2016,,6/6/2016,,,,,4.46%,2.423,50,108.01,2.483,85,1.040,33,1.750,72,96%,2%,4.35%,10.38%,13.33%,181.91%,213.98%,777.23,6.17%,0.00%,,,,,,98%,,75,10.97%,19,2648,0.70%
,,,,,,,,,,,,,,,,,,2016,4/21/2016,2.404,50,,,6/13/2016,,6/13/2016,,,,,4.49%,2.404,50,108.01,2.483,85,1.040,33,1.750,72,95%,3%,4.35%,10.38%,13.43%,184.13%,216.46%,777.23,6.17%,-0.78%,,,,,,99%,,76,11.07%,16,2664,0.59%
,,,,,,,,,,,,,,,,,,2016,4/22/2016,2.334,50,,,6/20/2016,,6/20/2016,,,,,4.63%,2.334,50,108.01,2.483,85,1.040,33,1.750,72,90%,6%,4.35%,10.38%,13.84%,192.65%,225.95%,777.23,6.17%,-3.67%,,,,,,100%,,77,11.17%,0,2664,0.00%
,,,,,,,,,,,,,,,,,,2016,4/25/2016,2.237,50,,,6/27/2016,,6/27/2016,,,,,4.83%,2.237,50,108.01,2.483,85,1.040,33,1.750,72,83%,11%,4.35%,10.38%,14.44%,205.34%,240.08%,777.23,6.17%,-7.67%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,2.220,50,,,7/4/2016,,7/5/2016,,,,,4.86%,2.220,50,108.01,2.483,85,1.040,33,1.750,72,82%,12%,4.35%,10.38%,14.55%,207.68%,242.68%,777.23,6.17%,-8.38%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,2.234,00,,,7/11/2016,,7/11/2016,,,,,4.83%,2.234,00,108.01,2.483,85,1.040,33,1.750,72,83%,11%,4.35%,10.38%,14.46%,205.82%,240.61%,777.23,6.17%,-7.82%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,2.329,50,,,7/18/2016,,7/18/2016,,,,,4.64%,2.329,50,108.01,2.483,85,1.040,33,1.750,72,89%,7%,4.35%,10.38%,13.87%,193.28%,226.65%,777.23,6.17%,-3.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,2.300,50,,,7/25/2016,,7/25/2016,,,,,4.70%,2.300,50,108.01,2.483,85,1.040,33,1.750,72,87%,8%,4.35%,10.38%,14.04%,196.98%,230.76%,777.23,6.17%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,2.154,50,,,8/1/2016,,8/1/2016,,,,,5.01%,2.154,50,108.01,2.483,85,1.040,33,1.750,72,77%,15%,4.35%,10.38%,14.99%,217.10%,253.18%,777.23,6.17%,-11.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,2.102,00,,,8/8/2016,,8/8/2016,,,,,5.14%,2.102,00,108.01,2.483,85,1.040,33,1.750,72,74%,18%,4.35%,10.38%,15.37%,225.02%,262.00%,777.23,6.17%,-13.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,2.114,50,,,8/15/2016,,8/15/2016,,,,,5.11%,2.114,50,108.01,2.483,85,1.040,33,1.750,72,74%,17%,4.35%,10.38%,15.28%,223.10%,259.86%,777.23,6.17%,-12.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,2.133,50,,,8/22/2016,,8/22/2016,,,,,5.06%,2.133,50,108.01,2.483,85,1.040,33,1.750,72,76%,16%,4.35%,10.38%,15.14%,220.22%,256.65%,777.23,6.17%,-11.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,1.964,50,,,8/30/2016,,8/29/2016,,,,,5.50%,1.964,50,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.44%,247.77%,287.34%,777.23,6.17%,-18.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,2.001,00,,,9/5/2016,,9/6/2016,,,,,5.40%,2.001,00,108.01,2.483,85,1.040,33,1.750,72,67%,24%,4.35%,10.38%,16.14%,241.43%,280.27%,777.23,6.17%,-17.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,2.031,50,,,9/12/2016,,9/12/2016,,,,,5.32%,2.031,50,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.90%,236.30%,274.56%,777.23,6.17%,-16.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,1.972,00,,,9/19/2016,,9/19/2016,,,,,5.48%,1.972,00,108.01,2.483,85,1.040,33,1.750,72,65%,26%,4.35%,10.38%,16.38%,246.45%,285.86%,777.23,6.17%,-18.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,1.992,00,,,9/26/2016,,9/26/2016,,,,,5.42%,1.992,00,108.01,2.483,85,1.040,33,1.750,72,66%,25%,4.35%,10.38%,16.22%,242.97%,281.99%,777.23,6.17%,-17.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,2.012,00,,,10/3/2016,,10/3/2016,,,,,5.37%,2.012,00,108.01,2.483,85,1.040,33,1.750,72,67%,23%,4.35%,10.38%,16.05%,239.56%,278.19%,777.23,6.17%,-16.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,2.034,00,,,10/10/2016,,10/10/2016,,,,,5.31%,2.034,00,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.88%,235.89%,274.10%,777.23,6.17%,-16.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,1.993,50,,,10/17/2016,,10/17/2016,,,,,5.42%,1.993,50,108.01,2.483,85,1.040,33,1.750,72,66%,25%,4.35%,10.38%,16.20%,242.71%,281.70%,777.23,6.17%,-17.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,1.939,50,,,10/24/2016,,10/24/2016,,,,,5.57%,1.939,50,108.01,2.483,85,1.040,33,1.750,72,62%,28%,4.35%,10.38%,16.65%,252.26%,292.33%,777.23,6.17%,-19.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,1.952,50,,,10/31/2016,,10/31/2016,,,,,5.53%,1.952,50,108.01,2.483,85,1.040,33,1.750,72,63%,27%,4.35%,10.38%,16.54%,249.91%,289.72%,777.23,6.17%,-19.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,1.944,00,,,11/7/2016,,11/7/2016,,,,,5.56%,1.944,00,108.01,2.483,85,1.040,33,1.750,72,63%,28%,4.35%,10.38%,16.62%,251.44%,291.42%,777.23,6.17%,-19.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,1.963,00,,,11/14/2016,,11/14/2016,,,,,5.50%,1.963,00,108.01,2.483,85,1.040,33,1.750,72,64%,27%,4.35%,10.38%,16.46%,248.04%,287.63%,777.23,6.17%,-19.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,1.982,50,,,11/21/2016,,11/21/2016,,,,,5.45%,1.982,50,108.01,2.483,85,1.040,33,1.750,72,65%,25%,4.35%,10.38%,16.29%,244.62%,283.82%,777.23,6.17%,-18.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,1.969,00,,,11/28/2016,,11/28/2016,,,,,5.49%,1.969,00,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.41%,246.98%,286.45%,777.23,6.17%,-18.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,1.964,00,,,12/5/2016,,12/5/2016,,,,,5.50%,1.964,00,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.45%,247.86%,287.44%,777.23,6.17%,-18.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,1.942,50,,,12/12/2016,,12/12/2016,,,,,5.56%,1.942,50,108.01,2.483,85,1.040,33,1.750,72,62%,28%,4.35%,10.38%,16.63%,251.71%,291.72%,777.23,6.17%,-19.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,1.868,00,,,12/19/2016,,12/19/2016,,,,,5.78%,1.868,00,108.01,2.483,85,1.040,33,1.750,72,57%,33%,4.35%,10.38%,17.29%,265.74%,307.35%,777.23,6.17%,-22.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,1.865,50,,,12/28/2016,,12/27/2016,,,,,5.79%,1.865,50,108.01,2.483,85,1.040,33,1.750,72,57%,33%,4.35%,10.38%,17.32%,266.23%,307.89%,777.23,6.17%,-23.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,1.895,00,,,1/3/2017,,1/3/2017,,,,,5.70%,1.895,00,108.01,2.483,85,1.040,33,1.750,72,59%,31%,4.35%,10.38%,17.05%,260.53%,301.54%,777.23,6.17%,-21.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,2.015,50,,,1/9/2017,,1/9/2017,,,,,5.36%,2.015,50,108.01,2.483,85,1.040,33,1.750,72,68%,23%,4.35%,10.38%,16.03%,238.97%,277.54%,777.23,6.17%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,2.014,00,,,1/16/2017,,1/17/2017,,,,,5.36%,2.014,00,108.01,2.483,85,1.040,33,1.750,72,67%,23%,4.35%,10.38%,16.04%,239.23%,277.82%,777.23,6.17%,-16.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,2.040,00,,,1/23/2017,,1/23/2017,,,,,5.29%,2.040,00,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.83%,234.90%,273.00%,777.23,6.17%,-15.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,1.967,50,,,1/30/2017,,1/30/2017,,,,,5.49%,1.967,50,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.42%,247.24%,286.75%,777.23,6.17%,-18.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,1.942,00,,,2/6/2017,,2/6/2017,,,,,5.56%,1.942,00,108.01,2.483,85,1.040,33,1.750,72,62%,28%,4.35%,10.38%,16.63%,251.80%,291.82%,777.23,6.17%,-19.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,1.951,50,,,2/13/2017,,2/13/2017,,,,,5.53%,1.951,50,108.01,2.483,85,1.040,33,1.750,72,63%,27%,4.35%,10.38%,16.55%,250.09%,289.92%,777.23,6.17%,-19.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,1.895,50,,,2/20/2017,,2/21/2017,,,,,5.70%,1.895,50,108.01,2.483,85,1.040,33,1.750,72,59%,31%,4.35%,10.38%,17.04%,260.43%,301.44%,777.23,6.17%,-21.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,1.969,50,,,2/27/2017,,2/27/2017,,,,,5.48%,1.969,50,108.01,2.483,85,1.040,33,1.750,72,64%,26%,4.35%,10.38%,16.40%,246.89%,286.35%,777.23,6.17%,-18.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,1.955,00,,,3/6/2017,,3/6/2017,,,,,5.52%,1.955,00,108.01,2.483,85,1.040,33,1.750,72,63%,27%,4.35%,10.38%,16.52%,249.46%,289.22%,777.23,6.17%,-19.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,2.005,50,,,3/13/2017,,3/13/2017,,,,,5.39%,2.005,50,108.01,2.483,85,1.040,33,1.750,72,67%,24%,4.35%,10.38%,16.11%,240.66%,279.42%,777.23,6.17%,-17.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,2.040,50,,,3/20/2017,,3/20/2017,,,,,5.29%,2.040,50,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.83%,234.82%,272.91%,777.23,6.17%,-15.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,2.031,50,,,3/27/2017,,3/27/2017,,,,,5.32%,2.031,50,108.01,2.483,85,1.040,33,1.750,72,69%,22%,4.35%,10.38%,15.90%,236.30%,274.56%,777.23,6.17%,-16.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,2.067,50,,,4/3/2017,,4/3/2017,,,,,5.22%,2.067,50,108.01,2.483,85,1.040,33,1.750,72,71%,20%,4.35%,10.38%,15.62%,230.45%,268.04%,777.23,6.17%,-14.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,2.090,00,,,4/10/2017,,4/10/2017,,,,,5.17%,2.090,00,108.01,2.483,85,1.040,33,1.750,72,73%,19%,4.35%,10.38%,15.46%,226.89%,264.08%,777.23,6.17%,-13.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,2.077,50,,,4/18/2017,,4/17/2017,,,,,5.20%,2.077,50,108.01,2.483,85,1.040,33,1.750,72,72%,20%,4.35%,10.38%,15.55%,228.86%,266.27%,777.23,6.17%,-14.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,2.085,50,,,4/24/2017,,4/24/2017,,,,,5.18%,2.085,50,108.01,2.483,85,1.040,33,1.750,72,72%,19%,4.35%,10.38%,15.49%,227.60%,264.86%,777.23,6.17%,-13.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,2.132,50,,,5/2/2017,,5/1/2017,,,,,5.06%,2.132,50,108.01,2.483,85,1.040,33,1.750,72,76%,16%,4.35%,10.38%,15.15%,220.38%,256.82%,777.23,6.17%,-12.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,2.216,50,,,5/8/2017,,5/8/2017,,,,,4.87%,2.216,50,108.01,2.483,85,1.040,33,1.750,72,81%,12%,4.35%,10.38%,14.57%,208.23%,243.30%,777.23,6.17%,-8.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,2.294,00,,,5/15/2017,,5/15/2017,,,,,4.71%,2.294,00,108.01,2.483,85,1.040,33,1.750,72,87%,8%,4.35%,10.38%,14.08%,197.82%,231.70%,777.23,6.17%,-5.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,2.345,00,,,5/22/2017,,5/22/2017,,,,,4.61%,2.345,00,108.01,2.483,85,1.040,33,1.750,72,90%,6%,4.35%,10.38%,13.77%,191.34%,224.49%,777.23,6.17%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,2.356,00,,,5/30/2017,,5/30/2017,,,,,4.58%,2.356,00,108.01,2.483,85,1.040,33,1.750,72,91%,5%,4.35%,10.38%,13.71%,189.98%,222.97%,777.23,6.17%,-2.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,2.326,50,,,6/5/2017,,6/5/2017,,,,,4.64%,2.326,50,108.01,2.483,85,1.040,33,1.750,72,89%,7%,4.35%,10.38%,13.88%,193.66%,227.07%,777.23,6.17%,-4.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,2.330,00,,,6/12/2017,,6/12/2017,,,,,4.64%,2.330,00,108.01,2.483,85,1.040,33,1.750,72,89%,7%,4.35%,10.38%,13.86%,193.22%,226.58%,777.23,6.17%,-3.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,2.340,00,,,6/19/2017,,6/19/2017,,,,,4.62%,2.340,00,108.01,2.483,85,1.040,33,1.750,72,90%,6%,4.35%,10.38%,13.80%,191.97%,225.18%,777.23,6.17%,-3.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,2.368,00,,,6/26/2017,,6/26/2017,,,,,4.56%,2.368,00,108.01,2.483,85,1.040,33,1.750,72,92%,5%,4.35%,10.38%,13.64%,188.51%,221.34%,777.23,6.17%,-2.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,2.445,00,,,7/3/2017,,7/3/2017,,,,,4.42%,2.445,00,108.01,2.483,85,1.040,33,1.750,72,97%,2%,4.35%,10.38%,13.21%,179.43%,211.22%,777.23,6.17%,0.00%,,,,,,,,,,,,
