,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,RIO LN,Rio Tinto GBP,,,,,,,,,,90%,6%,$6.832,00,$  3.042,49,$  8.563,94,$      8.308,00,$  12.150,18,11.78%,4.35%,6.55%,20.48%,333.09%,382.36%,156%,,,,,,,NO,,,11.26%,3.47%,7.79%,0.10%,78
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,-0.74%,,Rio Tinto GBP - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,10.38%,11/10/2017,,,,,,,,,,$   5.120,03,-25%,4.62%,$   7.264,10,$   1.750,72,$       1.577,50,$   1.040,33,3.28%,10.38%,6.17%,3.89%,-17.77%,-17.77%,-9%,,,,5Y CAGR,-8.51%,,Rio Tinto GBP - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,11.33%,,Rio Tinto GBP - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Rio Tinto GBP - Rating: 90% - Upside: 6%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2020,8/3/2020,4.805,50,,,,,,,,,,6.18%,4.805,50,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.72%,42.17%,42.17%,0,6.17%,-3.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/4/2020,4.772,00,,,,,,,,,,6.23%,4.772,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.77%,43.17%,43.17%,0,6.17%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/5/2020,4.958,00,,,,,,,,,,5.99%,4.958,00,297.21,6.834,78,2.862,67,4.817,43,53%,38%,4.35%,10.38%,6.52%,37.80%,37.80%,0,6.17%,-0.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/6/2020,4.720,00,,,,,,,,,,6.30%,4.720,00,297.21,6.834,78,2.862,67,4.817,43,47%,45%,4.35%,10.38%,6.84%,44.75%,44.75%,0,6.17%,-5.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/7/2020,4.669,50,,,,,,,,,,6.36%,4.669,50,297.21,6.834,78,2.862,67,4.817,43,45%,46%,4.35%,10.38%,6.92%,46.31%,46.31%,0,6.17%,-6.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/10/2020,4.693,00,,,,,,,,,,6.33%,4.693,00,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.88%,45.58%,45.58%,0,6.17%,-5.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/11/2020,4.730,00,,,,,,,,,,6.28%,4.730,00,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.83%,44.44%,44.44%,0,6.17%,-4.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/12/2020,4.838,00,,,,,,,,,,6.14%,4.838,00,297.21,6.834,78,2.862,67,4.817,43,50%,41%,4.35%,10.38%,6.68%,41.22%,41.22%,0,6.17%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/13/2020,4.752,50,,,,,,,,,,6.25%,4.752,50,297.21,6.834,78,2.862,67,4.817,43,48%,44%,4.35%,10.38%,6.80%,43.76%,43.76%,0,6.17%,-4.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/14/2020,4.705,50,,,,,,,,,,6.32%,4.705,50,297.21,6.834,78,2.862,67,4.817,43,46%,45%,4.35%,10.38%,6.86%,45.19%,45.19%,0,6.17%,-5.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/17/2020,4.783,50,,,,,,,,,,6.21%,4.783,50,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.75%,42.82%,42.82%,0,6.17%,-3.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/18/2020,4.797,50,,,,,,,,,,6.20%,4.797,50,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.73%,42.41%,42.41%,0,6.17%,-3.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/19/2020,4.790,50,,,,,,,,,,6.20%,4.790,50,297.21,6.834,78,2.862,67,4.817,43,49%,43%,4.35%,10.38%,6.74%,42.62%,42.62%,0,6.17%,-3.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/20/2020,4.664,00,,,,,,,,,,6.37%,4.664,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.93%,46.48%,46.48%,0,6.17%,-6.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/21/2020,4.686,00,,,,,,,,,,6.34%,4.686,00,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.89%,45.80%,45.80%,0,6.17%,-5.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/24/2020,4.730,50,,,,,,,,,,6.28%,4.730,50,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.83%,44.42%,44.42%,0,6.17%,-4.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/25/2020,4.623,50,,,,,,,,,,6.43%,4.623,50,297.21,6.834,78,2.862,67,4.817,43,44%,48%,4.35%,10.38%,6.99%,47.77%,47.77%,0,6.17%,-7.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/26/2020,4.696,00,,,,,,,,,,6.33%,4.696,00,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.88%,45.49%,45.49%,0,6.17%,-5.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/27/2020,4.609,50,,,,,,,,,,6.45%,4.609,50,297.21,6.834,78,2.862,67,4.817,43,44%,48%,4.35%,10.38%,7.01%,48.22%,48.22%,0,6.17%,-7.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/28/2020,4.635,00,,,,,,,,,,6.41%,4.635,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.97%,47.40%,47.40%,0,6.17%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/31/2020,,,,,,,,,,,6.41%,4.635,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.97%,47.40%,47.40%,0,6.17%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/1/2020,4.655,00,,,,,,,,,,6.38%,4.655,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.94%,46.77%,46.77%,0,6.17%,-6.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/2/2020,4.658,00,,,,,,,,,,6.38%,4.658,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.93%,46.67%,46.67%,0,6.17%,-6.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/3/2020,4.503,00,,,,,,,,,,6.60%,4.503,00,297.21,6.834,78,2.862,67,4.817,43,41%,52%,4.35%,10.38%,7.17%,51.72%,51.72%,0,6.17%,-9.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/4/2020,4.575,50,,,,,,,,,,6.50%,4.575,50,297.21,6.834,78,2.862,67,4.817,43,43%,49%,4.35%,10.38%,7.06%,49.32%,49.32%,0,6.17%,-8.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/7/2020,4.680,50,,,,,,,,,,6.35%,4.680,50,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.90%,45.97%,45.97%,0,6.17%,-5.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/8/2020,4.700,00,,,,,,,,,,6.32%,4.700,00,297.21,6.834,78,2.862,67,4.817,43,46%,45%,4.35%,10.38%,6.87%,45.36%,45.36%,0,6.17%,-5.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/9/2020,4.790,00,,,,,,,,,,6.20%,4.790,00,297.21,6.834,78,2.862,67,4.817,43,49%,43%,4.35%,10.38%,6.74%,42.63%,42.63%,0,6.17%,-3.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/10/2020,4.784,00,,,,,,,,,,6.21%,4.784,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.75%,42.81%,42.81%,0,6.17%,-3.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/11/2020,4.992,00,,,,,,,,,,5.95%,4.992,00,297.21,6.834,78,2.862,67,4.817,43,54%,37%,4.35%,10.38%,6.47%,36.86%,36.86%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/14/2020,5.000,00,,,,,,,,,,5.94%,5.000,00,297.21,6.834,78,2.862,67,4.817,43,54%,37%,4.35%,10.38%,6.46%,36.64%,36.64%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/15/2020,5.135,00,,,,,,,,,,5.79%,5.135,00,297.21,6.834,78,2.862,67,4.817,43,57%,33%,4.35%,10.38%,6.29%,33.05%,33.05%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/16/2020,5.050,00,,,,,,,,,,5.89%,5.050,00,297.21,6.834,78,2.862,67,4.817,43,55%,35%,4.35%,10.38%,6.40%,35.29%,35.29%,0,6.17%,-1.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/17/2020,4.990,00,,,,,,,,,,5.96%,4.990,00,297.21,6.834,78,2.862,67,4.817,43,54%,37%,4.35%,10.38%,6.47%,36.91%,36.91%,0,6.17%,-2.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/18/2020,5.007,00,,,,,,,,,,5.94%,5.007,00,297.21,6.834,78,2.862,67,4.817,43,54%,37%,4.35%,10.38%,6.45%,36.45%,36.45%,0,6.17%,-2.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/21/2020,4.804,00,,,,,,,,,,6.19%,4.804,00,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.72%,42.21%,42.21%,0,6.17%,-6.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/22/2020,4.772,50,,,,,,,,,,6.23%,4.772,50,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.77%,43.15%,43.15%,0,6.17%,-7.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/23/2020,4.778,00,,,,,,,,,,6.22%,4.778,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.76%,42.99%,42.99%,0,6.17%,-6.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/24/2020,4.812,50,,,,,,,,,,6.18%,4.812,50,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.71%,41.96%,41.96%,0,6.17%,-6.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/25/2020,4.733,00,,,,,,,,,,6.28%,4.733,00,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.82%,44.35%,44.35%,0,6.17%,-7.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/28/2020,4.678,50,,,,,,,,,,6.35%,4.678,50,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.90%,46.03%,46.03%,0,6.17%,-8.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/29/2020,4.712,00,,,,,,,,,,6.31%,4.712,00,297.21,6.834,78,2.862,67,4.817,43,47%,45%,4.35%,10.38%,6.86%,44.99%,44.99%,0,6.17%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/30/2020,4.655,50,,,,,,,,,,6.38%,4.655,50,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.94%,46.75%,46.75%,0,6.17%,-9.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/1/2020,4.648,50,,,,,,,,,,6.39%,4.648,50,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.95%,46.97%,46.97%,0,6.17%,-9.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/2/2020,4.694,00,,,,,,,,,,6.33%,4.694,00,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.88%,45.55%,45.55%,0,6.17%,-8.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/5/2020,4.686,50,,,,,,,,,,6.34%,4.686,50,297.21,6.834,78,2.862,67,4.817,43,46%,46%,4.35%,10.38%,6.89%,45.78%,45.78%,0,6.17%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/6/2020,4.652,50,,,,,,,,,,6.39%,4.652,50,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.94%,46.85%,46.85%,0,6.17%,-9.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/7/2020,4.762,00,,,,,,,,,,6.24%,4.762,00,297.21,6.834,78,2.862,67,4.817,43,48%,44%,4.35%,10.38%,6.78%,43.47%,43.47%,0,6.17%,-7.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/8/2020,4.739,50,,,,,,,,,,6.27%,4.739,50,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.82%,44.15%,44.15%,0,6.17%,-7.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/9/2020,4.800,50,,,,,,,,,,6.19%,4.800,50,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.73%,42.32%,42.32%,0,6.17%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/12/2020,4.729,50,,,,,,,,,,6.28%,4.729,50,297.21,6.834,78,2.862,67,4.817,43,47%,45%,4.35%,10.38%,6.83%,44.46%,44.46%,0,6.17%,-7.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/13/2020,4.714,50,,,,,,,,,,6.30%,4.714,50,297.21,6.834,78,2.862,67,4.817,43,47%,45%,4.35%,10.38%,6.85%,44.91%,44.91%,0,6.17%,-8.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/14/2020,4.708,00,,,,,,,,,,6.31%,4.708,00,297.21,6.834,78,2.862,67,4.817,43,46%,45%,4.35%,10.38%,6.86%,45.11%,45.11%,0,6.17%,-8.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/15/2020,4.657,50,,,,,,,,,,6.38%,4.657,50,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.94%,46.69%,46.69%,0,6.17%,-9.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/16/2020,4.646,50,,,,,,,,,,6.40%,4.646,50,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.95%,47.04%,47.04%,0,6.17%,-9.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/19/2020,4.607,00,,,,,,,,,,6.45%,4.607,00,297.21,6.834,78,2.862,67,4.817,43,44%,48%,4.35%,10.38%,7.01%,48.30%,48.30%,0,6.17%,-10.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/20/2020,4.590,00,,,,,,,,,,6.48%,4.590,00,297.21,6.834,78,2.862,67,4.817,43,43%,49%,4.35%,10.38%,7.04%,48.85%,48.85%,0,6.17%,-10.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/21/2020,4.583,00,,,,,,,,,,6.49%,4.583,00,297.21,6.834,78,2.862,67,4.817,43,43%,49%,4.35%,10.38%,7.05%,49.07%,49.07%,0,6.17%,-10.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/22/2020,4.546,50,,,,,,,,,,6.54%,4.546,50,297.21,6.834,78,2.862,67,4.817,43,42%,50%,4.35%,10.38%,7.10%,50.27%,50.27%,0,6.17%,-11.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/23/2020,4.578,00,,,,,,,,,,6.49%,4.578,00,297.21,6.834,78,2.862,67,4.817,43,43%,49%,4.35%,10.38%,7.06%,49.24%,49.24%,0,6.17%,-10.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/26/2020,4.486,50,,,,,,,,,,6.62%,4.486,50,297.21,6.834,78,2.862,67,4.817,43,41%,52%,4.35%,10.38%,7.20%,52.28%,52.28%,0,6.17%,-12.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/27/2020,4.427,00,,,,,,,,,,6.71%,4.427,00,297.21,6.834,78,2.862,67,4.817,43,39%,54%,4.35%,10.38%,7.30%,54.33%,54.33%,0,6.17%,-13.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/28/2020,4.266,00,,,,,,,,,,6.97%,4.266,00,297.21,6.834,78,2.862,67,4.817,43,35%,60%,4.35%,10.38%,7.57%,60.15%,60.15%,0,6.17%,-16.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/29/2020,4.334,00,,,,,,,,,,6.86%,4.334,00,297.21,6.834,78,2.862,67,4.817,43,37%,58%,4.35%,10.38%,7.45%,57.64%,57.64%,0,6.17%,-15.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/30/2020,4.357,00,,,,,,,,,,6.82%,4.357,00,297.21,6.834,78,2.862,67,4.817,43,38%,57%,4.35%,10.38%,7.41%,56.81%,56.81%,0,6.17%,-15.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/2/2020,4.427,50,,,,,,,,,,6.71%,4.427,50,297.21,6.834,78,2.862,67,4.817,43,39%,54%,4.35%,10.38%,7.30%,54.31%,54.31%,0,6.17%,-13.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/3/2020,4.498,50,,,,,,,,,,6.61%,4.498,50,297.21,6.834,78,2.862,67,4.817,43,41%,52%,4.35%,10.38%,7.18%,51.87%,51.87%,0,6.17%,-12.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/4/2020,4.440,50,,,,,,,,,,6.69%,4.440,50,297.21,6.834,78,2.862,67,4.817,43,40%,54%,4.35%,10.38%,7.27%,53.86%,53.86%,0,6.17%,-13.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/5/2020,4.492,50,,,,,,,,,,6.62%,4.492,50,297.21,6.834,78,2.862,67,4.817,43,41%,52%,4.35%,10.38%,7.19%,52.08%,52.08%,0,6.17%,-12.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/6/2020,4.622,00,,,,,,,,,,6.43%,4.622,00,297.21,6.834,78,2.862,67,4.817,43,44%,48%,4.35%,10.38%,6.99%,47.81%,47.81%,0,6.17%,-9.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/9/2020,4.635,00,,,,,,,,,,6.41%,4.635,00,297.21,6.834,78,2.862,67,4.817,43,45%,47%,4.35%,10.38%,6.97%,47.40%,47.40%,0,6.17%,-9.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/10/2020,4.775,50,,,,,,,,,,6.22%,4.775,50,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.76%,43.06%,43.06%,0,6.17%,-7.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/11/2020,4.773,00,,,,,,,,,,6.23%,4.773,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.77%,43.14%,43.14%,0,6.17%,-7.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/12/2020,4.765,00,,,,,,,,,,6.24%,4.765,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.78%,43.38%,43.38%,0,6.17%,-7.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/13/2020,4.732,00,,,,,,,,,,6.28%,4.732,00,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.83%,44.38%,44.38%,0,6.17%,-7.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/16/2020,4.782,00,,,,,,,,,,6.22%,4.782,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.75%,42.87%,42.87%,0,6.17%,-6.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/17/2020,4.747,00,,,,,,,,,,6.26%,4.747,00,297.21,6.834,78,2.862,67,4.817,43,47%,44%,4.35%,10.38%,6.80%,43.92%,43.92%,0,6.17%,-7.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/18/2020,4.797,50,,,,,,,,,,6.20%,4.797,50,297.21,6.834,78,2.862,67,4.817,43,49%,42%,4.35%,10.38%,6.73%,42.41%,42.41%,0,6.17%,-6.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/19/2020,4.716,00,,,,,,,,,,6.30%,4.716,00,297.21,6.834,78,2.862,67,4.817,43,47%,45%,4.35%,10.38%,6.85%,44.87%,44.87%,0,6.17%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/20/2020,4.773,00,,,,,,,,,,6.23%,4.773,00,297.21,6.834,78,2.862,67,4.817,43,48%,43%,4.35%,10.38%,6.77%,43.14%,43.14%,0,6.17%,-7.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/23/2020,4.866,00,,,,,,,,,,6.11%,4.866,00,297.21,6.834,78,2.862,67,4.817,43,50%,40%,4.35%,10.38%,6.64%,40.40%,40.40%,0,6.17%,-5.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/24/2020,5.053,00,,,,,,,,,,5.88%,5.053,00,297.21,6.834,78,2.862,67,4.817,43,55%,35%,4.35%,10.38%,6.39%,35.21%,35.21%,0,6.17%,-1.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/25/2020,4.918,50,,,,,,,,,,6.04%,4.918,50,297.21,6.834,78,2.862,67,4.817,43,52%,39%,4.35%,10.38%,6.57%,38.90%,38.90%,0,6.17%,-4.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/26/2020,4.901,50,,,,,,,,,,6.06%,4.901,50,297.21,6.834,78,2.862,67,4.817,43,51%,39%,4.35%,10.38%,6.59%,39.39%,39.39%,0,6.17%,-4.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/27/2020,4.922,50,,,,,,,,,,6.04%,4.922,50,297.21,6.834,78,2.862,67,4.817,43,52%,39%,4.35%,10.38%,6.56%,38.79%,38.79%,0,6.17%,-4.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/30/2020,4.834,00,,,,,,,,,,6.15%,4.834,00,297.21,6.834,78,2.862,67,4.817,43,50%,41%,4.35%,10.38%,6.68%,41.33%,41.33%,0,6.17%,-5.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/1/2020,4.997,50,,,,,,,,,,5.95%,4.997,50,297.21,6.834,78,2.862,67,4.817,43,54%,37%,4.35%,10.38%,6.46%,36.71%,36.71%,0,6.17%,-2.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/2/2020,5.239,00,,,,,,,,,,5.67%,5.239,00,297.21,6.834,78,2.862,67,4.817,43,60%,30%,4.35%,10.38%,6.17%,30.41%,30.41%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/3/2020,5.381,00,,,,,,,,,,5.52%,5.381,00,297.21,6.834,78,2.862,67,4.817,43,63%,27%,4.35%,10.38%,6.00%,26.97%,26.97%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/4/2020,5.450,00,,,,,,,,,,5.45%,5.450,00,297.21,6.834,78,2.862,67,4.817,43,65%,25%,4.35%,10.38%,5.93%,25.36%,25.36%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/7/2020,5.461,00,,,,,,,,,,5.44%,5.461,00,297.21,6.834,78,2.862,67,4.817,43,65%,25%,4.35%,10.38%,5.92%,25.11%,25.11%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/8/2020,5.444,00,,,,,,,,,,5.46%,5.444,00,297.21,6.834,78,2.862,67,4.817,43,65%,26%,4.35%,10.38%,5.93%,25.50%,25.50%,0,6.17%,-0.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/9/2020,5.369,00,,,,,,,,,,5.54%,5.369,00,297.21,6.834,78,2.862,67,4.817,43,63%,27%,4.35%,10.38%,6.02%,27.25%,27.25%,0,6.17%,-1.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/10/2020,5.525,00,,,,,,,,,,5.38%,5.525,00,297.21,6.834,78,2.862,67,4.817,43,67%,24%,4.35%,10.38%,5.85%,23.66%,23.66%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/11/2020,5.546,00,,,,,,,,,,5.36%,5.546,00,297.21,6.834,78,2.862,67,4.817,43,68%,23%,4.35%,10.38%,5.82%,23.19%,23.19%,0,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/14/2020,5.542,00,,,,,,,,,,5.36%,5.542,00,297.21,6.834,78,2.862,67,4.817,43,67%,23%,4.35%,10.38%,5.83%,23.28%,23.28%,0,6.17%,-0.07%,,,,,,,,,,,,
