,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CKN LN,Clarkson PLC,,,,,,,,,,118%,-7%,$4.782,00,$  2.723,59,$   3.417,35,$      4.962,00,$  4.462,29,3.98%,2.11%,2.76%,5.56%,182.79%,199.23%,129%,,,,,,,NO,,,3.82%,1.95%,1.87%,0.03%,62
,,,,,,,,,,,,,,,,,,2024,12/17/2024,3.950,00,,,,,,,,,,2.38%,3.950,00,94.00,4.462,29,2.723,59,3.417,35,71%,13%,2.11%,3.45%,2.38%,21.06%,21.06%,0,2.75%,-13.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/18/2024,3.905,00,,,,,,,,,,2.41%,3.905,00,94.00,4.462,29,2.723,59,3.417,35,68%,14%,2.11%,3.45%,2.41%,22.46%,22.46%,0,2.75%,-14.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/19/2024,3.920,00,,,,,,,,,,2.40%,3.920,00,94.00,4.462,29,2.723,59,3.417,35,69%,14%,2.11%,3.45%,2.40%,21.99%,21.99%,0,2.75%,-14.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/20/2024,3.905,00,,,,,,,,,,2.41%,3.905,00,94.00,4.462,29,2.723,59,3.417,35,68%,14%,2.11%,3.45%,2.41%,22.46%,22.46%,0,2.75%,-14.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/23/2024,3.930,00,,,,,,,,,,2.39%,3.930,00,94.00,4.462,29,2.723,59,3.417,35,69%,14%,2.11%,3.45%,2.39%,21.68%,21.68%,0,2.75%,-14.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/24/2024,3.940,00,,,,,,,,,,2.39%,3.940,00,94.00,4.462,29,2.723,59,3.417,35,70%,13%,2.11%,3.45%,2.39%,21.37%,21.37%,0,2.75%,-13.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/26/2024,,,,,,,,,,,2.39%,3.940,00,94.00,4.462,29,2.723,59,3.417,35,70%,13%,2.11%,3.45%,2.39%,21.37%,21.37%,0,2.75%,-13.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/27/2024,3.895,00,,,,,,,,,,2.41%,3.895,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.41%,22.77%,22.77%,0,2.75%,-14.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/30/2024,3.885,00,,,,,,,,,,2.42%,3.885,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.42%,23.09%,23.09%,0,2.75%,-14.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/31/2024,3.955,00,,,,,,,,,,2.38%,3.955,00,94.00,4.462,29,2.723,59,3.417,35,71%,13%,2.11%,3.45%,2.38%,20.91%,20.91%,0,2.75%,-13.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/2/2025,3.895,00,,,,,,,,,,2.41%,3.895,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.41%,22.77%,22.77%,0,2.75%,-14.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/3/2025,3.890,00,,,,,,,,,,2.42%,3.890,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.42%,22.93%,22.93%,0,2.75%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/6/2025,3.895,00,,,,,,,,,,2.41%,3.895,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.41%,22.77%,22.77%,0,2.75%,-14.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/7/2025,3.870,00,,,,,,,,,,2.43%,3.870,00,94.00,4.462,29,2.723,59,3.417,35,66%,15%,2.11%,3.45%,2.43%,23.57%,23.57%,0,2.75%,-15.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/8/2025,3.850,00,,,,,,,,,,2.44%,3.850,00,94.00,4.462,29,2.723,59,3.417,35,65%,16%,2.11%,3.45%,2.44%,24.21%,24.21%,0,2.75%,-15.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/9/2025,3.890,00,,,,,,,,,,2.42%,3.890,00,94.00,4.462,29,2.723,59,3.417,35,67%,15%,2.11%,3.45%,2.42%,22.93%,22.93%,0,2.75%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/10/2025,4.275,00,,,,,,,,,,2.20%,4.275,00,94.00,4.462,29,2.723,59,3.417,35,89%,4%,2.11%,3.45%,2.20%,11.86%,11.86%,0,2.75%,-6.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/13/2025,4.200,00,,,,,,,,,,2.24%,4.200,00,94.00,4.462,29,2.723,59,3.417,35,85%,6%,2.11%,3.45%,2.24%,13.86%,13.86%,0,2.75%,-8.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/14/2025,4.185,00,,,,,,,,,,2.25%,4.185,00,94.00,4.462,29,2.723,59,3.417,35,84%,7%,2.11%,3.45%,2.25%,14.27%,14.27%,0,2.75%,-8.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/15/2025,4.260,00,,,,,,,,,,2.21%,4.260,00,94.00,4.462,29,2.723,59,3.417,35,88%,5%,2.11%,3.45%,2.21%,12.25%,12.25%,0,2.75%,-6.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/16/2025,4.375,00,,,,,,,,,,2.15%,4.375,00,94.00,4.462,29,2.723,59,3.417,35,95%,2%,2.11%,3.45%,2.15%,9.30%,9.30%,0,2.75%,-4.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/17/2025,4.440,00,,,,,,,,,,2.12%,4.440,00,94.00,4.462,29,2.723,59,3.417,35,99%,1%,2.11%,3.45%,2.12%,7.70%,7.70%,0,2.75%,-2.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/20/2025,4.275,00,,,,,,,,,,2.20%,4.275,00,94.00,4.462,29,2.723,59,3.417,35,89%,4%,2.11%,3.45%,2.20%,11.86%,11.86%,0,2.75%,-6.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/21/2025,4.265,00,,,,,,,,,,2.20%,4.265,00,94.00,4.462,29,2.723,59,3.417,35,89%,5%,2.11%,3.45%,2.20%,12.12%,12.12%,0,2.75%,-6.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/22/2025,4.270,00,,,,,,,,,,2.20%,4.270,00,94.00,4.462,29,2.723,59,3.417,35,89%,5%,2.11%,3.45%,2.20%,11.99%,11.99%,0,2.75%,-6.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/23/2025,4.240,00,,,,,,,,,,2.22%,4.240,00,94.00,4.462,29,2.723,59,3.417,35,87%,5%,2.11%,3.45%,2.22%,12.78%,12.78%,0,2.75%,-7.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/24/2025,4.215,00,,,,,,,,,,2.23%,4.215,00,94.00,4.462,29,2.723,59,3.417,35,86%,6%,2.11%,3.45%,2.23%,13.45%,13.45%,0,2.75%,-7.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/27/2025,4.165,00,,,,,,,,,,2.26%,4.165,00,94.00,4.462,29,2.723,59,3.417,35,83%,7%,2.11%,3.45%,2.26%,14.81%,14.81%,0,2.75%,-8.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/28/2025,4.220,00,,,,,,,,,,2.23%,4.220,00,94.00,4.462,29,2.723,59,3.417,35,86%,6%,2.11%,3.45%,2.23%,13.32%,13.32%,0,2.75%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/29/2025,4.230,00,,,,,,,,,,2.22%,4.230,00,94.00,4.462,29,2.723,59,3.417,35,87%,5%,2.11%,3.45%,2.22%,13.05%,13.05%,0,2.75%,-7.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/30/2025,4.245,00,,,,,,,,,,2.21%,4.245,00,94.00,4.462,29,2.723,59,3.417,35,88%,5%,2.11%,3.45%,2.21%,12.65%,12.65%,0,2.75%,-7.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/31/2025,4.280,00,,,,,,,,,,2.20%,4.280,00,94.00,4.462,29,2.723,59,3.417,35,90%,4%,2.11%,3.45%,2.20%,11.73%,11.73%,0,2.75%,-6.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/3/2025,4.310,00,,,,,,,,,,2.18%,4.310,00,94.00,4.462,29,2.723,59,3.417,35,91%,4%,2.11%,3.45%,2.18%,10.95%,10.95%,0,2.75%,-5.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/4/2025,4.330,00,,,,,,,,,,2.17%,4.330,00,94.00,4.462,29,2.723,59,3.417,35,92%,3%,2.11%,3.45%,2.17%,10.44%,10.44%,0,2.75%,-5.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/5/2025,4.400,00,,,,,,,,,,2.14%,4.400,00,94.00,4.462,29,2.723,59,3.417,35,96%,1%,2.11%,3.45%,2.14%,8.68%,8.68%,0,2.75%,-3.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/6/2025,4.415,00,,,,,,,,,,2.13%,4.415,00,94.00,4.462,29,2.723,59,3.417,35,97%,1%,2.11%,3.45%,2.13%,8.31%,8.31%,0,2.75%,-3.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/7/2025,4.360,00,,,,,,,,,,2.16%,4.360,00,94.00,4.462,29,2.723,59,3.417,35,94%,2%,2.11%,3.45%,2.16%,9.68%,9.68%,0,2.75%,-4.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/10/2025,4.390,00,,,,,,,,,,2.14%,4.390,00,94.00,4.462,29,2.723,59,3.417,35,96%,2%,2.11%,3.45%,2.14%,8.93%,8.93%,0,2.75%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/11/2025,4.395,00,,,,,,,,,,2.14%,4.395,00,94.00,4.462,29,2.723,59,3.417,35,96%,2%,2.11%,3.45%,2.14%,8.81%,8.81%,0,2.75%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/12/2025,4.410,00,,,,,,,,,,2.13%,4.410,00,94.00,4.462,29,2.723,59,3.417,35,97%,1%,2.11%,3.45%,2.13%,8.44%,8.44%,0,2.75%,-3.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/13/2025,4.410,00,,,,,,,,,,2.13%,4.410,00,94.00,4.462,29,2.723,59,3.417,35,97%,1%,2.11%,3.45%,2.13%,8.44%,8.44%,0,2.75%,-3.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/14/2025,4.390,00,,,,,,,,,,2.14%,4.390,00,94.00,4.462,29,2.723,59,3.417,35,96%,2%,2.11%,3.45%,2.14%,8.93%,8.93%,0,2.75%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/17/2025,4.375,00,,,,,,,,,,2.15%,4.375,00,94.00,4.462,29,2.723,59,3.417,35,95%,2%,2.11%,3.45%,2.15%,9.30%,9.30%,0,2.75%,-4.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/18/2025,4.425,00,,,,,,,,,,2.12%,4.425,00,94.00,4.462,29,2.723,59,3.417,35,98%,1%,2.11%,3.45%,2.12%,8.07%,8.07%,0,2.75%,-3.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/19/2025,4.415,00,,,,,,,,,,2.13%,4.415,00,94.00,4.462,29,2.723,59,3.417,35,97%,1%,2.11%,3.45%,2.13%,8.31%,8.31%,0,2.75%,-3.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/20/2025,4.475,00,,,,,,,,,,2.10%,4.475,00,94.00,4.462,29,2.723,59,3.417,35,101%,0%,2.11%,3.45%,2.10%,6.86%,6.86%,0,2.75%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/21/2025,4.505,00,,,,,,,,,,2.09%,4.505,00,94.00,4.462,29,2.723,59,3.417,35,102%,-1%,2.11%,3.45%,2.09%,6.15%,6.15%,0,2.75%,-1.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/24/2025,4.475,00,,,,,,,,,,2.10%,4.475,00,94.00,4.462,29,2.723,59,3.417,35,101%,0%,2.11%,3.45%,2.10%,6.86%,6.86%,0,2.75%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/25/2025,4.440,00,,,,,,,,,,2.12%,4.440,00,94.00,4.462,29,2.723,59,3.417,35,99%,1%,2.11%,3.45%,2.12%,7.70%,7.70%,0,2.75%,-2.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/26/2025,4.435,00,,,,,,,,,,2.12%,4.435,00,94.00,4.462,29,2.723,59,3.417,35,98%,1%,2.11%,3.45%,2.12%,7.82%,7.82%,0,2.75%,-2.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/27/2025,4.385,00,,,,,,,,,,2.14%,4.385,00,94.00,4.462,29,2.723,59,3.417,35,96%,2%,2.11%,3.45%,2.14%,9.05%,9.05%,0,2.75%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/28/2025,4.430,00,,,,,,,,,,2.12%,4.430,00,94.00,4.462,29,2.723,59,3.417,35,98%,1%,2.11%,3.45%,2.12%,7.95%,7.95%,0,2.75%,-3.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/3/2025,4.450,00,,,,,,,,,,2.11%,4.450,00,94.00,4.462,29,2.723,59,3.417,35,99%,0%,2.11%,3.45%,2.11%,7.46%,7.46%,0,2.75%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/4/2025,4.370,00,,,,,,,,,,2.15%,4.370,00,94.00,4.462,29,2.723,59,3.417,35,95%,2%,2.11%,3.45%,2.15%,9.43%,9.43%,0,2.75%,-4.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/5/2025,4.370,00,,,,,,,,,,2.15%,4.370,00,94.00,4.462,29,2.723,59,3.417,35,95%,2%,2.11%,3.45%,2.15%,9.43%,9.43%,0,2.75%,-4.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/6/2025,4.365,00,,,,,,,,,,2.15%,4.365,00,94.00,4.462,29,2.723,59,3.417,35,94%,2%,2.11%,3.45%,2.15%,9.55%,9.55%,0,2.75%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/7/2025,4.410,00,,,,,,,,,,2.13%,4.410,00,94.00,4.462,29,2.723,59,3.417,35,97%,1%,2.11%,3.45%,2.13%,8.44%,8.44%,0,2.75%,-3.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/10/2025,3.455,00,,,,,,,,,,2.72%,3.455,00,94.00,4.462,29,2.723,59,3.417,35,42%,29%,2.11%,3.45%,2.72%,38.41%,38.41%,0,2.75%,-24.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/11/2025,3.485,00,,,,,,,,,,2.70%,3.485,00,94.00,4.462,29,2.723,59,3.417,35,44%,28%,2.11%,3.45%,2.70%,37.22%,37.22%,0,2.75%,-23.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/12/2025,3.610,00,,,,,,,,,,2.60%,3.610,00,94.00,4.462,29,2.723,59,3.417,35,51%,24%,2.11%,3.45%,2.60%,32.47%,32.47%,0,2.75%,-21.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/13/2025,3.635,00,,,,,,,,,,2.59%,3.635,00,94.00,4.462,29,2.723,59,3.417,35,52%,23%,2.11%,3.45%,2.59%,31.55%,31.55%,0,2.75%,-20.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/14/2025,3.635,00,,,,,,,,,,2.59%,3.635,00,94.00,4.462,29,2.723,59,3.417,35,52%,23%,2.11%,3.45%,2.59%,31.55%,31.55%,0,2.75%,-20.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/17/2025,3.605,00,,,,,,,,,,2.61%,3.605,00,94.00,4.462,29,2.723,59,3.417,35,51%,24%,2.11%,3.45%,2.61%,32.65%,32.65%,0,2.75%,-21.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/18/2025,3.515,00,,,,,,,,,,2.67%,3.515,00,94.00,4.462,29,2.723,59,3.417,35,46%,27%,2.11%,3.45%,2.67%,36.05%,36.05%,0,2.75%,-23.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/19/2025,3.560,00,,,,,,,,,,2.64%,3.560,00,94.00,4.462,29,2.723,59,3.417,35,48%,25%,2.11%,3.45%,2.64%,34.33%,34.33%,0,2.75%,-22.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/20/2025,3.605,00,,,,,,,,,,2.61%,3.605,00,94.00,4.462,29,2.723,59,3.417,35,51%,24%,2.11%,3.45%,2.61%,32.65%,32.65%,0,2.75%,-21.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/21/2025,3.520,00,,,,,,,,,,2.67%,3.520,00,94.00,4.462,29,2.723,59,3.417,35,46%,27%,2.11%,3.45%,2.67%,35.85%,35.85%,0,2.75%,-22.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/24/2025,3.505,00,,,,,,,,,,2.68%,3.505,00,94.00,4.462,29,2.723,59,3.417,35,45%,27%,2.11%,3.45%,2.68%,36.43%,36.43%,0,2.75%,-23.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/25/2025,3.525,00,,,,,,,,,,2.67%,3.525,00,94.00,4.462,29,2.723,59,3.417,35,46%,27%,2.11%,3.45%,2.67%,35.66%,35.66%,0,2.75%,-22.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/26/2025,3.530,00,,,,,,,,,,2.66%,3.530,00,94.00,4.462,29,2.723,59,3.417,35,46%,26%,2.11%,3.45%,2.66%,35.47%,35.47%,0,2.75%,-22.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/27/2025,3.525,00,,,,,,,,,,2.67%,3.525,00,94.00,4.462,29,2.723,59,3.417,35,46%,27%,2.11%,3.45%,2.67%,35.66%,35.66%,0,2.75%,-22.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/28/2025,3.470,00,,,,,,,,,,2.71%,3.470,00,94.00,4.462,29,2.723,59,3.417,35,43%,29%,2.11%,3.45%,2.71%,37.81%,37.81%,0,2.75%,-24.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/31/2025,3.405,00,,,,,,,,,,2.76%,3.405,00,94.00,4.462,29,2.723,59,3.417,35,39%,31%,2.11%,3.45%,2.76%,40.44%,40.44%,0,2.75%,-25.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/1/2025,3.395,00,,,,,,,,,,2.77%,3.395,00,94.00,4.462,29,2.723,59,3.417,35,39%,31%,2.11%,3.45%,2.77%,40.85%,40.85%,0,2.75%,-25.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/2/2025,3.470,00,,,,,,,,,,2.71%,3.470,00,94.00,4.462,29,2.723,59,3.417,35,43%,29%,2.11%,3.45%,2.71%,37.81%,37.81%,0,2.75%,-24.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/3/2025,3.400,00,,,,,,,,,,2.76%,3.400,00,94.00,4.462,29,2.723,59,3.417,35,39%,31%,2.11%,3.45%,2.76%,40.65%,40.65%,0,2.75%,-25.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/4/2025,3.215,00,,,,,,,,,,2.92%,3.215,00,94.00,4.462,29,2.723,59,3.417,35,28%,39%,2.11%,3.45%,2.92%,48.74%,48.74%,0,2.75%,-29.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/7/2025,3.060,00,,,,,,,,,,3.07%,3.060,00,94.00,4.462,29,2.723,59,3.417,35,19%,46%,2.11%,3.45%,3.07%,56.27%,56.27%,0,2.75%,-33.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/8/2025,3.180,00,,,,,,,,,,2.96%,3.180,00,94.00,4.462,29,2.723,59,3.417,35,26%,40%,2.11%,3.45%,2.96%,50.38%,50.38%,0,2.75%,-30.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/9/2025,3.140,00,,,,,,,,,,2.99%,3.140,00,94.00,4.462,29,2.723,59,3.417,35,24%,42%,2.11%,3.45%,2.99%,52.29%,52.29%,0,2.75%,-31.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/10/2025,3.225,00,,,,,,,,,,2.91%,3.225,00,94.00,4.462,29,2.723,59,3.417,35,29%,38%,2.11%,3.45%,2.91%,48.28%,48.28%,0,2.75%,-29.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/11/2025,3.265,00,,,,,,,,,,2.88%,3.265,00,94.00,4.462,29,2.723,59,3.417,35,31%,37%,2.11%,3.45%,2.88%,46.46%,46.46%,0,2.75%,-28.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/14/2025,3.285,00,,,,,,,,,,2.86%,3.285,00,94.00,4.462,29,2.723,59,3.417,35,32%,36%,2.11%,3.45%,2.86%,45.57%,45.57%,0,2.75%,-28.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/15/2025,3.315,00,,,,,,,,,,2.84%,3.315,00,94.00,4.462,29,2.723,59,3.417,35,34%,35%,2.11%,3.45%,2.84%,44.25%,44.25%,0,2.75%,-27.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/16/2025,3.240,00,,,,,,,,,,2.90%,3.240,00,94.00,4.462,29,2.723,59,3.417,35,30%,38%,2.11%,3.45%,2.90%,47.59%,47.59%,0,2.75%,-29.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/17/2025,3.240,00,,,,,,,,,,2.90%,3.240,00,94.00,4.462,29,2.723,59,3.417,35,30%,38%,2.11%,3.45%,2.90%,47.59%,47.59%,0,2.75%,-29.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/22/2025,3.120,00,,,,,,,,,,3.01%,3.120,00,94.00,4.462,29,2.723,59,3.417,35,23%,43%,2.11%,3.45%,3.01%,53.27%,53.27%,0,2.75%,-31.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/23/2025,3.245,00,,,,,,,,,,2.90%,3.245,00,94.00,4.462,29,2.723,59,3.417,35,30%,38%,2.11%,3.45%,2.90%,47.37%,47.37%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/24/2025,3.280,00,,,,,,,,,,2.87%,3.280,00,94.00,4.462,29,2.723,59,3.417,35,32%,36%,2.11%,3.45%,2.87%,45.79%,45.79%,0,2.75%,-28.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/25/2025,3.315,00,,,,,,,,,,2.84%,3.315,00,94.00,4.462,29,2.723,59,3.417,35,34%,35%,2.11%,3.45%,2.84%,44.25%,44.25%,0,2.75%,-27.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/28/2025,3.210,00,,,,,,,,,,2.93%,3.210,00,94.00,4.462,29,2.723,59,3.417,35,28%,39%,2.11%,3.45%,2.93%,48.97%,48.97%,0,2.75%,-29.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/29/2025,3.225,00,,,,,,,,,,2.91%,3.225,00,94.00,4.462,29,2.723,59,3.417,35,29%,38%,2.11%,3.45%,2.91%,48.28%,48.28%,0,2.75%,-29.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/30/2025,3.285,00,,,,,,,,,,2.86%,3.285,00,94.00,4.462,29,2.723,59,3.417,35,32%,36%,2.11%,3.45%,2.86%,45.57%,45.57%,0,2.75%,-28.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/1/2025,2.995,00,,,,,,,,,,3.14%,2.995,00,94.00,4.462,29,2.723,59,3.417,35,16%,49%,2.11%,3.45%,3.14%,59.67%,59.67%,0,2.75%,-34.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/2/2025,3.190,00,,,,,,,,,,2.95%,3.190,00,94.00,4.462,29,2.723,59,3.417,35,27%,40%,2.11%,3.45%,2.95%,49.91%,49.91%,0,2.75%,-30.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/5/2025,,,,,,,,,,,2.95%,3.190,00,94.00,4.462,29,2.723,59,3.417,35,27%,40%,2.11%,3.45%,2.95%,49.91%,49.91%,0,2.75%,-30.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/6/2025,3.225,00,,,,,,,,,,2.91%,3.225,00,94.00,4.462,29,2.723,59,3.417,35,29%,38%,2.11%,3.45%,2.91%,48.28%,48.28%,0,2.75%,-29.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/7/2025,3.250,00,,,,,,,,,,2.89%,3.250,00,94.00,4.462,29,2.723,59,3.417,35,30%,37%,2.11%,3.45%,2.89%,47.14%,47.14%,0,2.75%,-28.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/8/2025,3.210,00,,,,,,,,,,2.93%,3.210,00,94.00,4.462,29,2.723,59,3.417,35,28%,39%,2.11%,3.45%,2.93%,48.97%,48.97%,0,2.75%,-29.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/9/2025,3.260,00,,,,,,,,,,2.88%,3.260,00,94.00,4.462,29,2.723,59,3.417,35,31%,37%,2.11%,3.45%,2.88%,46.69%,46.69%,0,2.75%,-28.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/12/2025,3.385,00,,,,,,,,,,2.78%,3.385,00,94.00,4.462,29,2.723,59,3.417,35,38%,32%,2.11%,3.45%,2.78%,41.27%,41.27%,0,2.75%,-25.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/13/2025,3.400,00,,,,,,,,,,2.76%,3.400,00,94.00,4.462,29,2.723,59,3.417,35,39%,31%,2.11%,3.45%,2.76%,40.65%,40.65%,0,2.75%,-25.60%,,,,,,,,,,,,
