,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CKN LN,Clarkson PLC,,,,,,,,,,118%,-7%,$4.782,00,$  2.723,59,$   3.417,35,$      4.962,00,$  4.462,29,3.98%,2.11%,2.76%,5.56%,182.79%,199.23%,129%,,,,,,,NO,,,3.82%,1.95%,1.87%,0.03%,62
,,,,,,,,,,,,,,,,,,2017,11/23/2017,2.917,00,,,3/11/2024,,3/11/2024,,,,,2.26%,2.917,00,66.00,3.133,10,1.912,31,2.399,42,82%,7%,2.11%,3.45%,3.22%,63.94%,71.34%,216,2.75%,-3.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/24/2017,2.870,00,,,3/18/2024,,3/18/2024,,,,,2.30%,2.870,00,66.00,3.133,10,1.912,31,2.399,42,78%,9%,2.11%,3.45%,3.28%,66.62%,74.15%,216,2.75%,-4.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/27/2017,2.864,00,,,3/25/2024,,3/25/2024,,,,,2.30%,2.864,00,66.00,3.133,10,1.912,31,2.399,42,78%,9%,2.11%,3.45%,3.28%,66.97%,74.51%,216,2.75%,-4.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/28/2017,2.914,00,,,4/2/2024,,4/1/2024,,,,,2.26%,2.914,00,66.00,3.133,10,1.912,31,2.399,42,82%,8%,2.11%,3.45%,3.23%,64.10%,71.52%,216,2.75%,-3.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/29/2017,2.814,00,,,4/8/2024,,4/8/2024,,,,,2.35%,2.814,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.34%,69.94%,77.61%,216,2.75%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/30/2017,2.873,00,,,4/15/2024,,4/15/2024,,,,,2.30%,2.873,00,66.00,3.133,10,1.912,31,2.399,42,79%,9%,2.11%,3.45%,3.27%,66.45%,73.96%,216,2.75%,-4.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/1/2017,2.806,00,,,4/22/2024,,4/22/2024,,,,,2.35%,2.806,00,66.00,3.133,10,1.912,31,2.399,42,73%,12%,2.11%,3.45%,3.35%,70.42%,78.12%,216,2.75%,-6.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/4/2017,2.814,00,,,4/29/2024,,4/29/2024,,,,,2.35%,2.814,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.34%,69.94%,77.61%,216,2.75%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/5/2017,2.788,00,,,5/6/2024,,5/6/2024,,,,,2.37%,2.788,00,66.00,3.133,10,1.912,31,2.399,42,72%,12%,2.11%,3.45%,3.37%,71.52%,79.27%,216,2.75%,-7.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/6/2017,2.730,00,,,5/13/2024,,5/13/2024,,,,,2.42%,2.730,00,66.00,3.133,10,1.912,31,2.399,42,67%,15%,2.11%,3.45%,3.44%,75.16%,83.08%,216,2.75%,-9.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/7/2017,2.705,00,,,5/20/2024,,5/20/2024,,,,,2.44%,2.705,00,66.00,3.133,10,1.912,31,2.399,42,65%,16%,2.11%,3.45%,3.48%,76.78%,84.77%,216,2.75%,-10.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/8/2017,2.736,00,,,5/27/2024,,5/28/2024,,,,,2.41%,2.736,00,66.00,3.133,10,1.912,31,2.399,42,67%,15%,2.11%,3.45%,3.44%,74.78%,82.68%,216,2.75%,-9.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/11/2017,2.822,00,,,6/3/2024,,6/3/2024,,,,,2.34%,2.822,00,66.00,3.133,10,1.912,31,2.399,42,75%,11%,2.11%,3.45%,3.33%,69.45%,77.11%,216,2.75%,-6.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/12/2017,2.810,00,,,6/10/2024,,6/10/2024,,,,,2.35%,2.810,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.35%,70.18%,77.86%,216,2.75%,-6.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/13/2017,2.855,00,,,6/17/2024,,6/17/2024,,,,,2.31%,2.855,00,66.00,3.133,10,1.912,31,2.399,42,77%,10%,2.11%,3.45%,3.29%,67.50%,75.06%,216,2.75%,-5.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/14/2017,2.825,00,,,6/24/2024,,6/24/2024,,,,,2.34%,2.825,00,66.00,3.133,10,1.912,31,2.399,42,75%,11%,2.11%,3.45%,3.33%,69.27%,76.92%,216,2.75%,-6.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/15/2017,2.850,00,,,7/1/2024,,7/1/2024,,,,,2.32%,2.850,00,66.00,3.133,10,1.912,31,2.399,42,77%,10%,2.11%,3.45%,3.30%,67.79%,75.37%,216,2.75%,-5.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/18/2017,2.815,00,,,7/8/2024,,7/8/2024,,,,,2.34%,2.815,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.34%,69.88%,77.55%,216,2.75%,-6.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/19/2017,2.814,00,,,7/15/2024,,7/15/2024,,,,,2.35%,2.814,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.34%,69.94%,77.61%,216,2.75%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/20/2017,2.838,00,,,7/22/2024,,7/22/2024,,,,,2.33%,2.838,00,66.00,3.133,10,1.912,31,2.399,42,76%,10%,2.11%,3.45%,3.31%,68.50%,76.11%,216,2.75%,-5.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/21/2017,2.853,00,,,7/29/2024,,7/29/2024,,,,,2.31%,2.853,00,66.00,3.133,10,1.912,31,2.399,42,77%,10%,2.11%,3.45%,3.29%,67.61%,75.18%,216,2.75%,-5.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/22/2017,2.841,00,,,8/5/2024,,8/5/2024,,,,,2.32%,2.841,00,66.00,3.133,10,1.912,31,2.399,42,76%,10%,2.11%,3.45%,3.31%,68.32%,75.92%,216,2.75%,-5.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/27/2017,2.790,00,,,8/12/2024,,8/12/2024,,,,,2.37%,2.790,00,66.00,3.133,10,1.912,31,2.399,42,72%,12%,2.11%,3.45%,3.37%,71.40%,79.14%,216,2.75%,-7.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/28/2017,2.816,00,,,8/19/2024,,8/19/2024,,,,,2.34%,2.816,00,66.00,3.133,10,1.912,31,2.399,42,74%,11%,2.11%,3.45%,3.34%,69.82%,77.49%,216,2.75%,-6.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/29/2017,2.861,00,,,8/26/2024,,8/26/2024,,,,,2.31%,2.861,00,66.00,3.133,10,1.912,31,2.399,42,78%,10%,2.11%,3.45%,3.29%,67.14%,74.69%,216,2.75%,-4.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/2/2018,2.875,00,,,9/2/2024,,9/3/2024,,,,,2.57%,2.875,00,74.00,3.512,87,2.144,10,2.690,26,53%,22%,2.11%,3.45%,3.27%,66.33%,71.55%,150,2.75%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/3/2018,2.895,00,,,9/9/2024,,9/9/2024,,,,,2.56%,2.895,00,74.00,3.512,87,2.144,10,2.690,26,55%,21%,2.11%,3.45%,3.25%,65.18%,70.36%,150,2.75%,-3.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/4/2018,2.970,00,,,9/16/2024,,9/16/2024,,,,,2.49%,2.970,00,74.00,3.512,87,2.144,10,2.690,26,60%,18%,2.11%,3.45%,3.16%,61.01%,66.06%,150,2.75%,-1.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/5/2018,2.985,00,,,9/23/2024,,9/23/2024,,,,,2.48%,2.985,00,74.00,3.512,87,2.144,10,2.690,26,61%,18%,2.11%,3.45%,3.15%,60.20%,65.23%,150,2.75%,-0.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/8/2018,2.995,00,,,9/30/2024,,9/30/2024,,,,,2.47%,2.995,00,74.00,3.512,87,2.144,10,2.690,26,62%,17%,2.11%,3.45%,3.14%,59.67%,64.67%,150,2.75%,-0.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/9/2018,3.005,00,,,10/7/2024,,10/7/2024,,,,,2.46%,3.005,00,74.00,3.512,87,2.144,10,2.690,26,63%,17%,2.11%,3.45%,3.13%,59.13%,64.13%,150,2.75%,-0.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/10/2018,2.995,00,,,10/14/2024,,10/14/2024,,,,,2.47%,2.995,00,74.00,3.512,87,2.144,10,2.690,26,62%,17%,2.11%,3.45%,3.14%,59.67%,64.67%,150,2.75%,-0.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/11/2018,3.015,00,,,10/21/2024,,10/21/2024,,,,,2.45%,3.015,00,74.00,3.512,87,2.144,10,2.690,26,64%,17%,2.11%,3.45%,3.12%,58.61%,63.58%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/12/2018,3.050,00,,,10/28/2024,,10/28/2024,,,,,2.43%,3.050,00,74.00,3.512,87,2.144,10,2.690,26,66%,15%,2.11%,3.45%,3.08%,56.79%,61.70%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/15/2018,3.085,00,,,11/4/2024,,11/4/2024,,,,,2.40%,3.085,00,74.00,3.512,87,2.144,10,2.690,26,69%,14%,2.11%,3.45%,3.05%,55.01%,59.87%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/16/2018,3.130,00,,,11/11/2024,,11/11/2024,,,,,2.36%,3.130,00,74.00,3.512,87,2.144,10,2.690,26,72%,12%,2.11%,3.45%,3.00%,52.78%,57.57%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/17/2018,3.165,00,,,11/18/2024,,11/18/2024,,,,,2.34%,3.165,00,74.00,3.512,87,2.144,10,2.690,26,75%,11%,2.11%,3.45%,2.97%,51.09%,55.83%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/18/2018,3.150,00,,,11/25/2024,,11/25/2024,,,,,2.35%,3.150,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.98%,51.81%,56.57%,150,2.75%,-0.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/19/2018,3.140,00,,,12/2/2024,,12/2/2024,,,,,2.36%,3.140,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.99%,52.29%,57.07%,150,2.75%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/22/2018,3.160,00,,,12/9/2024,,12/9/2024,,,,,2.34%,3.160,00,74.00,3.512,87,2.144,10,2.690,26,74%,11%,2.11%,3.45%,2.97%,51.33%,56.08%,150,2.75%,-0.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/23/2018,3.155,00,,,12/16/2024,,12/16/2024,,,,,2.35%,3.155,00,74.00,3.512,87,2.144,10,2.690,26,74%,11%,2.11%,3.45%,2.98%,51.57%,56.32%,150,2.75%,-0.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/24/2018,3.140,00,,,12/23/2024,,12/23/2024,,,,,2.36%,3.140,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.99%,52.29%,57.07%,150,2.75%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/25/2018,3.140,00,,,12/30/2024,,12/30/2024,,,,,2.36%,3.140,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.99%,52.29%,57.07%,150,2.75%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/26/2018,3.130,00,,,1/6/2025,,1/6/2025,,,,,2.36%,3.130,00,74.00,3.512,87,2.144,10,2.690,26,72%,12%,2.11%,3.45%,3.00%,52.78%,57.57%,150,2.75%,-1.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/29/2018,3.140,00,,,1/13/2025,,1/13/2025,,,,,2.36%,3.140,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.99%,52.29%,57.07%,150,2.75%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/30/2018,3.130,00,,,1/20/2025,,1/21/2025,,,,,2.36%,3.130,00,74.00,3.512,87,2.144,10,2.690,26,72%,12%,2.11%,3.45%,3.00%,52.78%,57.57%,150,2.75%,-1.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/31/2018,3.150,00,,,1/27/2025,,1/27/2025,,,,,2.35%,3.150,00,74.00,3.512,87,2.144,10,2.690,26,73%,12%,2.11%,3.45%,2.98%,51.81%,56.57%,150,2.75%,-0.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/1/2018,3.165,00,,,2/3/2025,,2/3/2025,,,,,2.34%,3.165,00,74.00,3.512,87,2.144,10,2.690,26,75%,11%,2.11%,3.45%,2.97%,51.09%,55.83%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/2/2018,3.180,00,,,2/10/2025,,2/10/2025,,,,,2.33%,3.180,00,74.00,3.512,87,2.144,10,2.690,26,76%,10%,2.11%,3.45%,2.96%,50.38%,55.09%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/5/2018,3.080,00,,,2/17/2025,,2/18/2025,,,,,2.40%,3.080,00,74.00,3.512,87,2.144,10,2.690,26,68%,14%,2.11%,3.45%,3.05%,55.26%,60.13%,150,2.75%,-3.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/6/2018,2.995,00,,,2/24/2025,,2/24/2025,,,,,2.47%,2.995,00,74.00,3.512,87,2.144,10,2.690,26,62%,17%,2.11%,3.45%,3.14%,59.67%,64.67%,150,2.75%,-5.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/7/2018,3.030,00,,,3/3/2025,,3/3/2025,,,,,2.44%,3.030,00,74.00,3.512,87,2.144,10,2.690,26,65%,16%,2.11%,3.45%,3.10%,57.82%,62.77%,150,2.75%,-4.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/8/2018,3.045,00,,,3/10/2025,,3/10/2025,,,,,2.43%,3.045,00,74.00,3.512,87,2.144,10,2.690,26,66%,15%,2.11%,3.45%,3.09%,57.04%,61.97%,150,2.75%,-4.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/9/2018,3.000,00,,,3/17/2025,,3/17/2025,,,,,2.47%,3.000,00,74.00,3.512,87,2.144,10,2.690,26,63%,17%,2.11%,3.45%,3.13%,59.40%,64.40%,150,2.75%,-5.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/12/2018,2.970,00,,,3/24/2025,,3/24/2025,,,,,2.49%,2.970,00,74.00,3.512,87,2.144,10,2.690,26,60%,18%,2.11%,3.45%,3.16%,61.01%,66.06%,150,2.75%,-6.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/13/2018,3.020,00,,,3/31/2025,,3/31/2025,,,,,2.45%,3.020,00,74.00,3.512,87,2.144,10,2.690,26,64%,16%,2.11%,3.45%,3.11%,58.34%,63.31%,150,2.75%,-5.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/14/2018,3.095,00,,,4/7/2025,,4/7/2025,,,,,2.39%,3.095,00,74.00,3.512,87,2.144,10,2.690,26,69%,14%,2.11%,3.45%,3.04%,54.51%,59.35%,150,2.75%,-2.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/15/2018,3.170,00,,,4/14/2025,,4/14/2025,,,,,2.33%,3.170,00,74.00,3.512,87,2.144,10,2.690,26,75%,11%,2.11%,3.45%,2.97%,50.85%,55.58%,150,2.75%,-0.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/16/2018,3.250,00,,,4/22/2025,,4/21/2025,,,,,2.28%,3.250,00,74.00,3.512,87,2.144,10,2.690,26,81%,8%,2.11%,3.45%,2.89%,47.14%,51.75%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/19/2018,3.175,00,,,4/28/2025,,4/28/2025,,,,,2.33%,3.175,00,74.00,3.512,87,2.144,10,2.690,26,75%,11%,2.11%,3.45%,2.96%,50.61%,55.34%,150,2.75%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/20/2018,3.225,00,,,5/5/2025,,5/5/2025,,,,,2.29%,3.225,00,74.00,3.512,87,2.144,10,2.690,26,79%,9%,2.11%,3.45%,2.91%,48.28%,52.93%,150,2.75%,-0.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/21/2018,3.210,00,,,5/12/2025,,5/12/2025,,,,,2.31%,3.210,00,74.00,3.512,87,2.144,10,2.690,26,78%,9%,2.11%,3.45%,2.93%,48.97%,53.64%,150,2.75%,-1.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/22/2018,3.200,00,,,5/19/2025,,5/19/2025,,,,,2.31%,3.200,00,74.00,3.512,87,2.144,10,2.690,26,77%,10%,2.11%,3.45%,2.94%,49.44%,54.13%,150,2.75%,-1.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/23/2018,3.310,00,,,5/26/2025,,5/27/2025,,,,,2.24%,3.310,00,74.00,3.512,87,2.144,10,2.690,26,85%,6%,2.11%,3.45%,2.84%,44.47%,49.00%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/26/2018,3.300,00,,,6/2/2025,,6/2/2025,,,,,2.24%,3.300,00,74.00,3.512,87,2.144,10,2.690,26,84%,6%,2.11%,3.45%,2.85%,44.91%,49.45%,150,2.75%,-0.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/27/2018,3.405,00,,,6/9/2025,,6/9/2025,,,,,2.17%,3.405,00,74.00,3.512,87,2.144,10,2.690,26,92%,3%,2.11%,3.45%,2.76%,40.44%,44.85%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/28/2018,3.420,00,,,6/16/2025,,6/16/2025,,,,,2.16%,3.420,00,74.00,3.512,87,2.144,10,2.690,26,93%,3%,2.11%,3.45%,2.75%,39.82%,44.21%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/1/2018,3.305,00,,,6/23/2025,,6/23/2025,,,,,2.24%,3.305,00,74.00,3.512,87,2.144,10,2.690,26,85%,6%,2.11%,3.45%,2.84%,44.69%,49.23%,150,2.75%,-3.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/2/2018,3.280,00,,,6/30/2025,,6/30/2025,,,,,2.26%,3.280,00,74.00,3.512,87,2.144,10,2.690,26,83%,7%,2.11%,3.45%,2.87%,45.79%,50.37%,150,2.75%,-4.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/5/2018,3.290,00,,,7/7/2025,,7/7/2025,,,,,2.25%,3.290,00,74.00,3.512,87,2.144,10,2.690,26,84%,7%,2.11%,3.45%,2.86%,45.35%,49.91%,150,2.75%,-3.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/6/2018,3.355,00,,,7/14/2025,,7/14/2025,,,,,2.21%,3.355,00,74.00,3.512,87,2.144,10,2.690,26,88%,5%,2.11%,3.45%,2.80%,42.53%,47.00%,150,2.75%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/7/2018,3.350,00,,,7/21/2025,,7/21/2025,,,,,2.21%,3.350,00,74.00,3.512,87,2.144,10,2.690,26,88%,5%,2.11%,3.45%,2.81%,42.75%,47.22%,150,2.75%,-2.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/8/2018,3.350,00,,,7/28/2025,,7/28/2025,,,,,2.21%,3.350,00,74.00,3.512,87,2.144,10,2.690,26,88%,5%,2.11%,3.45%,2.81%,42.75%,47.22%,150,2.75%,-2.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/9/2018,3.290,00,,,8/4/2025,,8/4/2025,,,,,2.25%,3.290,00,74.00,3.512,87,2.144,10,2.690,26,84%,7%,2.11%,3.45%,2.86%,45.35%,49.91%,150,2.75%,-3.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/12/2018,3.345,00,,,8/11/2025,,8/11/2025,,,,,2.21%,3.345,00,74.00,3.512,87,2.144,10,2.690,26,88%,5%,2.11%,3.45%,2.81%,42.96%,47.44%,150,2.75%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/13/2018,3.355,00,,,8/18/2025,,8/18/2025,,,,,2.21%,3.355,00,74.00,3.512,87,2.144,10,2.690,26,88%,5%,2.11%,3.45%,2.80%,42.53%,47.00%,150,2.75%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/14/2018,3.405,00,,,8/25/2025,,8/25/2025,,,,,2.17%,3.405,00,74.00,3.512,87,2.144,10,2.690,26,92%,3%,2.11%,3.45%,2.76%,40.44%,44.85%,150,2.75%,-0.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/15/2018,3.450,00,,,9/1/2025,,9/2/2025,,,,,2.14%,3.450,00,74.00,3.512,87,2.144,10,2.690,26,95%,2%,2.11%,3.45%,2.72%,38.61%,42.96%,150,2.75%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/16/2018,3.420,00,,,9/8/2025,,9/8/2025,,,,,2.16%,3.420,00,74.00,3.512,87,2.144,10,2.690,26,93%,3%,2.11%,3.45%,2.75%,39.82%,44.21%,150,2.75%,-0.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/19/2018,3.330,00,,,9/15/2025,,9/15/2025,,,,,2.22%,3.330,00,74.00,3.512,87,2.144,10,2.690,26,87%,5%,2.11%,3.45%,2.82%,43.60%,48.11%,150,2.75%,-3.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/20/2018,3.210,00,,,9/22/2025,,9/22/2025,,,,,2.31%,3.210,00,74.00,3.512,87,2.144,10,2.690,26,78%,9%,2.11%,3.45%,2.93%,48.97%,53.64%,150,2.75%,-6.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/21/2018,3.185,00,,,9/29/2025,,9/29/2025,,,,,2.32%,3.185,00,74.00,3.512,87,2.144,10,2.690,26,76%,10%,2.11%,3.45%,2.95%,50.14%,54.85%,150,2.75%,-7.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/22/2018,3.190,00,,,10/6/2025,,10/6/2025,,,,,2.32%,3.190,00,74.00,3.512,87,2.144,10,2.690,26,76%,10%,2.11%,3.45%,2.95%,49.91%,54.61%,150,2.75%,-7.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/23/2018,3.135,00,,,10/13/2025,,10/13/2025,,,,,2.36%,3.135,00,74.00,3.512,87,2.144,10,2.690,26,72%,12%,2.11%,3.45%,3.00%,52.54%,57.32%,150,2.75%,-9.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/26/2018,3.115,00,,,10/20/2025,,10/20/2025,,,,,2.38%,3.115,00,74.00,3.512,87,2.144,10,2.690,26,71%,13%,2.11%,3.45%,3.02%,53.52%,58.33%,150,2.75%,-9.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/27/2018,3.120,00,,,10/27/2025,,10/27/2025,,,,,2.37%,3.120,00,74.00,3.512,87,2.144,10,2.690,26,71%,13%,2.11%,3.45%,3.01%,53.27%,58.08%,150,2.75%,-9.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/28/2018,3.115,00,,,11/3/2025,,11/3/2025,,,,,2.38%,3.115,00,74.00,3.512,87,2.144,10,2.690,26,71%,13%,2.11%,3.45%,3.02%,53.52%,58.33%,150,2.75%,-9.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/29/2018,3.020,00,,,11/10/2025,,11/10/2025,,,,,2.45%,3.020,00,74.00,3.512,87,2.144,10,2.690,26,64%,16%,2.11%,3.45%,3.11%,58.34%,63.31%,150,2.75%,-12.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/3/2018,3.100,00,,,11/17/2025,,11/17/2025,,,,,2.39%,3.100,00,74.00,3.512,87,2.144,10,2.690,26,70%,13%,2.11%,3.45%,3.03%,54.26%,59.10%,150,2.75%,-10.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/4/2018,3.085,00,,,11/24/2025,,11/24/2025,,,,,2.40%,3.085,00,74.00,3.512,87,2.144,10,2.690,26,69%,14%,2.11%,3.45%,3.05%,55.01%,59.87%,150,2.75%,-10.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/5/2018,3.115,00,,,12/1/2025,,12/1/2025,,,,,2.38%,3.115,00,74.00,3.512,87,2.144,10,2.690,26,71%,13%,2.11%,3.45%,3.02%,53.52%,58.33%,150,2.75%,-9.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/6/2018,3.020,00,,,12/8/2025,,12/8/2025,,,,,2.45%,3.020,00,74.00,3.512,87,2.144,10,2.690,26,64%,16%,2.11%,3.45%,3.11%,58.34%,63.31%,150,2.75%,-12.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/9/2018,3.065,00,,,12/15/2025,,12/15/2025,,,,,2.41%,3.065,00,74.00,3.512,87,2.144,10,2.690,26,67%,15%,2.11%,3.45%,3.07%,56.02%,60.91%,150,2.75%,-11.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/10/2018,3.020,00,,,12/22/2025,,12/22/2025,,,,,2.45%,3.020,00,74.00,3.512,87,2.144,10,2.690,26,64%,16%,2.11%,3.45%,3.11%,58.34%,63.31%,150,2.75%,-12.46%,,,,,,,,,,,,
